name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Disability_Status
"Suffolk city, Virginia",0.0,161.0,37.0,05000US51800,51,800,D,Owner,N/A,50.1-80% AMI,Disabled
"Suffolk city, Virginia",0.0,161.0,38.0,05000US51800,51,800,D,Owner,N/A,50.1-80% AMI,Not disabled
"Suffolk city, Virginia",0.0,161.0,39.0,05000US51800,51,800,S,Owner,N/A,80.1% AMI and above,All
"Suffolk city, Virginia",0.0,161.0,40.0,05000US51800,51,800,D,Owner,N/A,80.1% AMI and above,Disabled
"Suffolk city, Virginia",0.0,161.0,41.0,05000US51800,51,800,D,Owner,N/A,80.1% AMI and above,Not disabled
"Suffolk city, Virginia",8570.0,698.0,42.0,05000US51800,51,800,S,Renter,All,All,All
"Suffolk city, Virginia",4040.0,596.0,43.0,05000US51800,51,800,S,Renter,Yes,All,All
"Suffolk city, Virginia",2025.0,396.0,44.0,05000US51800,51,800,S,Renter,Yes,30% AMI or less,All
"Suffolk city, Virginia",300.0,133.0,45.0,05000US51800,51,800,D,Renter,Yes,30% AMI or less,Disabled
"Suffolk city, Virginia",1725.0,400.0,46.0,05000US51800,51,800,D,Renter,Yes,30% AMI or less,Not disabled
"Suffolk city, Virginia",860.0,273.0,47.0,05000US51800,51,800,S,Renter,Yes,30.1-50% AMI,All
"Suffolk city, Virginia",180.0,155.0,48.0,05000US51800,51,800,D,Renter,Yes,30.1-50% AMI,Disabled
"Suffolk city, Virginia",685.0,243.0,49.0,05000US51800,51,800,D,Renter,Yes,30.1-50% AMI,Not disabled
"Suffolk city, Virginia",885.0,383.0,50.0,05000US51800,51,800,S,Renter,Yes,50.1-80% AMI,All
"Suffolk city, Virginia",190.0,181.0,51.0,05000US51800,51,800,D,Renter,Yes,50.1-80% AMI,Disabled
"Suffolk city, Virginia",700.0,323.0,52.0,05000US51800,51,800,D,Renter,Yes,50.1-80% AMI,Not disabled
"Suffolk city, Virginia",265.0,145.0,53.0,05000US51800,51,800,S,Renter,Yes,80.1% AMI and above,All
"Suffolk city, Virginia",15.0,28.0,54.0,05000US51800,51,800,D,Renter,Yes,80.1% AMI and above,Disabled
"Suffolk city, Virginia",250.0,145.0,55.0,05000US51800,51,800,D,Renter,Yes,80.1% AMI and above,Not disabled
"Suffolk city, Virginia",4120.0,586.0,56.0,05000US51800,51,800,S,Renter,No,All,All
"Suffolk city, Virginia",470.0,254.0,57.0,05000US51800,51,800,S,Renter,No,30% AMI or less,All
"Suffolk city, Virginia",30.0,36.0,58.0,05000US51800,51,800,D,Renter,No,30% AMI or less,Disabled
"Suffolk city, Virginia",435.0,252.0,59.0,05000US51800,51,800,D,Renter,No,30% AMI or less,Not disabled
"Suffolk city, Virginia",175.0,101.0,60.0,05000US51800,51,800,S,Renter,No,30.1-50% AMI,All
"Suffolk city, Virginia",25.0,42.0,61.0,05000US51800,51,800,D,Renter,No,30.1-50% AMI,Disabled
"Suffolk city, Virginia",155.0,91.0,62.0,05000US51800,51,800,D,Renter,No,30.1-50% AMI,Not disabled
"Suffolk city, Virginia",1120.0,347.0,63.0,05000US51800,51,800,S,Renter,No,50.1-80% AMI,All
"Suffolk city, Virginia",50.0,48.0,64.0,05000US51800,51,800,D,Renter,No,50.1-80% AMI,Disabled
"Suffolk city, Virginia",1070.0,349.0,65.0,05000US51800,51,800,D,Renter,No,50.1-80% AMI,Not disabled
"Suffolk city, Virginia",2350.0,478.0,66.0,05000US51800,51,800,S,Renter,No,80.1% AMI and above,All
"Suffolk city, Virginia",150.0,113.0,67.0,05000US51800,51,800,D,Renter,No,80.1% AMI and above,Disabled
"Suffolk city, Virginia",2205.0,460.0,68.0,05000US51800,51,800,D,Renter,No,80.1% AMI and above,Not disabled
"Suffolk city, Virginia",415.0,207.0,69.0,05000US51800,51,800,S,Renter,N/A,All,All
"Suffolk city, Virginia",225.0,161.0,70.0,05000US51800,51,800,S,Renter,N/A,30% AMI or less,All
"Suffolk city, Virginia",0.0,161.0,71.0,05000US51800,51,800,D,Renter,N/A,30% AMI or less,Disabled
"Suffolk city, Virginia",225.0,161.0,72.0,05000US51800,51,800,D,Renter,N/A,30% AMI or less,Not disabled
"Suffolk city, Virginia",110.0,119.0,73.0,05000US51800,51,800,S,Renter,N/A,30.1-50% AMI,All
"Suffolk city, Virginia",20.0,33.0,74.0,05000US51800,51,800,D,Renter,N/A,30.1-50% AMI,Disabled
"Suffolk city, Virginia",90.0,116.0,75.0,05000US51800,51,800,D,Renter,N/A,30.1-50% AMI,Not disabled
"Suffolk city, Virginia",40.0,50.0,76.0,05000US51800,51,800,S,Renter,N/A,50.1-80% AMI,All
"Suffolk city, Virginia",20.0,37.0,77.0,05000US51800,51,800,D,Renter,N/A,50.1-80% AMI,Disabled
"Suffolk city, Virginia",20.0,37.0,78.0,05000US51800,51,800,D,Renter,N/A,50.1-80% AMI,Not disabled
"Suffolk city, Virginia",45.0,51.0,79.0,05000US51800,51,800,S,Renter,N/A,80.1% AMI and above,All
"Suffolk city, Virginia",0.0,161.0,80.0,05000US51800,51,800,D,Renter,N/A,80.1% AMI and above,Disabled
"Suffolk city, Virginia",45.0,51.0,81.0,05000US51800,51,800,D,Renter,N/A,80.1% AMI and above,Not disabled
