"name","estimate","margin_of_error","order","geoid","st","cnty","Line_Type","Tenure","Household_Income","Cost_Burden","Substandard"
"Accomack County, Virginia","14920.0","633.0","1.0","05000US51001","51","001","T","All","All","All","All"
"Accomack County, Virginia","11585.0","623.0","2.0","05000US51001","51","001","S","Owner","All","All","All"
"Accomack County, Virginia","1530.0","378.0","3.0","05000US51001","51","001","S","Owner","30% AMI or less","All","All"
"Accomack County, Virginia","240.0","152.0","4.0","05000US51001","51","001","S","Owner","30% AMI or less","No cost burden","All"
"Accomack County, Virginia","0.0","161.0","5.0","05000US51001","51","001","D","Owner","30% AMI or less","No cost burden","substandard"
"Accomack County, Virginia","240.0","152.0","6.0","05000US51001","51","001","D","Owner","30% AMI or less","No cost burden","standard"
"Accomack County, Virginia","370.0","174.0","7.0","05000US51001","51","001","S","Owner","30% AMI or less","Moderate cost burden","All"
"Accomack County, Virginia","0.0","161.0","8.0","05000US51001","51","001","D","Owner","30% AMI or less","Moderate cost burden","substandard"
"Accomack County, Virginia","370.0","174.0","9.0","05000US51001","51","001","D","Owner","30% AMI or less","Moderate cost burden","standard"
"Accomack County, Virginia","920.0","301.0","10.0","05000US51001","51","001","S","Owner","30% AMI or less","Severe cost burden","All"
"Accomack County, Virginia","20.0","42.0","11.0","05000US51001","51","001","D","Owner","30% AMI or less","Severe cost burden","substandard"
"Accomack County, Virginia","895.0","297.0","12.0","05000US51001","51","001","D","Owner","30% AMI or less","Severe cost burden","standard"
"Accomack County, Virginia","4.0","161.0","13.0","05000US51001","51","001","S","Owner","30% AMI or less","N/A","All"
"Accomack County, Virginia","0.0","161.0","14.0","05000US51001","51","001","D","Owner","30% AMI or less","N/A","substandard"
"Accomack County, Virginia","4.0","161.0","15.0","05000US51001","51","001","D","Owner","30% AMI or less","N/A","standard"
"Accomack County, Virginia","1335.0","342.0","16.0","05000US51001","51","001","S","Owner","30.1-50% AMI","All","All"
"Accomack County, Virginia","550.0","235.0","17.0","05000US51001","51","001","S","Owner","30.1-50% AMI","No cost burden","All"
"Accomack County, Virginia","4.0","10.0","18.0","05000US51001","51","001","D","Owner","30.1-50% AMI","No cost burden","substandard"
"Accomack County, Virginia","545.0","235.0","19.0","05000US51001","51","001","D","Owner","30.1-50% AMI","No cost burden","standard"
"Accomack County, Virginia","425.0","192.0","20.0","05000US51001","51","001","S","Owner","30.1-50% AMI","Moderate cost burden","All"
"Accomack County, Virginia","0.0","161.0","21.0","05000US51001","51","001","D","Owner","30.1-50% AMI","Moderate cost burden","substandard"
"Accomack County, Virginia","425.0","192.0","22.0","05000US51001","51","001","D","Owner","30.1-50% AMI","Moderate cost burden","standard"
"Accomack County, Virginia","365.0","198.0","23.0","05000US51001","51","001","S","Owner","30.1-50% AMI","Severe cost burden","All"
"Accomack County, Virginia","0.0","161.0","24.0","05000US51001","51","001","D","Owner","30.1-50% AMI","Severe cost burden","substandard"
"Accomack County, Virginia","365.0","198.0","25.0","05000US51001","51","001","D","Owner","30.1-50% AMI","Severe cost burden","standard"
"Accomack County, Virginia","0.0","161.0","26.0","05000US51001","51","001","S","Owner","30.1-50% AMI","N/A","All"
"Accomack County, Virginia","0.0","161.0","27.0","05000US51001","51","001","D","Owner","30.1-50% AMI","N/A","substandard"
"Accomack County, Virginia","0.0","161.0","28.0","05000US51001","51","001","D","Owner","30.1-50% AMI","N/A","standard"
"Accomack County, Virginia","2230.0","468.0","29.0","05000US51001","51","001","S","Owner","50.1-80% AMI","All","All"
"Accomack County, Virginia","1725.0","402.0","30.0","05000US51001","51","001","S","Owner","50.1-80% AMI","No cost burden","All"
"Accomack County, Virginia","25.0","41.0","31.0","05000US51001","51","001","D","Owner","50.1-80% AMI","No cost burden","substandard"
"Accomack County, Virginia","1700.0","396.0","32.0","05000US51001","51","001","D","Owner","50.1-80% AMI","No cost burden","standard"
"Accomack County, Virginia","365.0","189.0","33.0","05000US51001","51","001","S","Owner","50.1-80% AMI","Moderate cost burden","All"
"Accomack County, Virginia","0.0","161.0","34.0","05000US51001","51","001","D","Owner","50.1-80% AMI","Moderate cost burden","substandard"
"Accomack County, Virginia","365.0","189.0","35.0","05000US51001","51","001","D","Owner","50.1-80% AMI","Moderate cost burden","standard"
"Accomack County, Virginia","140.0","116.0","36.0","05000US51001","51","001","S","Owner","50.1-80% AMI","Severe cost burden","All"
"Accomack County, Virginia","0.0","161.0","37.0","05000US51001","51","001","D","Owner","50.1-80% AMI","Severe cost burden","substandard"
"Accomack County, Virginia","140.0","116.0","38.0","05000US51001","51","001","D","Owner","50.1-80% AMI","Severe cost burden","standard"
"Accomack County, Virginia","0.0","161.0","39.0","05000US51001","51","001","S","Owner","50.1-80% AMI","N/A","All"
"Accomack County, Virginia","0.0","161.0","40.0","05000US51001","51","001","D","Owner","50.1-80% AMI","N/A","substandard"
"Accomack County, Virginia","0.0","161.0","41.0","05000US51001","51","001","D","Owner","50.1-80% AMI","N/A","standard"
"Accomack County, Virginia","680.0","235.0","42.0","05000US51001","51","001","S","Owner","80.1-95% AMI","All","All"
