name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income
"Norfolk city, Virginia",85130.0,861.0,1.0,05000US51710,51,710,T,All,All,All
"Norfolk city, Virginia",40005.0,1037.0,2.0,05000US51710,51,710,S,Owner,All,All
"Norfolk city, Virginia",13810.0,1036.0,3.0,05000US51710,51,710,S,Owner,Yes,All
"Norfolk city, Virginia",1365.0,297.0,4.0,05000US51710,51,710,D,Owner,Yes,<=20% AMI
"Norfolk city, Virginia",1135.0,286.0,5.0,05000US51710,51,710,D,Owner,Yes,20.1-30% AMI
"Norfolk city, Virginia",1230.0,289.0,6.0,05000US51710,51,710,D,Owner,Yes,30.1-40% AMI
"Norfolk city, Virginia",1295.0,295.0,7.0,05000US51710,51,710,D,Owner,Yes,40.1-50% AMI
"Norfolk city, Virginia",1130.0,289.0,8.0,05000US51710,51,710,D,Owner,Yes,50.1-60% AMI
"Norfolk city, Virginia",680.0,217.0,9.0,05000US51710,51,710,D,Owner,Yes,60.1-65% AMI
"Norfolk city, Virginia",2070.0,440.0,10.0,05000US51710,51,710,D,Owner,Yes,65.1-80% AMI
"Norfolk city, Virginia",1285.0,337.0,11.0,05000US51710,51,710,D,Owner,Yes,80.1-95% AMI
"Norfolk city, Virginia",480.0,340.0,12.0,05000US51710,51,710,D,Owner,Yes,95.1-100% AMI
"Norfolk city, Virginia",800.0,263.0,13.0,05000US51710,51,710,D,Owner,Yes,100.1-115% AMI
"Norfolk city, Virginia",170.0,107.0,14.0,05000US51710,51,710,D,Owner,Yes,115.1-120% AMI
"Norfolk city, Virginia",660.0,195.0,15.0,05000US51710,51,710,D,Owner,Yes,120.1-140% AMI
"Norfolk city, Virginia",1515.0,313.0,16.0,05000US51710,51,710,D,Owner,Yes,>140% AMI
"Norfolk city, Virginia",25975.0,949.0,17.0,05000US51710,51,710,S,Owner,No,All
"Norfolk city, Virginia",50.0,49.0,18.0,05000US51710,51,710,D,Owner,No,<=20% AMI
"Norfolk city, Virginia",280.0,128.0,19.0,05000US51710,51,710,D,Owner,No,20.1-30% AMI
"Norfolk city, Virginia",320.0,126.0,20.0,05000US51710,51,710,D,Owner,No,30.1-40% AMI
"Norfolk city, Virginia",435.0,147.0,21.0,05000US51710,51,710,D,Owner,No,40.1-50% AMI
"Norfolk city, Virginia",885.0,272.0,22.0,05000US51710,51,710,D,Owner,No,50.1-60% AMI
"Norfolk city, Virginia",540.0,169.0,23.0,05000US51710,51,710,D,Owner,No,60.1-65% AMI
"Norfolk city, Virginia",1860.0,313.0,24.0,05000US51710,51,710,D,Owner,No,65.1-80% AMI
"Norfolk city, Virginia",2275.0,325.0,25.0,05000US51710,51,710,D,Owner,No,80.1-95% AMI
"Norfolk city, Virginia",600.0,180.0,26.0,05000US51710,51,710,D,Owner,No,95.1-100% AMI
"Norfolk city, Virginia",2550.0,408.0,27.0,05000US51710,51,710,D,Owner,No,100.1-115% AMI
"Norfolk city, Virginia",870.0,275.0,28.0,05000US51710,51,710,D,Owner,No,115.1-120% AMI
"Norfolk city, Virginia",2795.0,421.0,29.0,05000US51710,51,710,D,Owner,No,120.1-140% AMI
"Norfolk city, Virginia",12520.0,685.0,30.0,05000US51710,51,710,D,Owner,No,>140% AMI
"Norfolk city, Virginia",220.0,140.0,31.0,05000US51710,51,710,S,Owner,N/A,All
"Norfolk city, Virginia",220.0,140.0,32.0,05000US51710,51,710,D,Owner,N/A,<=20% AMI
"Norfolk city, Virginia",0.0,161.0,33.0,05000US51710,51,710,D,Owner,N/A,20.1-30% AMI
"Norfolk city, Virginia",0.0,161.0,34.0,05000US51710,51,710,D,Owner,N/A,30.1-40% AMI
"Norfolk city, Virginia",0.0,161.0,35.0,05000US51710,51,710,D,Owner,N/A,40.1-50% AMI
"Norfolk city, Virginia",0.0,161.0,36.0,05000US51710,51,710,D,Owner,N/A,50.1-60% AMI
"Norfolk city, Virginia",0.0,161.0,37.0,05000US51710,51,710,D,Owner,N/A,60.1-65% AMI
"Norfolk city, Virginia",0.0,161.0,38.0,05000US51710,51,710,D,Owner,N/A,65.1-80% AMI
"Norfolk city, Virginia",0.0,161.0,39.0,05000US51710,51,710,D,Owner,N/A,80.1-95% AMI
"Norfolk city, Virginia",0.0,161.0,40.0,05000US51710,51,710,D,Owner,N/A,95.1-100% AMI
"Norfolk city, Virginia",0.0,161.0,41.0,05000US51710,51,710,D,Owner,N/A,100.1-115% AMI
"Norfolk city, Virginia",0.0,161.0,42.0,05000US51710,51,710,D,Owner,N/A,115.1-120% AMI
"Norfolk city, Virginia",0.0,161.0,43.0,05000US51710,51,710,D,Owner,N/A,120.1-140% AMI
"Norfolk city, Virginia",0.0,161.0,44.0,05000US51710,51,710,D,Owner,N/A,>140% AMI
"Norfolk city, Virginia",45125.0,1197.0,45.0,05000US51710,51,710,S,Renter,All,All
"Norfolk city, Virginia",21790.0,1045.0,46.0,05000US51710,51,710,S,Renter,Yes,All
"Norfolk city, Virginia",5425.0,659.0,47.0,05000US51710,51,710,D,Renter,Yes,<=20% AMI
"Norfolk city, Virginia",2780.0,468.0,48.0,05000US51710,51,710,D,Renter,Yes,20.1-30% AMI
"Norfolk city, Virginia",3790.0,642.0,49.0,05000US51710,51,710,D,Renter,Yes,30.1-40% AMI
"Norfolk city, Virginia",3310.0,488.0,50.0,05000US51710,51,710,D,Renter,Yes,40.1-50% AMI
"Norfolk city, Virginia",2210.0,477.0,51.0,05000US51710,51,710,D,Renter,Yes,50.1-60% AMI
"Norfolk city, Virginia",770.0,227.0,52.0,05000US51710,51,710,D,Renter,Yes,60.1-65% AMI
"Norfolk city, Virginia",2210.0,458.0,53.0,05000US51710,51,710,D,Renter,Yes,65.1-80% AMI
"Norfolk city, Virginia",505.0,222.0,54.0,05000US51710,51,710,D,Renter,Yes,80.1-95% AMI
"Norfolk city, Virginia",90.0,74.0,55.0,05000US51710,51,710,D,Renter,Yes,95.1-100% AMI
"Norfolk city, Virginia",350.0,178.0,56.0,05000US51710,51,710,D,Renter,Yes,100.1-115% AMI
"Norfolk city, Virginia",0.0,161.0,57.0,05000US51710,51,710,D,Renter,Yes,115.1-120% AMI
"Norfolk city, Virginia",175.0,126.0,58.0,05000US51710,51,710,D,Renter,Yes,120.1-140% AMI
"Norfolk city, Virginia",170.0,137.0,59.0,05000US51710,51,710,D,Renter,Yes,>140% AMI
"Norfolk city, Virginia",21185.0,1293.0,60.0,05000US51710,51,710,S,Renter,No,All
"Norfolk city, Virginia",1095.0,295.0,61.0,05000US51710,51,710,D,Renter,No,<=20% AMI
"Norfolk city, Virginia",1175.0,360.0,62.0,05000US51710,51,710,D,Renter,No,20.1-30% AMI
