name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income
"Suffolk city, Virginia",29860.0,431.0,1.0,05000US51800,51,800,T,All,All,All
"Suffolk city, Virginia",21285.0,618.0,2.0,05000US51800,51,800,S,Owner,All,All
"Suffolk city, Virginia",5670.0,559.0,3.0,05000US51800,51,800,S,Owner,Yes,All
"Suffolk city, Virginia",370.0,156.0,4.0,05000US51800,51,800,D,Owner,Yes,<=20% AMI
"Suffolk city, Virginia",360.0,157.0,5.0,05000US51800,51,800,D,Owner,Yes,20.1-30% AMI
"Suffolk city, Virginia",430.0,153.0,6.0,05000US51800,51,800,D,Owner,Yes,30.1-40% AMI
"Suffolk city, Virginia",340.0,143.0,7.0,05000US51800,51,800,D,Owner,Yes,40.1-50% AMI
"Suffolk city, Virginia",460.0,145.0,8.0,05000US51800,51,800,D,Owner,Yes,50.1-60% AMI
"Suffolk city, Virginia",95.0,54.0,9.0,05000US51800,51,800,D,Owner,Yes,60.1-65% AMI
"Suffolk city, Virginia",620.0,228.0,10.0,05000US51800,51,800,D,Owner,Yes,65.1-80% AMI
"Suffolk city, Virginia",730.0,238.0,11.0,05000US51800,51,800,D,Owner,Yes,80.1-95% AMI
"Suffolk city, Virginia",190.0,127.0,12.0,05000US51800,51,800,D,Owner,Yes,95.1-100% AMI
"Suffolk city, Virginia",515.0,162.0,13.0,05000US51800,51,800,D,Owner,Yes,100.1-115% AMI
"Suffolk city, Virginia",165.0,111.0,14.0,05000US51800,51,800,D,Owner,Yes,115.1-120% AMI
"Suffolk city, Virginia",515.0,219.0,15.0,05000US51800,51,800,D,Owner,Yes,120.1-140% AMI
"Suffolk city, Virginia",895.0,240.0,16.0,05000US51800,51,800,D,Owner,Yes,>140% AMI
"Suffolk city, Virginia",15550.0,646.0,17.0,05000US51800,51,800,S,Owner,No,All
"Suffolk city, Virginia",40.0,70.0,18.0,05000US51800,51,800,D,Owner,No,<=20% AMI
"Suffolk city, Virginia",130.0,87.0,19.0,05000US51800,51,800,D,Owner,No,20.1-30% AMI
"Suffolk city, Virginia",460.0,161.0,20.0,05000US51800,51,800,D,Owner,No,30.1-40% AMI
"Suffolk city, Virginia",290.0,122.0,21.0,05000US51800,51,800,D,Owner,No,40.1-50% AMI
"Suffolk city, Virginia",315.0,141.0,22.0,05000US51800,51,800,D,Owner,No,50.1-60% AMI
