name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income
"Newport News city, Virginia",73275.0,721.0,1.0,05000US51700,51,700,T,All,All,All
"Newport News city, Virginia",38530.0,1070.0,2.0,05000US51700,51,700,S,Owner,All,All
"Newport News city, Virginia",10335.0,944.0,3.0,05000US51700,51,700,S,Owner,Yes,All
"Newport News city, Virginia",1035.0,266.0,4.0,05000US51700,51,700,D,Owner,Yes,<=20% AMI
"Newport News city, Virginia",1055.0,365.0,5.0,05000US51700,51,700,D,Owner,Yes,20.1-30% AMI
"Newport News city, Virginia",865.0,273.0,6.0,05000US51700,51,700,D,Owner,Yes,30.1-40% AMI
"Newport News city, Virginia",955.0,229.0,7.0,05000US51700,51,700,D,Owner,Yes,40.1-50% AMI
"Newport News city, Virginia",975.0,266.0,8.0,05000US51700,51,700,D,Owner,Yes,50.1-60% AMI
"Newport News city, Virginia",385.0,166.0,9.0,05000US51700,51,700,D,Owner,Yes,60.1-65% AMI
"Newport News city, Virginia",1275.0,318.0,10.0,05000US51700,51,700,D,Owner,Yes,65.1-80% AMI
"Newport News city, Virginia",1235.0,368.0,11.0,05000US51700,51,700,D,Owner,Yes,80.1-95% AMI
"Newport News city, Virginia",245.0,142.0,12.0,05000US51700,51,700,D,Owner,Yes,95.1-100% AMI
"Newport News city, Virginia",785.0,239.0,13.0,05000US51700,51,700,D,Owner,Yes,100.1-115% AMI
"Newport News city, Virginia",325.0,177.0,14.0,05000US51700,51,700,D,Owner,Yes,115.1-120% AMI
"Newport News city, Virginia",600.0,259.0,15.0,05000US51700,51,700,D,Owner,Yes,120.1-140% AMI
"Newport News city, Virginia",600.0,310.0,16.0,05000US51700,51,700,D,Owner,Yes,>140% AMI
"Newport News city, Virginia",27970.0,1357.0,17.0,05000US51700,51,700,S,Owner,No,All
"Newport News city, Virginia",65.0,61.0,18.0,05000US51700,51,700,D,Owner,No,<=20% AMI
"Newport News city, Virginia",240.0,131.0,19.0,05000US51700,51,700,D,Owner,No,20.1-30% AMI
"Newport News city, Virginia",375.0,193.0,20.0,05000US51700,51,700,D,Owner,No,30.1-40% AMI
"Newport News city, Virginia",530.0,240.0,21.0,05000US51700,51,700,D,Owner,No,40.1-50% AMI
"Newport News city, Virginia",1045.0,304.0,22.0,05000US51700,51,700,D,Owner,No,50.1-60% AMI
"Newport News city, Virginia",360.0,156.0,23.0,05000US51700,51,700,D,Owner,No,60.1-65% AMI
"Newport News city, Virginia",1895.0,397.0,24.0,05000US51700,51,700,D,Owner,No,65.1-80% AMI
"Newport News city, Virginia",1945.0,363.0,25.0,05000US51700,51,700,D,Owner,No,80.1-95% AMI
"Newport News city, Virginia",810.0,283.0,26.0,05000US51700,51,700,D,Owner,No,95.1-100% AMI
"Newport News city, Virginia",3430.0,549.0,27.0,05000US51700,51,700,D,Owner,No,100.1-115% AMI
"Newport News city, Virginia",760.0,305.0,28.0,05000US51700,51,700,D,Owner,No,115.1-120% AMI
"Newport News city, Virginia",3825.0,595.0,29.0,05000US51700,51,700,D,Owner,No,120.1-140% AMI
"Newport News city, Virginia",12690.0,935.0,30.0,05000US51700,51,700,D,Owner,No,>140% AMI
"Newport News city, Virginia",225.0,114.0,31.0,05000US51700,51,700,S,Owner,N/A,All
"Newport News city, Virginia",225.0,114.0,32.0,05000US51700,51,700,D,Owner,N/A,<=20% AMI
"Newport News city, Virginia",0.0,161.0,33.0,05000US51700,51,700,D,Owner,N/A,20.1-30% AMI
"Newport News city, Virginia",0.0,161.0,34.0,05000US51700,51,700,D,Owner,N/A,30.1-40% AMI
"Newport News city, Virginia",0.0,161.0,35.0,05000US51700,51,700,D,Owner,N/A,40.1-50% AMI
"Newport News city, Virginia",0.0,161.0,36.0,05000US51700,51,700,D,Owner,N/A,50.1-60% AMI
"Newport News city, Virginia",0.0,161.0,37.0,05000US51700,51,700,D,Owner,N/A,60.1-65% AMI
"Newport News city, Virginia",0.0,161.0,38.0,05000US51700,51,700,D,Owner,N/A,65.1-80% AMI
"Newport News city, Virginia",0.0,161.0,39.0,05000US51700,51,700,D,Owner,N/A,80.1-95% AMI
"Newport News city, Virginia",0.0,161.0,40.0,05000US51700,51,700,D,Owner,N/A,95.1-100% AMI
"Newport News city, Virginia",0.0,161.0,41.0,05000US51700,51,700,D,Owner,N/A,100.1-115% AMI
"Newport News city, Virginia",0.0,161.0,42.0,05000US51700,51,700,D,Owner,N/A,115.1-120% AMI
"Newport News city, Virginia",0.0,161.0,43.0,05000US51700,51,700,D,Owner,N/A,120.1-140% AMI
"Newport News city, Virginia",0.0,161.0,44.0,05000US51700,51,700,D,Owner,N/A,>140% AMI
"Newport News city, Virginia",34745.0,1133.0,45.0,05000US51700,51,700,S,Renter,All,All
"Newport News city, Virginia",16475.0,1151.0,46.0,05000US51700,51,700,S,Renter,Yes,All
"Newport News city, Virginia",3375.0,631.0,47.0,05000US51700,51,700,D,Renter,Yes,<=20% AMI
"Newport News city, Virginia",2730.0,526.0,48.0,05000US51700,51,700,D,Renter,Yes,20.1-30% AMI
"Newport News city, Virginia",2470.0,566.0,49.0,05000US51700,51,700,D,Renter,Yes,30.1-40% AMI
"Newport News city, Virginia",2800.0,574.0,50.0,05000US51700,51,700,D,Renter,Yes,40.1-50% AMI
"Newport News city, Virginia",1800.0,421.0,51.0,05000US51700,51,700,D,Renter,Yes,50.1-60% AMI
"Newport News city, Virginia",940.0,363.0,52.0,05000US51700,51,700,D,Renter,Yes,60.1-65% AMI
"Newport News city, Virginia",1300.0,378.0,53.0,05000US51700,51,700,D,Renter,Yes,65.1-80% AMI
"Newport News city, Virginia",425.0,198.0,54.0,05000US51700,51,700,D,Renter,Yes,80.1-95% AMI
"Newport News city, Virginia",105.0,73.0,55.0,05000US51700,51,700,D,Renter,Yes,95.1-100% AMI
"Newport News city, Virginia",255.0,164.0,56.0,05000US51700,51,700,D,Renter,Yes,100.1-115% AMI
"Newport News city, Virginia",75.0,62.0,57.0,05000US51700,51,700,D,Renter,Yes,115.1-120% AMI
"Newport News city, Virginia",100.0,77.0,58.0,05000US51700,51,700,D,Renter,Yes,120.1-140% AMI
"Newport News city, Virginia",100.0,71.0,59.0,05000US51700,51,700,D,Renter,Yes,>140% AMI
"Newport News city, Virginia",16780.0,1276.0,60.0,05000US51700,51,700,S,Renter,No,All
"Newport News city, Virginia",765.0,268.0,61.0,05000US51700,51,700,D,Renter,No,<=20% AMI
"Newport News city, Virginia",620.0,215.0,62.0,05000US51700,51,700,D,Renter,No,20.1-30% AMI
"Newport News city, Virginia",255.0,127.0,63.0,05000US51700,51,700,D,Renter,No,30.1-40% AMI
"Newport News city, Virginia",475.0,195.0,64.0,05000US51700,51,700,D,Renter,No,40.1-50% AMI
"Newport News city, Virginia",865.0,299.0,65.0,05000US51700,51,700,D,Renter,No,50.1-60% AMI
"Newport News city, Virginia",685.0,351.0,66.0,05000US51700,51,700,D,Renter,No,60.1-65% AMI
"Newport News city, Virginia",1995.0,581.0,67.0,05000US51700,51,700,D,Renter,No,65.1-80% AMI
"Newport News city, Virginia",2855.0,595.0,68.0,05000US51700,51,700,D,Renter,No,80.1-95% AMI
"Newport News city, Virginia",980.0,417.0,69.0,05000US51700,51,700,D,Renter,No,95.1-100% AMI
"Newport News city, Virginia",2410.0,703.0,70.0,05000US51700,51,700,D,Renter,No,100.1-115% AMI
"Newport News city, Virginia",430.0,220.0,71.0,05000US51700,51,700,D,Renter,No,115.1-120% AMI
"Newport News city, Virginia",1370.0,447.0,72.0,05000US51700,51,700,D,Renter,No,120.1-140% AMI
"Newport News city, Virginia",3080.0,561.0,73.0,05000US51700,51,700,D,Renter,No,>140% AMI
"Newport News city, Virginia",1490.0,318.0,74.0,05000US51700,51,700,S,Renter,N/A,All
"Newport News city, Virginia",425.0,200.0,75.0,05000US51700,51,700,D,Renter,N/A,<=20% AMI
"Newport News city, Virginia",70.0,62.0,76.0,05000US51700,51,700,D,Renter,N/A,20.1-30% AMI
"Newport News city, Virginia",110.0,81.0,77.0,05000US51700,51,700,D,Renter,N/A,30.1-40% AMI
"Newport News city, Virginia",160.0,130.0,78.0,05000US51700,51,700,D,Renter,N/A,40.1-50% AMI
"Newport News city, Virginia",85.0,63.0,79.0,05000US51700,51,700,D,Renter,N/A,50.1-60% AMI
"Newport News city, Virginia",25.0,45.0,80.0,05000US51700,51,700,D,Renter,N/A,60.1-65% AMI
"Newport News city, Virginia",115.0,108.0,81.0,05000US51700,51,700,D,Renter,N/A,65.1-80% AMI
