name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income
"Shenandoah County, Virginia",16750.0,464.0,1.0,05000US51171,51,171,T,All,All,All
"Shenandoah County, Virginia",11760.0,517.0,2.0,05000US51171,51,171,S,Owner,All,All
"Shenandoah County, Virginia",3145.0,441.0,3.0,05000US51171,51,171,S,Owner,Yes,All
"Shenandoah County, Virginia",345.0,186.0,4.0,05000US51171,51,171,D,Owner,Yes,<=20% AMI
"Shenandoah County, Virginia",320.0,148.0,5.0,05000US51171,51,171,D,Owner,Yes,20.1-30% AMI
"Shenandoah County, Virginia",180.0,92.0,6.0,05000US51171,51,171,D,Owner,Yes,30.1-40% AMI
"Shenandoah County, Virginia",215.0,157.0,7.0,05000US51171,51,171,D,Owner,Yes,40.1-50% AMI
"Shenandoah County, Virginia",105.0,66.0,8.0,05000US51171,51,171,D,Owner,Yes,50.1-60% AMI
"Shenandoah County, Virginia",90.0,84.0,9.0,05000US51171,51,171,D,Owner,Yes,60.1-65% AMI
"Shenandoah County, Virginia",320.0,170.0,10.0,05000US51171,51,171,D,Owner,Yes,65.1-80% AMI
"Shenandoah County, Virginia",490.0,204.0,11.0,05000US51171,51,171,D,Owner,Yes,80.1-95% AMI
"Shenandoah County, Virginia",45.0,39.0,12.0,05000US51171,51,171,D,Owner,Yes,95.1-100% AMI
"Shenandoah County, Virginia",150.0,113.0,13.0,05000US51171,51,171,D,Owner,Yes,100.1-115% AMI
"Shenandoah County, Virginia",80.0,73.0,14.0,05000US51171,51,171,D,Owner,Yes,115.1-120% AMI
"Shenandoah County, Virginia",270.0,152.0,15.0,05000US51171,51,171,D,Owner,Yes,120.1-140% AMI
"Shenandoah County, Virginia",535.0,274.0,16.0,05000US51171,51,171,D,Owner,Yes,>140% AMI
"Shenandoah County, Virginia",8595.0,570.0,17.0,05000US51171,51,171,S,Owner,No,All
"Shenandoah County, Virginia",45.0,69.0,18.0,05000US51171,51,171,D,Owner,No,<=20% AMI
"Shenandoah County, Virginia",250.0,126.0,19.0,05000US51171,51,171,D,Owner,No,20.1-30% AMI
"Shenandoah County, Virginia",430.0,174.0,20.0,05000US51171,51,171,D,Owner,No,30.1-40% AMI
"Shenandoah County, Virginia",235.0,97.0,21.0,05000US51171,51,171,D,Owner,No,40.1-50% AMI
"Shenandoah County, Virginia",215.0,96.0,22.0,05000US51171,51,171,D,Owner,No,50.1-60% AMI
"Shenandoah County, Virginia",255.0,113.0,23.0,05000US51171,51,171,D,Owner,No,60.1-65% AMI
"Shenandoah County, Virginia",605.0,228.0,24.0,05000US51171,51,171,D,Owner,No,65.1-80% AMI
"Shenandoah County, Virginia",600.0,198.0,25.0,05000US51171,51,171,D,Owner,No,80.1-95% AMI
"Shenandoah County, Virginia",185.0,110.0,26.0,05000US51171,51,171,D,Owner,No,95.1-100% AMI
"Shenandoah County, Virginia",800.0,213.0,27.0,05000US51171,51,171,D,Owner,No,100.1-115% AMI
"Shenandoah County, Virginia",275.0,150.0,28.0,05000US51171,51,171,D,Owner,No,115.1-120% AMI
"Shenandoah County, Virginia",1305.0,295.0,29.0,05000US51171,51,171,D,Owner,No,120.1-140% AMI
"Shenandoah County, Virginia",3400.0,434.0,30.0,05000US51171,51,171,D,Owner,No,>140% AMI
"Shenandoah County, Virginia",25.0,42.0,31.0,05000US51171,51,171,S,Owner,N/A,All
"Shenandoah County, Virginia",25.0,42.0,32.0,05000US51171,51,171,D,Owner,N/A,<=20% AMI
"Shenandoah County, Virginia",0.0,161.0,33.0,05000US51171,51,171,D,Owner,N/A,20.1-30% AMI
"Shenandoah County, Virginia",0.0,161.0,34.0,05000US51171,51,171,D,Owner,N/A,30.1-40% AMI
"Shenandoah County, Virginia",0.0,161.0,35.0,05000US51171,51,171,D,Owner,N/A,40.1-50% AMI
"Shenandoah County, Virginia",0.0,161.0,36.0,05000US51171,51,171,D,Owner,N/A,50.1-60% AMI
"Shenandoah County, Virginia",0.0,161.0,37.0,05000US51171,51,171,D,Owner,N/A,60.1-65% AMI
