name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income
"Fairfax city, Virginia",8310.0,184.0,1.0,05000US51600,51,600,T,All,All,All
"Fairfax city, Virginia",6365.0,271.0,2.0,05000US51600,51,600,S,Owner,All,All
"Fairfax city, Virginia",1995.0,339.0,3.0,05000US51600,51,600,S,Owner,Yes,All
"Fairfax city, Virginia",75.0,79.0,4.0,05000US51600,51,600,D,Owner,Yes,<=20% AMI
"Fairfax city, Virginia",150.0,93.0,5.0,05000US51600,51,600,D,Owner,Yes,20.1-30% AMI
"Fairfax city, Virginia",25.0,30.0,6.0,05000US51600,51,600,D,Owner,Yes,30.1-40% AMI
"Fairfax city, Virginia",120.0,86.0,7.0,05000US51600,51,600,D,Owner,Yes,40.1-50% AMI
"Fairfax city, Virginia",105.0,77.0,8.0,05000US51600,51,600,D,Owner,Yes,50.1-60% AMI
"Fairfax city, Virginia",70.0,67.0,9.0,05000US51600,51,600,D,Owner,Yes,60.1-65% AMI
"Fairfax city, Virginia",325.0,157.0,10.0,05000US51600,51,600,D,Owner,Yes,65.1-80% AMI
"Fairfax city, Virginia",315.0,144.0,11.0,05000US51600,51,600,D,Owner,Yes,80.1-95% AMI
"Fairfax city, Virginia",55.0,48.0,12.0,05000US51600,51,600,D,Owner,Yes,95.1-100% AMI
"Fairfax city, Virginia",225.0,104.0,13.0,05000US51600,51,600,D,Owner,Yes,100.1-115% AMI
"Fairfax city, Virginia",30.0,35.0,14.0,05000US51600,51,600,D,Owner,Yes,115.1-120% AMI
"Fairfax city, Virginia",155.0,140.0,15.0,05000US51600,51,600,D,Owner,Yes,120.1-140% AMI
"Fairfax city, Virginia",350.0,169.0,16.0,05000US51600,51,600,D,Owner,Yes,>140% AMI
"Fairfax city, Virginia",4350.0,331.0,17.0,05000US51600,51,600,S,Owner,No,All
"Fairfax city, Virginia",0.0,161.0,18.0,05000US51600,51,600,D,Owner,No,<=20% AMI
"Fairfax city, Virginia",10.0,16.0,19.0,05000US51600,51,600,D,Owner,No,20.1-30% AMI
"Fairfax city, Virginia",10.0,15.0,20.0,05000US51600,51,600,D,Owner,No,30.1-40% AMI
"Fairfax city, Virginia",40.0,50.0,21.0,05000US51600,51,600,D,Owner,No,40.1-50% AMI
"Fairfax city, Virginia",110.0,75.0,22.0,05000US51600,51,600,D,Owner,No,50.1-60% AMI
"Fairfax city, Virginia",85.0,79.0,23.0,05000US51600,51,600,D,Owner,No,60.1-65% AMI
"Fairfax city, Virginia",235.0,107.0,24.0,05000US51600,51,600,D,Owner,No,65.1-80% AMI
"Fairfax city, Virginia",270.0,124.0,25.0,05000US51600,51,600,D,Owner,No,80.1-95% AMI
"Fairfax city, Virginia",60.0,61.0,26.0,05000US51600,51,600,D,Owner,No,95.1-100% AMI
"Fairfax city, Virginia",330.0,123.0,27.0,05000US51600,51,600,D,Owner,No,100.1-115% AMI
"Fairfax city, Virginia",95.0,64.0,28.0,05000US51600,51,600,D,Owner,No,115.1-120% AMI
"Fairfax city, Virginia",860.0,181.0,29.0,05000US51600,51,600,D,Owner,No,120.1-140% AMI
"Fairfax city, Virginia",2245.0,255.0,30.0,05000US51600,51,600,D,Owner,No,>140% AMI
"Fairfax city, Virginia",20.0,26.0,31.0,05000US51600,51,600,S,Owner,N/A,All
"Fairfax city, Virginia",20.0,26.0,32.0,05000US51600,51,600,D,Owner,N/A,<=20% AMI
"Fairfax city, Virginia",0.0,161.0,33.0,05000US51600,51,600,D,Owner,N/A,20.1-30% AMI
"Fairfax city, Virginia",0.0,161.0,34.0,05000US51600,51,600,D,Owner,N/A,30.1-40% AMI
"Fairfax city, Virginia",0.0,161.0,35.0,05000US51600,51,600,D,Owner,N/A,40.1-50% AMI
"Fairfax city, Virginia",0.0,161.0,36.0,05000US51600,51,600,D,Owner,N/A,50.1-60% AMI
"Fairfax city, Virginia",0.0,161.0,37.0,05000US51600,51,600,D,Owner,N/A,60.1-65% AMI
"Fairfax city, Virginia",0.0,161.0,38.0,05000US51600,51,600,D,Owner,N/A,65.1-80% AMI
"Fairfax city, Virginia",0.0,161.0,39.0,05000US51600,51,600,D,Owner,N/A,80.1-95% AMI
"Fairfax city, Virginia",0.0,161.0,40.0,05000US51600,51,600,D,Owner,N/A,95.1-100% AMI
"Fairfax city, Virginia",0.0,161.0,41.0,05000US51600,51,600,D,Owner,N/A,100.1-115% AMI
"Fairfax city, Virginia",0.0,161.0,42.0,05000US51600,51,600,D,Owner,N/A,115.1-120% AMI
"Fairfax city, Virginia",0.0,161.0,43.0,05000US51600,51,600,D,Owner,N/A,120.1-140% AMI
"Fairfax city, Virginia",0.0,161.0,44.0,05000US51600,51,600,D,Owner,N/A,>140% AMI
"Fairfax city, Virginia",1945.0,241.0,45.0,05000US51600,51,600,S,Renter,All,All
"Fairfax city, Virginia",850.0,241.0,46.0,05000US51600,51,600,S,Renter,Yes,All
"Fairfax city, Virginia",190.0,115.0,47.0,05000US51600,51,600,D,Renter,Yes,<=20% AMI
"Fairfax city, Virginia",50.0,52.0,48.0,05000US51600,51,600,D,Renter,Yes,20.1-30% AMI
"Fairfax city, Virginia",70.0,57.0,49.0,05000US51600,51,600,D,Renter,Yes,30.1-40% AMI
"Fairfax city, Virginia",115.0,89.0,50.0,05000US51600,51,600,D,Renter,Yes,40.1-50% AMI
"Fairfax city, Virginia",100.0,82.0,51.0,05000US51600,51,600,D,Renter,Yes,50.1-60% AMI
"Fairfax city, Virginia",45.0,71.0,52.0,05000US51600,51,600,D,Renter,Yes,60.1-65% AMI
"Fairfax city, Virginia",165.0,111.0,53.0,05000US51600,51,600,D,Renter,Yes,65.1-80% AMI
"Fairfax city, Virginia",30.0,52.0,54.0,05000US51600,51,600,D,Renter,Yes,80.1-95% AMI
"Fairfax city, Virginia",0.0,161.0,55.0,05000US51600,51,600,D,Renter,Yes,95.1-100% AMI
"Fairfax city, Virginia",0.0,161.0,56.0,05000US51600,51,600,D,Renter,Yes,100.1-115% AMI
"Fairfax city, Virginia",0.0,161.0,57.0,05000US51600,51,600,D,Renter,Yes,115.1-120% AMI
"Fairfax city, Virginia",0.0,161.0,58.0,05000US51600,51,600,D,Renter,Yes,120.1-140% AMI
"Fairfax city, Virginia",85.0,84.0,59.0,05000US51600,51,600,D,Renter,Yes,>140% AMI
"Fairfax city, Virginia",1075.0,243.0,60.0,05000US51600,51,600,S,Renter,No,All
"Fairfax city, Virginia",4.0,18.0,61.0,05000US51600,51,600,D,Renter,No,<=20% AMI
"Fairfax city, Virginia",0.0,161.0,62.0,05000US51600,51,600,D,Renter,No,20.1-30% AMI
"Fairfax city, Virginia",10.0,16.0,63.0,05000US51600,51,600,D,Renter,No,30.1-40% AMI
"Fairfax city, Virginia",15.0,32.0,64.0,05000US51600,51,600,D,Renter,No,40.1-50% AMI
"Fairfax city, Virginia",65.0,65.0,65.0,05000US51600,51,600,D,Renter,No,50.1-60% AMI
"Fairfax city, Virginia",40.0,68.0,66.0,05000US51600,51,600,D,Renter,No,60.1-65% AMI
"Fairfax city, Virginia",75.0,71.0,67.0,05000US51600,51,600,D,Renter,No,65.1-80% AMI
"Fairfax city, Virginia",205.0,137.0,68.0,05000US51600,51,600,D,Renter,No,80.1-95% AMI
"Fairfax city, Virginia",55.0,60.0,69.0,05000US51600,51,600,D,Renter,No,95.1-100% AMI
"Fairfax city, Virginia",230.0,133.0,70.0,05000US51600,51,600,D,Renter,No,100.1-115% AMI
"Fairfax city, Virginia",45.0,40.0,71.0,05000US51600,51,600,D,Renter,No,115.1-120% AMI
"Fairfax city, Virginia",140.0,94.0,72.0,05000US51600,51,600,D,Renter,No,120.1-140% AMI
"Fairfax city, Virginia",185.0,116.0,73.0,05000US51600,51,600,D,Renter,No,>140% AMI
"Fairfax city, Virginia",15.0,29.0,74.0,05000US51600,51,600,S,Renter,N/A,All
"Fairfax city, Virginia",0.0,161.0,75.0,05000US51600,51,600,D,Renter,N/A,<=20% AMI
"Fairfax city, Virginia",0.0,161.0,76.0,05000US51600,51,600,D,Renter,N/A,20.1-30% AMI
"Fairfax city, Virginia",10.0,23.0,77.0,05000US51600,51,600,D,Renter,N/A,30.1-40% AMI
"Fairfax city, Virginia",0.0,161.0,78.0,05000US51600,51,600,D,Renter,N/A,40.1-50% AMI
"Fairfax city, Virginia",0.0,161.0,79.0,05000US51600,51,600,D,Renter,N/A,50.1-60% AMI
"Fairfax city, Virginia",0.0,161.0,80.0,05000US51600,51,600,D,Renter,N/A,60.1-65% AMI
"Fairfax city, Virginia",4.0,11.0,81.0,05000US51600,51,600,D,Renter,N/A,65.1-80% AMI
"Fairfax city, Virginia",0.0,161.0,82.0,05000US51600,51,600,D,Renter,N/A,80.1-95% AMI
"Fairfax city, Virginia",0.0,161.0,83.0,05000US51600,51,600,D,Renter,N/A,95.1-100% AMI
"Fairfax city, Virginia",0.0,161.0,84.0,05000US51600,51,600,D,Renter,N/A,100.1-115% AMI
"Fairfax city, Virginia",0.0,161.0,85.0,05000US51600,51,600,D,Renter,N/A,115.1-120% AMI
"Fairfax city, Virginia",0.0,161.0,86.0,05000US51600,51,600,D,Renter,N/A,120.1-140% AMI
"Fairfax city, Virginia",0.0,161.0,87.0,05000US51600,51,600,D,Renter,N/A,>140% AMI
