name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income
"Virginia Beach city, Virginia",161815.0,1317.0,1.0,05000US51810,51,810,T,All,All,All
"Virginia Beach city, Virginia",111055.0,1430.0,2.0,05000US51810,51,810,S,Owner,All,All
"Virginia Beach city, Virginia",34550.0,1618.0,3.0,05000US51810,51,810,S,Owner,Yes,All
"Virginia Beach city, Virginia",1620.0,381.0,4.0,05000US51810,51,810,D,Owner,Yes,<=20% AMI
"Virginia Beach city, Virginia",1620.0,296.0,5.0,05000US51810,51,810,D,Owner,Yes,20.1-30% AMI
"Virginia Beach city, Virginia",1490.0,359.0,6.0,05000US51810,51,810,D,Owner,Yes,30.1-40% AMI
"Virginia Beach city, Virginia",2135.0,394.0,7.0,05000US51810,51,810,D,Owner,Yes,40.1-50% AMI
"Virginia Beach city, Virginia",3135.0,521.0,8.0,05000US51810,51,810,D,Owner,Yes,50.1-60% AMI
"Virginia Beach city, Virginia",1710.0,406.0,9.0,05000US51810,51,810,D,Owner,Yes,60.1-65% AMI
"Virginia Beach city, Virginia",3715.0,564.0,10.0,05000US51810,51,810,D,Owner,Yes,65.1-80% AMI
"Virginia Beach city, Virginia",4655.0,585.0,11.0,05000US51810,51,810,D,Owner,Yes,80.1-95% AMI
"Virginia Beach city, Virginia",1360.0,350.0,12.0,05000US51810,51,810,D,Owner,Yes,95.1-100% AMI
"Virginia Beach city, Virginia",3580.0,644.0,13.0,05000US51810,51,810,D,Owner,Yes,100.1-115% AMI
"Virginia Beach city, Virginia",1020.0,276.0,14.0,05000US51810,51,810,D,Owner,Yes,115.1-120% AMI
"Virginia Beach city, Virginia",3030.0,482.0,15.0,05000US51810,51,810,D,Owner,Yes,120.1-140% AMI
"Virginia Beach city, Virginia",5475.0,616.0,16.0,05000US51810,51,810,D,Owner,Yes,>140% AMI
"Virginia Beach city, Virginia",76065.0,1798.0,17.0,05000US51810,51,810,S,Owner,No,All
"Virginia Beach city, Virginia",95.0,77.0,18.0,05000US51810,51,810,D,Owner,No,<=20% AMI
"Virginia Beach city, Virginia",195.0,95.0,19.0,05000US51810,51,810,D,Owner,No,20.1-30% AMI
"Virginia Beach city, Virginia",505.0,179.0,20.0,05000US51810,51,810,D,Owner,No,30.1-40% AMI
"Virginia Beach city, Virginia",975.0,244.0,21.0,05000US51810,51,810,D,Owner,No,40.1-50% AMI
"Virginia Beach city, Virginia",1175.0,284.0,22.0,05000US51810,51,810,D,Owner,No,50.1-60% AMI
"Virginia Beach city, Virginia",560.0,152.0,23.0,05000US51810,51,810,D,Owner,No,60.1-65% AMI
"Virginia Beach city, Virginia",3485.0,506.0,24.0,05000US51810,51,810,D,Owner,No,65.1-80% AMI
"Virginia Beach city, Virginia",4855.0,615.0,25.0,05000US51810,51,810,D,Owner,No,80.1-95% AMI
"Virginia Beach city, Virginia",1730.0,387.0,26.0,05000US51810,51,810,D,Owner,No,95.1-100% AMI
"Virginia Beach city, Virginia",5915.0,645.0,27.0,05000US51810,51,810,D,Owner,No,100.1-115% AMI
"Virginia Beach city, Virginia",2225.0,391.0,28.0,05000US51810,51,810,D,Owner,No,115.1-120% AMI
"Virginia Beach city, Virginia",9375.0,833.0,29.0,05000US51810,51,810,D,Owner,No,120.1-140% AMI
"Virginia Beach city, Virginia",44980.0,1520.0,30.0,05000US51810,51,810,D,Owner,No,>140% AMI
"Virginia Beach city, Virginia",440.0,221.0,31.0,05000US51810,51,810,S,Owner,N/A,All
"Virginia Beach city, Virginia",440.0,221.0,32.0,05000US51810,51,810,D,Owner,N/A,<=20% AMI
"Virginia Beach city, Virginia",0.0,161.0,33.0,05000US51810,51,810,D,Owner,N/A,20.1-30% AMI
"Virginia Beach city, Virginia",0.0,161.0,34.0,05000US51810,51,810,D,Owner,N/A,30.1-40% AMI
"Virginia Beach city, Virginia",0.0,161.0,35.0,05000US51810,51,810,D,Owner,N/A,40.1-50% AMI
"Virginia Beach city, Virginia",0.0,161.0,36.0,05000US51810,51,810,D,Owner,N/A,50.1-60% AMI
"Virginia Beach city, Virginia",0.0,161.0,37.0,05000US51810,51,810,D,Owner,N/A,60.1-65% AMI
"Virginia Beach city, Virginia",0.0,161.0,38.0,05000US51810,51,810,D,Owner,N/A,65.1-80% AMI
"Virginia Beach city, Virginia",0.0,161.0,39.0,05000US51810,51,810,D,Owner,N/A,80.1-95% AMI
"Virginia Beach city, Virginia",0.0,161.0,40.0,05000US51810,51,810,D,Owner,N/A,95.1-100% AMI
"Virginia Beach city, Virginia",0.0,161.0,41.0,05000US51810,51,810,D,Owner,N/A,100.1-115% AMI
"Virginia Beach city, Virginia",0.0,161.0,42.0,05000US51810,51,810,D,Owner,N/A,115.1-120% AMI
"Virginia Beach city, Virginia",0.0,161.0,43.0,05000US51810,51,810,D,Owner,N/A,120.1-140% AMI
"Virginia Beach city, Virginia",0.0,161.0,44.0,05000US51810,51,810,D,Owner,N/A,>140% AMI
"Virginia Beach city, Virginia",50760.0,1583.0,45.0,05000US51810,51,810,S,Renter,All,All
"Virginia Beach city, Virginia",23480.0,1190.0,46.0,05000US51810,51,810,S,Renter,Yes,All
"Virginia Beach city, Virginia",2675.0,439.0,47.0,05000US51810,51,810,D,Renter,Yes,<=20% AMI
"Virginia Beach city, Virginia",2125.0,477.0,48.0,05000US51810,51,810,D,Renter,Yes,20.1-30% AMI
"Virginia Beach city, Virginia",2955.0,463.0,49.0,05000US51810,51,810,D,Renter,Yes,30.1-40% AMI
"Virginia Beach city, Virginia",3130.0,692.0,50.0,05000US51810,51,810,D,Renter,Yes,40.1-50% AMI
"Virginia Beach city, Virginia",3560.0,608.0,51.0,05000US51810,51,810,D,Renter,Yes,50.1-60% AMI
"Virginia Beach city, Virginia",1575.0,399.0,52.0,05000US51810,51,810,D,Renter,Yes,60.1-65% AMI
"Virginia Beach city, Virginia",3680.0,606.0,53.0,05000US51810,51,810,D,Renter,Yes,65.1-80% AMI
"Virginia Beach city, Virginia",1750.0,384.0,54.0,05000US51810,51,810,D,Renter,Yes,80.1-95% AMI
"Virginia Beach city, Virginia",170.0,107.0,55.0,05000US51810,51,810,D,Renter,Yes,95.1-100% AMI
"Virginia Beach city, Virginia",695.0,317.0,56.0,05000US51810,51,810,D,Renter,Yes,100.1-115% AMI
"Virginia Beach city, Virginia",205.0,128.0,57.0,05000US51810,51,810,D,Renter,Yes,115.1-120% AMI
