name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income
"Hampton city, Virginia",54650.0,823.0,1.0,05000US51650,51,650,T,All,All,All
"Hampton city, Virginia",33030.0,1005.0,2.0,05000US51650,51,650,S,Owner,All,All
"Hampton city, Virginia",9585.0,835.0,3.0,05000US51650,51,650,S,Owner,Yes,All
"Hampton city, Virginia",945.0,241.0,4.0,05000US51650,51,650,D,Owner,Yes,<=20% AMI
"Hampton city, Virginia",860.0,238.0,5.0,05000US51650,51,650,D,Owner,Yes,20.1-30% AMI
"Hampton city, Virginia",865.0,302.0,6.0,05000US51650,51,650,D,Owner,Yes,30.1-40% AMI
"Hampton city, Virginia",725.0,269.0,7.0,05000US51650,51,650,D,Owner,Yes,40.1-50% AMI
"Hampton city, Virginia",805.0,222.0,8.0,05000US51650,51,650,D,Owner,Yes,50.1-60% AMI
"Hampton city, Virginia",535.0,238.0,9.0,05000US51650,51,650,D,Owner,Yes,60.1-65% AMI
"Hampton city, Virginia",1390.0,365.0,10.0,05000US51650,51,650,D,Owner,Yes,65.1-80% AMI
"Hampton city, Virginia",1265.0,378.0,11.0,05000US51650,51,650,D,Owner,Yes,80.1-95% AMI
"Hampton city, Virginia",280.0,127.0,12.0,05000US51650,51,650,D,Owner,Yes,95.1-100% AMI
"Hampton city, Virginia",690.0,248.0,13.0,05000US51650,51,650,D,Owner,Yes,100.1-115% AMI
"Hampton city, Virginia",240.0,121.0,14.0,05000US51650,51,650,D,Owner,Yes,115.1-120% AMI
"Hampton city, Virginia",550.0,220.0,15.0,05000US51650,51,650,D,Owner,Yes,120.1-140% AMI
"Hampton city, Virginia",435.0,167.0,16.0,05000US51650,51,650,D,Owner,Yes,>140% AMI
"Hampton city, Virginia",23375.0,922.0,17.0,05000US51650,51,650,S,Owner,No,All
"Hampton city, Virginia",0.0,161.0,18.0,05000US51650,51,650,D,Owner,No,<=20% AMI
"Hampton city, Virginia",105.0,72.0,19.0,05000US51650,51,650,D,Owner,No,20.1-30% AMI
"Hampton city, Virginia",430.0,195.0,20.0,05000US51650,51,650,D,Owner,No,30.1-40% AMI
"Hampton city, Virginia",695.0,230.0,21.0,05000US51650,51,650,D,Owner,No,40.1-50% AMI
"Hampton city, Virginia",740.0,220.0,22.0,05000US51650,51,650,D,Owner,No,50.1-60% AMI
"Hampton city, Virginia",375.0,144.0,23.0,05000US51650,51,650,D,Owner,No,60.1-65% AMI
"Hampton city, Virginia",1555.0,338.0,24.0,05000US51650,51,650,D,Owner,No,65.1-80% AMI
"Hampton city, Virginia",2345.0,433.0,25.0,05000US51650,51,650,D,Owner,No,80.1-95% AMI
"Hampton city, Virginia",750.0,263.0,26.0,05000US51650,51,650,D,Owner,No,95.1-100% AMI
"Hampton city, Virginia",2285.0,422.0,27.0,05000US51650,51,650,D,Owner,No,100.1-115% AMI
"Hampton city, Virginia",730.0,251.0,28.0,05000US51650,51,650,D,Owner,No,115.1-120% AMI
"Hampton city, Virginia",3175.0,534.0,29.0,05000US51650,51,650,D,Owner,No,120.1-140% AMI
"Hampton city, Virginia",10170.0,696.0,30.0,05000US51650,51,650,D,Owner,No,>140% AMI
"Hampton city, Virginia",75.0,73.0,31.0,05000US51650,51,650,S,Owner,N/A,All
"Hampton city, Virginia",75.0,73.0,32.0,05000US51650,51,650,D,Owner,N/A,<=20% AMI
"Hampton city, Virginia",0.0,161.0,33.0,05000US51650,51,650,D,Owner,N/A,20.1-30% AMI
"Hampton city, Virginia",0.0,161.0,34.0,05000US51650,51,650,D,Owner,N/A,30.1-40% AMI
"Hampton city, Virginia",0.0,161.0,35.0,05000US51650,51,650,D,Owner,N/A,40.1-50% AMI
"Hampton city, Virginia",0.0,161.0,36.0,05000US51650,51,650,D,Owner,N/A,50.1-60% AMI
"Hampton city, Virginia",0.0,161.0,37.0,05000US51650,51,650,D,Owner,N/A,60.1-65% AMI
"Hampton city, Virginia",0.0,161.0,38.0,05000US51650,51,650,D,Owner,N/A,65.1-80% AMI
"Hampton city, Virginia",0.0,161.0,39.0,05000US51650,51,650,D,Owner,N/A,80.1-95% AMI
"Hampton city, Virginia",0.0,161.0,40.0,05000US51650,51,650,D,Owner,N/A,95.1-100% AMI
"Hampton city, Virginia",0.0,161.0,41.0,05000US51650,51,650,D,Owner,N/A,100.1-115% AMI
"Hampton city, Virginia",0.0,161.0,42.0,05000US51650,51,650,D,Owner,N/A,115.1-120% AMI
"Hampton city, Virginia",0.0,161.0,43.0,05000US51650,51,650,D,Owner,N/A,120.1-140% AMI
"Hampton city, Virginia",0.0,161.0,44.0,05000US51650,51,650,D,Owner,N/A,>140% AMI
"Hampton city, Virginia",21620.0,1063.0,45.0,05000US51650,51,650,S,Renter,All,All
"Hampton city, Virginia",9025.0,902.0,46.0,05000US51650,51,650,S,Renter,Yes,All
"Hampton city, Virginia",2000.0,468.0,47.0,05000US51650,51,650,D,Renter,Yes,<=20% AMI
"Hampton city, Virginia",1990.0,456.0,48.0,05000US51650,51,650,D,Renter,Yes,20.1-30% AMI
"Hampton city, Virginia",1175.0,327.0,49.0,05000US51650,51,650,D,Renter,Yes,30.1-40% AMI
"Hampton city, Virginia",1060.0,303.0,50.0,05000US51650,51,650,D,Renter,Yes,40.1-50% AMI
"Hampton city, Virginia",1175.0,385.0,51.0,05000US51650,51,650,D,Renter,Yes,50.1-60% AMI
"Hampton city, Virginia",265.0,125.0,52.0,05000US51650,51,650,D,Renter,Yes,60.1-65% AMI
"Hampton city, Virginia",870.0,304.0,53.0,05000US51650,51,650,D,Renter,Yes,65.1-80% AMI
"Hampton city, Virginia",345.0,207.0,54.0,05000US51650,51,650,D,Renter,Yes,80.1-95% AMI
"Hampton city, Virginia",55.0,68.0,55.0,05000US51650,51,650,D,Renter,Yes,95.1-100% AMI
"Hampton city, Virginia",15.0,26.0,56.0,05000US51650,51,650,D,Renter,Yes,100.1-115% AMI
"Hampton city, Virginia",30.0,53.0,57.0,05000US51650,51,650,D,Renter,Yes,115.1-120% AMI
"Hampton city, Virginia",45.0,47.0,58.0,05000US51650,51,650,D,Renter,Yes,120.1-140% AMI
"Hampton city, Virginia",0.0,161.0,59.0,05000US51650,51,650,D,Renter,Yes,>140% AMI
"Hampton city, Virginia",11215.0,1014.0,60.0,05000US51650,51,650,S,Renter,No,All
"Hampton city, Virginia",295.0,182.0,61.0,05000US51650,51,650,D,Renter,No,<=20% AMI
"Hampton city, Virginia",250.0,150.0,62.0,05000US51650,51,650,D,Renter,No,20.1-30% AMI
"Hampton city, Virginia",180.0,135.0,63.0,05000US51650,51,650,D,Renter,No,30.1-40% AMI
"Hampton city, Virginia",175.0,128.0,64.0,05000US51650,51,650,D,Renter,No,40.1-50% AMI
"Hampton city, Virginia",705.0,262.0,65.0,05000US51650,51,650,D,Renter,No,50.1-60% AMI
"Hampton city, Virginia",655.0,245.0,66.0,05000US51650,51,650,D,Renter,No,60.1-65% AMI
"Hampton city, Virginia",1720.0,513.0,67.0,05000US51650,51,650,D,Renter,No,65.1-80% AMI
"Hampton city, Virginia",1320.0,387.0,68.0,05000US51650,51,650,D,Renter,No,80.1-95% AMI
