name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income
"Harrisonburg city, Virginia",13920.0,452.0,1.0,05000US51660,51,660,T,All,All,All
"Harrisonburg city, Virginia",5460.0,439.0,2.0,05000US51660,51,660,S,Owner,All,All
"Harrisonburg city, Virginia",1015.0,269.0,3.0,05000US51660,51,660,S,Owner,Yes,All
"Harrisonburg city, Virginia",70.0,72.0,4.0,05000US51660,51,660,D,Owner,Yes,<=20% AMI
"Harrisonburg city, Virginia",130.0,115.0,5.0,05000US51660,51,660,D,Owner,Yes,20.1-30% AMI
"Harrisonburg city, Virginia",55.0,75.0,6.0,05000US51660,51,660,D,Owner,Yes,30.1-40% AMI
"Harrisonburg city, Virginia",15.0,27.0,7.0,05000US51660,51,660,D,Owner,Yes,40.1-50% AMI
"Harrisonburg city, Virginia",85.0,94.0,8.0,05000US51660,51,660,D,Owner,Yes,50.1-60% AMI
"Harrisonburg city, Virginia",85.0,89.0,9.0,05000US51660,51,660,D,Owner,Yes,60.1-65% AMI
"Harrisonburg city, Virginia",235.0,135.0,10.0,05000US51660,51,660,D,Owner,Yes,65.1-80% AMI
"Harrisonburg city, Virginia",130.0,83.0,11.0,05000US51660,51,660,D,Owner,Yes,80.1-95% AMI
"Harrisonburg city, Virginia",30.0,38.0,12.0,05000US51660,51,660,D,Owner,Yes,95.1-100% AMI
"Harrisonburg city, Virginia",45.0,43.0,13.0,05000US51660,51,660,D,Owner,Yes,100.1-115% AMI
"Harrisonburg city, Virginia",15.0,23.0,14.0,05000US51660,51,660,D,Owner,Yes,115.1-120% AMI
"Harrisonburg city, Virginia",25.0,41.0,15.0,05000US51660,51,660,D,Owner,Yes,120.1-140% AMI
"Harrisonburg city, Virginia",100.0,94.0,16.0,05000US51660,51,660,D,Owner,Yes,>140% AMI
"Harrisonburg city, Virginia",4445.0,427.0,17.0,05000US51660,51,660,S,Owner,No,All
"Harrisonburg city, Virginia",0.0,161.0,18.0,05000US51660,51,660,D,Owner,No,<=20% AMI
"Harrisonburg city, Virginia",0.0,161.0,19.0,05000US51660,51,660,D,Owner,No,20.1-30% AMI
"Harrisonburg city, Virginia",180.0,130.0,20.0,05000US51660,51,660,D,Owner,No,30.1-40% AMI
"Harrisonburg city, Virginia",15.0,29.0,21.0,05000US51660,51,660,D,Owner,No,40.1-50% AMI
"Harrisonburg city, Virginia",320.0,206.0,22.0,05000US51660,51,660,D,Owner,No,50.1-60% AMI
"Harrisonburg city, Virginia",15.0,26.0,23.0,05000US51660,51,660,D,Owner,No,60.1-65% AMI
"Harrisonburg city, Virginia",480.0,182.0,24.0,05000US51660,51,660,D,Owner,No,65.1-80% AMI
"Harrisonburg city, Virginia",370.0,159.0,25.0,05000US51660,51,660,D,Owner,No,80.1-95% AMI
"Harrisonburg city, Virginia",95.0,110.0,26.0,05000US51660,51,660,D,Owner,No,95.1-100% AMI
"Harrisonburg city, Virginia",285.0,146.0,27.0,05000US51660,51,660,D,Owner,No,100.1-115% AMI
"Harrisonburg city, Virginia",225.0,148.0,28.0,05000US51660,51,660,D,Owner,No,115.1-120% AMI
"Harrisonburg city, Virginia",395.0,147.0,29.0,05000US51660,51,660,D,Owner,No,120.1-140% AMI
"Harrisonburg city, Virginia",2065.0,322.0,30.0,05000US51660,51,660,D,Owner,No,>140% AMI
"Harrisonburg city, Virginia",0.0,161.0,31.0,05000US51660,51,660,S,Owner,N/A,All
"Harrisonburg city, Virginia",0.0,161.0,32.0,05000US51660,51,660,D,Owner,N/A,<=20% AMI
"Harrisonburg city, Virginia",0.0,161.0,33.0,05000US51660,51,660,D,Owner,N/A,20.1-30% AMI
"Harrisonburg city, Virginia",0.0,161.0,34.0,05000US51660,51,660,D,Owner,N/A,30.1-40% AMI
"Harrisonburg city, Virginia",0.0,161.0,35.0,05000US51660,51,660,D,Owner,N/A,40.1-50% AMI
"Harrisonburg city, Virginia",0.0,161.0,36.0,05000US51660,51,660,D,Owner,N/A,50.1-60% AMI
"Harrisonburg city, Virginia",0.0,161.0,37.0,05000US51660,51,660,D,Owner,N/A,60.1-65% AMI
"Harrisonburg city, Virginia",0.0,161.0,38.0,05000US51660,51,660,D,Owner,N/A,65.1-80% AMI
"Harrisonburg city, Virginia",0.0,161.0,39.0,05000US51660,51,660,D,Owner,N/A,80.1-95% AMI
