name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Bedrooms
"Montgomery County, Virginia",165.0,156.0,1.0,05000US51121,51,121,T,All,All,All
"Montgomery County, Virginia",0.0,161.0,2.0,05000US51121,51,121,S,Substandard,All,All
"Montgomery County, Virginia",165.0,156.0,3.0,05000US51121,51,121,S,Standard,All,All
"Montgomery County, Virginia",50.0,82.0,4.0,05000US51121,51,121,S,Standard,VHUD50,All
"Montgomery County, Virginia",0.0,161.0,5.0,05000US51121,51,121,D,Standard,VHUD50,0 or 1
"Montgomery County, Virginia",50.0,82.0,6.0,05000US51121,51,121,D,Standard,VHUD50,2
"Montgomery County, Virginia",0.0,161.0,7.0,05000US51121,51,121,D,Standard,VHUD50,3 or more
"Montgomery County, Virginia",0.0,161.0,8.0,05000US51121,51,121,S,Standard,VHUD80,All
"Montgomery County, Virginia",0.0,161.0,9.0,05000US51121,51,121,D,Standard,VHUD80,0 or 1
"Montgomery County, Virginia",0.0,161.0,10.0,05000US51121,51,121,D,Standard,VHUD80,2
"Montgomery County, Virginia",0.0,161.0,11.0,05000US51121,51,121,D,Standard,VHUD80,3 or more
"Montgomery County, Virginia",0.0,161.0,12.0,05000US51121,51,121,S,Standard,VHUD100,All
"Montgomery County, Virginia",0.0,161.0,13.0,05000US51121,51,121,D,Standard,VHUD100,0 or 1
"Montgomery County, Virginia",0.0,161.0,14.0,05000US51121,51,121,D,Standard,VHUD100,2
"Montgomery County, Virginia",0.0,161.0,15.0,05000US51121,51,121,D,Standard,VHUD100,3 or more
"Montgomery County, Virginia",115.0,133.0,16.0,05000US51121,51,121,S,Standard,Greater than VHUD100,All
"Montgomery County, Virginia",0.0,161.0,17.0,05000US51121,51,121,D,Standard,Greater than VHUD100,0 or 1
"Montgomery County, Virginia",0.0,161.0,18.0,05000US51121,51,121,D,Standard,Greater than VHUD100,2
"Montgomery County, Virginia",115.0,133.0,19.0,05000US51121,51,121,D,Standard,Greater than VHUD100,3 or more
