name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Bedrooms
"Suffolk city, Virginia",180.0,130.0,1.0,05000US51800,51,800,T,All,All,All
"Suffolk city, Virginia",0.0,161.0,2.0,05000US51800,51,800,S,Substandard,All,All
"Suffolk city, Virginia",180.0,130.0,3.0,05000US51800,51,800,S,Standard,All,All
"Suffolk city, Virginia",0.0,161.0,4.0,05000US51800,51,800,S,Standard,VHUD50,All
"Suffolk city, Virginia",0.0,161.0,5.0,05000US51800,51,800,D,Standard,VHUD50,0 or 1
"Suffolk city, Virginia",0.0,161.0,6.0,05000US51800,51,800,D,Standard,VHUD50,2
"Suffolk city, Virginia",0.0,161.0,7.0,05000US51800,51,800,D,Standard,VHUD50,3 or more
"Suffolk city, Virginia",25.0,42.0,8.0,05000US51800,51,800,S,Standard,VHUD80,All
"Suffolk city, Virginia",0.0,161.0,9.0,05000US51800,51,800,D,Standard,VHUD80,0 or 1
"Suffolk city, Virginia",0.0,161.0,10.0,05000US51800,51,800,D,Standard,VHUD80,2
"Suffolk city, Virginia",25.0,42.0,11.0,05000US51800,51,800,D,Standard,VHUD80,3 or more
"Suffolk city, Virginia",0.0,161.0,12.0,05000US51800,51,800,S,Standard,VHUD100,All
"Suffolk city, Virginia",0.0,161.0,13.0,05000US51800,51,800,D,Standard,VHUD100,0 or 1
"Suffolk city, Virginia",0.0,161.0,14.0,05000US51800,51,800,D,Standard,VHUD100,2
"Suffolk city, Virginia",0.0,161.0,15.0,05000US51800,51,800,D,Standard,VHUD100,3 or more
"Suffolk city, Virginia",155.0,122.0,16.0,05000US51800,51,800,S,Standard,Greater than VHUD100,All
"Suffolk city, Virginia",0.0,161.0,17.0,05000US51800,51,800,D,Standard,Greater than VHUD100,0 or 1
"Suffolk city, Virginia",0.0,161.0,18.0,05000US51800,51,800,D,Standard,Greater than VHUD100,2
"Suffolk city, Virginia",155.0,122.0,19.0,05000US51800,51,800,D,Standard,Greater than VHUD100,3 or more
