name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Bedrooms
"Buchanan County, Virginia",175.0,122.0,1.0,05000US51027,51,027,T,All,All,All
"Buchanan County, Virginia",40.0,63.0,2.0,05000US51027,51,027,S,Substandard,All,All
"Buchanan County, Virginia",135.0,108.0,3.0,05000US51027,51,027,S,Standard,All,All
"Buchanan County, Virginia",75.0,82.0,4.0,05000US51027,51,027,S,Standard,VHUD50,All
"Buchanan County, Virginia",0.0,161.0,5.0,05000US51027,51,027,D,Standard,VHUD50,0 or 1
"Buchanan County, Virginia",40.0,60.0,6.0,05000US51027,51,027,D,Standard,VHUD50,2
"Buchanan County, Virginia",35.0,58.0,7.0,05000US51027,51,027,D,Standard,VHUD50,3 or more
"Buchanan County, Virginia",50.0,64.0,8.0,05000US51027,51,027,S,Standard,VHUD80,All
"Buchanan County, Virginia",0.0,161.0,9.0,05000US51027,51,027,D,Standard,VHUD80,0 or 1
"Buchanan County, Virginia",0.0,161.0,10.0,05000US51027,51,027,D,Standard,VHUD80,2
"Buchanan County, Virginia",50.0,64.0,11.0,05000US51027,51,027,D,Standard,VHUD80,3 or more
"Buchanan County, Virginia",0.0,161.0,12.0,05000US51027,51,027,S,Standard,VHUD100,All
"Buchanan County, Virginia",0.0,161.0,13.0,05000US51027,51,027,D,Standard,VHUD100,0 or 1
"Buchanan County, Virginia",0.0,161.0,14.0,05000US51027,51,027,D,Standard,VHUD100,2
"Buchanan County, Virginia",0.0,161.0,15.0,05000US51027,51,027,D,Standard,VHUD100,3 or more
"Buchanan County, Virginia",10.0,14.0,16.0,05000US51027,51,027,S,Standard,Greater than VHUD100,All
"Buchanan County, Virginia",0.0,161.0,17.0,05000US51027,51,027,D,Standard,Greater than VHUD100,0 or 1
"Buchanan County, Virginia",0.0,161.0,18.0,05000US51027,51,027,D,Standard,Greater than VHUD100,2
"Buchanan County, Virginia",10.0,14.0,19.0,05000US51027,51,027,D,Standard,Greater than VHUD100,3 or more
