name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Bedrooms
"Manassas city, Virginia",280.0,209.0,1.0,05000US51683,51,683,T,All,All,All
"Manassas city, Virginia",0.0,161.0,2.0,05000US51683,51,683,S,Substandard,All,All
"Manassas city, Virginia",280.0,209.0,3.0,05000US51683,51,683,S,Standard,All,All
"Manassas city, Virginia",0.0,161.0,4.0,05000US51683,51,683,S,Standard,VHUD50,All
"Manassas city, Virginia",0.0,161.0,5.0,05000US51683,51,683,D,Standard,VHUD50,0 or 1
"Manassas city, Virginia",0.0,161.0,6.0,05000US51683,51,683,D,Standard,VHUD50,2
"Manassas city, Virginia",0.0,161.0,7.0,05000US51683,51,683,D,Standard,VHUD50,3 or more
"Manassas city, Virginia",90.0,105.0,8.0,05000US51683,51,683,S,Standard,VHUD80,All
"Manassas city, Virginia",0.0,161.0,9.0,05000US51683,51,683,D,Standard,VHUD80,0 or 1
"Manassas city, Virginia",55.0,90.0,10.0,05000US51683,51,683,D,Standard,VHUD80,2
"Manassas city, Virginia",35.0,58.0,11.0,05000US51683,51,683,D,Standard,VHUD80,3 or more
"Manassas city, Virginia",0.0,161.0,12.0,05000US51683,51,683,S,Standard,VHUD100,All
"Manassas city, Virginia",0.0,161.0,13.0,05000US51683,51,683,D,Standard,VHUD100,0 or 1
"Manassas city, Virginia",0.0,161.0,14.0,05000US51683,51,683,D,Standard,VHUD100,2
"Manassas city, Virginia",0.0,161.0,15.0,05000US51683,51,683,D,Standard,VHUD100,3 or more
"Manassas city, Virginia",190.0,181.0,16.0,05000US51683,51,683,S,Standard,Greater than VHUD100,All
"Manassas city, Virginia",0.0,161.0,17.0,05000US51683,51,683,D,Standard,Greater than VHUD100,0 or 1
"Manassas city, Virginia",0.0,161.0,18.0,05000US51683,51,683,D,Standard,Greater than VHUD100,2
"Manassas city, Virginia",190.0,181.0,19.0,05000US51683,51,683,D,Standard,Greater than VHUD100,3 or more
