name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Bedrooms
"Pittsylvania County, Virginia",415.0,214.0,1.0,05000US51143,51,143,T,All,All,All
"Pittsylvania County, Virginia",25.0,44.0,2.0,05000US51143,51,143,S,Substandard,All,All
"Pittsylvania County, Virginia",385.0,209.0,3.0,05000US51143,51,143,S,Standard,All,All
"Pittsylvania County, Virginia",185.0,141.0,4.0,05000US51143,51,143,S,Standard,VHUD50,All
"Pittsylvania County, Virginia",55.0,86.0,5.0,05000US51143,51,143,D,Standard,VHUD50,0 or 1
"Pittsylvania County, Virginia",0.0,161.0,6.0,05000US51143,51,143,D,Standard,VHUD50,2
"Pittsylvania County, Virginia",130.0,113.0,7.0,05000US51143,51,143,D,Standard,VHUD50,3 or more
"Pittsylvania County, Virginia",110.0,110.0,8.0,05000US51143,51,143,S,Standard,VHUD80,All
"Pittsylvania County, Virginia",0.0,161.0,9.0,05000US51143,51,143,D,Standard,VHUD80,0 or 1
"Pittsylvania County, Virginia",0.0,161.0,10.0,05000US51143,51,143,D,Standard,VHUD80,2
"Pittsylvania County, Virginia",110.0,110.0,11.0,05000US51143,51,143,D,Standard,VHUD80,3 or more
"Pittsylvania County, Virginia",95.0,104.0,12.0,05000US51143,51,143,S,Standard,VHUD100,All
"Pittsylvania County, Virginia",0.0,161.0,13.0,05000US51143,51,143,D,Standard,VHUD100,0 or 1
"Pittsylvania County, Virginia",0.0,161.0,14.0,05000US51143,51,143,D,Standard,VHUD100,2
"Pittsylvania County, Virginia",95.0,104.0,15.0,05000US51143,51,143,D,Standard,VHUD100,3 or more
"Pittsylvania County, Virginia",0.0,161.0,16.0,05000US51143,51,143,S,Standard,Greater than VHUD100,All
"Pittsylvania County, Virginia",0.0,161.0,17.0,05000US51143,51,143,D,Standard,Greater than VHUD100,0 or 1
"Pittsylvania County, Virginia",0.0,161.0,18.0,05000US51143,51,143,D,Standard,Greater than VHUD100,2
"Pittsylvania County, Virginia",0.0,161.0,19.0,05000US51143,51,143,D,Standard,Greater than VHUD100,3 or more
