name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Bedrooms
"Fauquier County, Virginia",235.0,178.0,1.0,05000US51061,51,061,T,All,All,All
"Fauquier County, Virginia",0.0,161.0,2.0,05000US51061,51,061,S,Substandard,All,All
"Fauquier County, Virginia",235.0,178.0,3.0,05000US51061,51,061,S,Standard,All,All
"Fauquier County, Virginia",100.0,136.0,4.0,05000US51061,51,061,S,Standard,VHUD50,All
"Fauquier County, Virginia",0.0,161.0,5.0,05000US51061,51,061,D,Standard,VHUD50,0 or 1
"Fauquier County, Virginia",80.0,130.0,6.0,05000US51061,51,061,D,Standard,VHUD50,2
"Fauquier County, Virginia",25.0,43.0,7.0,05000US51061,51,061,D,Standard,VHUD50,3 or more
"Fauquier County, Virginia",90.0,118.0,8.0,05000US51061,51,061,S,Standard,VHUD80,All
"Fauquier County, Virginia",70.0,116.0,9.0,05000US51061,51,061,D,Standard,VHUD80,0 or 1
"Fauquier County, Virginia",0.0,161.0,10.0,05000US51061,51,061,D,Standard,VHUD80,2
"Fauquier County, Virginia",15.0,30.0,11.0,05000US51061,51,061,D,Standard,VHUD80,3 or more
"Fauquier County, Virginia",0.0,161.0,12.0,05000US51061,51,061,S,Standard,VHUD100,All
"Fauquier County, Virginia",0.0,161.0,13.0,05000US51061,51,061,D,Standard,VHUD100,0 or 1
"Fauquier County, Virginia",0.0,161.0,14.0,05000US51061,51,061,D,Standard,VHUD100,2
"Fauquier County, Virginia",0.0,161.0,15.0,05000US51061,51,061,D,Standard,VHUD100,3 or more
"Fauquier County, Virginia",45.0,46.0,16.0,05000US51061,51,061,S,Standard,Greater than VHUD100,All
"Fauquier County, Virginia",0.0,161.0,17.0,05000US51061,51,061,D,Standard,Greater than VHUD100,0 or 1
"Fauquier County, Virginia",0.0,161.0,18.0,05000US51061,51,061,D,Standard,Greater than VHUD100,2
"Fauquier County, Virginia",45.0,46.0,19.0,05000US51061,51,061,D,Standard,Greater than VHUD100,3 or more
