name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Bedrooms
"Frederick County, Virginia",245.0,181.0,1.0,05000US51069,51,069,T,All,All,All
"Frederick County, Virginia",0.0,161.0,2.0,05000US51069,51,069,S,Substandard,All,All
"Frederick County, Virginia",245.0,181.0,3.0,05000US51069,51,069,S,Standard,All,All
"Frederick County, Virginia",0.0,161.0,4.0,05000US51069,51,069,S,Standard,VHUD50,All
"Frederick County, Virginia",0.0,161.0,5.0,05000US51069,51,069,D,Standard,VHUD50,0 or 1
"Frederick County, Virginia",0.0,161.0,6.0,05000US51069,51,069,D,Standard,VHUD50,2
"Frederick County, Virginia",0.0,161.0,7.0,05000US51069,51,069,D,Standard,VHUD50,3 or more
"Frederick County, Virginia",70.0,116.0,8.0,05000US51069,51,069,S,Standard,VHUD80,All
"Frederick County, Virginia",70.0,116.0,9.0,05000US51069,51,069,D,Standard,VHUD80,0 or 1
"Frederick County, Virginia",0.0,161.0,10.0,05000US51069,51,069,D,Standard,VHUD80,2
"Frederick County, Virginia",0.0,161.0,11.0,05000US51069,51,069,D,Standard,VHUD80,3 or more
"Frederick County, Virginia",65.0,107.0,12.0,05000US51069,51,069,S,Standard,VHUD100,All
"Frederick County, Virginia",0.0,161.0,13.0,05000US51069,51,069,D,Standard,VHUD100,0 or 1
"Frederick County, Virginia",0.0,161.0,14.0,05000US51069,51,069,D,Standard,VHUD100,2
"Frederick County, Virginia",65.0,107.0,15.0,05000US51069,51,069,D,Standard,VHUD100,3 or more
"Frederick County, Virginia",110.0,125.0,16.0,05000US51069,51,069,S,Standard,Greater than VHUD100,All
"Frederick County, Virginia",0.0,161.0,17.0,05000US51069,51,069,D,Standard,Greater than VHUD100,0 or 1
"Frederick County, Virginia",0.0,161.0,18.0,05000US51069,51,069,D,Standard,Greater than VHUD100,2
"Frederick County, Virginia",110.0,125.0,19.0,05000US51069,51,069,D,Standard,Greater than VHUD100,3 or more
