name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Bedrooms
"Campbell County, Virginia",330.0,181.0,1.0,05000US51031,51,031,T,All,All,All
"Campbell County, Virginia",55.0,87.0,2.0,05000US51031,51,031,S,Substandard,All,All
"Campbell County, Virginia",280.0,164.0,3.0,05000US51031,51,031,S,Standard,All,All
"Campbell County, Virginia",225.0,154.0,4.0,05000US51031,51,031,S,Standard,VHUD50,All
"Campbell County, Virginia",0.0,161.0,5.0,05000US51031,51,031,D,Standard,VHUD50,0 or 1
"Campbell County, Virginia",110.0,131.0,6.0,05000US51031,51,031,D,Standard,VHUD50,2
"Campbell County, Virginia",115.0,123.0,7.0,05000US51031,51,031,D,Standard,VHUD50,3 or more
"Campbell County, Virginia",0.0,161.0,8.0,05000US51031,51,031,S,Standard,VHUD80,All
"Campbell County, Virginia",0.0,161.0,9.0,05000US51031,51,031,D,Standard,VHUD80,0 or 1
"Campbell County, Virginia",0.0,161.0,10.0,05000US51031,51,031,D,Standard,VHUD80,2
"Campbell County, Virginia",0.0,161.0,11.0,05000US51031,51,031,D,Standard,VHUD80,3 or more
"Campbell County, Virginia",20.0,36.0,12.0,05000US51031,51,031,S,Standard,VHUD100,All
"Campbell County, Virginia",0.0,161.0,13.0,05000US51031,51,031,D,Standard,VHUD100,0 or 1
"Campbell County, Virginia",0.0,161.0,14.0,05000US51031,51,031,D,Standard,VHUD100,2
"Campbell County, Virginia",20.0,36.0,15.0,05000US51031,51,031,D,Standard,VHUD100,3 or more
"Campbell County, Virginia",35.0,55.0,16.0,05000US51031,51,031,S,Standard,Greater than VHUD100,All
"Campbell County, Virginia",0.0,161.0,17.0,05000US51031,51,031,D,Standard,Greater than VHUD100,0 or 1
"Campbell County, Virginia",35.0,55.0,18.0,05000US51031,51,031,D,Standard,Greater than VHUD100,2
"Campbell County, Virginia",0.0,161.0,19.0,05000US51031,51,031,D,Standard,Greater than VHUD100,3 or more
