name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Bedrooms
"Petersburg city, Virginia",95.0,94.0,1.0,05000US51730,51,730,T,All,All,All
"Petersburg city, Virginia",30.0,51.0,2.0,05000US51730,51,730,S,Substandard,All,All
"Petersburg city, Virginia",60.0,80.0,3.0,05000US51730,51,730,S,Standard,All,All
"Petersburg city, Virginia",20.0,35.0,4.0,05000US51730,51,730,S,Standard,VHUD50,All
"Petersburg city, Virginia",0.0,161.0,5.0,05000US51730,51,730,D,Standard,VHUD50,0 or 1
"Petersburg city, Virginia",0.0,161.0,6.0,05000US51730,51,730,D,Standard,VHUD50,2
"Petersburg city, Virginia",20.0,35.0,7.0,05000US51730,51,730,D,Standard,VHUD50,3 or more
"Petersburg city, Virginia",40.0,71.0,8.0,05000US51730,51,730,S,Standard,VHUD80,All
"Petersburg city, Virginia",0.0,161.0,9.0,05000US51730,51,730,D,Standard,VHUD80,0 or 1
"Petersburg city, Virginia",0.0,161.0,10.0,05000US51730,51,730,D,Standard,VHUD80,2
"Petersburg city, Virginia",40.0,71.0,11.0,05000US51730,51,730,D,Standard,VHUD80,3 or more
"Petersburg city, Virginia",0.0,161.0,12.0,05000US51730,51,730,S,Standard,VHUD100,All
"Petersburg city, Virginia",0.0,161.0,13.0,05000US51730,51,730,D,Standard,VHUD100,0 or 1
"Petersburg city, Virginia",0.0,161.0,14.0,05000US51730,51,730,D,Standard,VHUD100,2
"Petersburg city, Virginia",0.0,161.0,15.0,05000US51730,51,730,D,Standard,VHUD100,3 or more
"Petersburg city, Virginia",0.0,161.0,16.0,05000US51730,51,730,S,Standard,Greater than VHUD100,All
"Petersburg city, Virginia",0.0,161.0,17.0,05000US51730,51,730,D,Standard,Greater than VHUD100,0 or 1
"Petersburg city, Virginia",0.0,161.0,18.0,05000US51730,51,730,D,Standard,Greater than VHUD100,2
"Petersburg city, Virginia",0.0,161.0,19.0,05000US51730,51,730,D,Standard,Greater than VHUD100,3 or more
