name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Bedrooms
"Salem city, Virginia",175.0,149.0,1.0,05000US51775,51,775,T,All,All,All
"Salem city, Virginia",0.0,161.0,2.0,05000US51775,51,775,S,Substandard,All,All
"Salem city, Virginia",175.0,149.0,3.0,05000US51775,51,775,S,Standard,All,All
"Salem city, Virginia",0.0,161.0,4.0,05000US51775,51,775,S,Standard,VHUD50,All
"Salem city, Virginia",0.0,161.0,5.0,05000US51775,51,775,D,Standard,VHUD50,0 or 1
"Salem city, Virginia",0.0,161.0,6.0,05000US51775,51,775,D,Standard,VHUD50,2
"Salem city, Virginia",0.0,161.0,7.0,05000US51775,51,775,D,Standard,VHUD50,3 or more
"Salem city, Virginia",115.0,123.0,8.0,05000US51775,51,775,S,Standard,VHUD80,All
"Salem city, Virginia",0.0,161.0,9.0,05000US51775,51,775,D,Standard,VHUD80,0 or 1
"Salem city, Virginia",55.0,89.0,10.0,05000US51775,51,775,D,Standard,VHUD80,2
"Salem city, Virginia",60.0,87.0,11.0,05000US51775,51,775,D,Standard,VHUD80,3 or more
"Salem city, Virginia",0.0,161.0,12.0,05000US51775,51,775,S,Standard,VHUD100,All
"Salem city, Virginia",0.0,161.0,13.0,05000US51775,51,775,D,Standard,VHUD100,0 or 1
"Salem city, Virginia",0.0,161.0,14.0,05000US51775,51,775,D,Standard,VHUD100,2
"Salem city, Virginia",0.0,161.0,15.0,05000US51775,51,775,D,Standard,VHUD100,3 or more
"Salem city, Virginia",55.0,93.0,16.0,05000US51775,51,775,S,Standard,Greater than VHUD100,All
"Salem city, Virginia",0.0,161.0,17.0,05000US51775,51,775,D,Standard,Greater than VHUD100,0 or 1
"Salem city, Virginia",0.0,161.0,18.0,05000US51775,51,775,D,Standard,Greater than VHUD100,2
"Salem city, Virginia",55.0,93.0,19.0,05000US51775,51,775,D,Standard,Greater than VHUD100,3 or more
