name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Bedrooms
"Staunton city, Virginia",245.0,149.0,1.0,05000US51790,51,790,T,All,All,All
"Staunton city, Virginia",50.0,76.0,2.0,05000US51790,51,790,S,Substandard,All,All
"Staunton city, Virginia",195.0,124.0,3.0,05000US51790,51,790,S,Standard,All,All
"Staunton city, Virginia",50.0,81.0,4.0,05000US51790,51,790,S,Standard,VHUD50,All
"Staunton city, Virginia",0.0,161.0,5.0,05000US51790,51,790,D,Standard,VHUD50,0 or 1
"Staunton city, Virginia",50.0,81.0,6.0,05000US51790,51,790,D,Standard,VHUD50,2
"Staunton city, Virginia",0.0,161.0,7.0,05000US51790,51,790,D,Standard,VHUD50,3 or more
"Staunton city, Virginia",50.0,75.0,8.0,05000US51790,51,790,S,Standard,VHUD80,All
"Staunton city, Virginia",0.0,161.0,9.0,05000US51790,51,790,D,Standard,VHUD80,0 or 1
"Staunton city, Virginia",0.0,161.0,10.0,05000US51790,51,790,D,Standard,VHUD80,2
"Staunton city, Virginia",50.0,75.0,11.0,05000US51790,51,790,D,Standard,VHUD80,3 or more
"Staunton city, Virginia",0.0,161.0,12.0,05000US51790,51,790,S,Standard,VHUD100,All
"Staunton city, Virginia",0.0,161.0,13.0,05000US51790,51,790,D,Standard,VHUD100,0 or 1
"Staunton city, Virginia",0.0,161.0,14.0,05000US51790,51,790,D,Standard,VHUD100,2
"Staunton city, Virginia",0.0,161.0,15.0,05000US51790,51,790,D,Standard,VHUD100,3 or more
"Staunton city, Virginia",95.0,98.0,16.0,05000US51790,51,790,S,Standard,Greater than VHUD100,All
"Staunton city, Virginia",0.0,161.0,17.0,05000US51790,51,790,D,Standard,Greater than VHUD100,0 or 1
"Staunton city, Virginia",0.0,161.0,18.0,05000US51790,51,790,D,Standard,Greater than VHUD100,2
"Staunton city, Virginia",95.0,98.0,19.0,05000US51790,51,790,D,Standard,Greater than VHUD100,3 or more
