name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Bedrooms
"Prince William County, Virginia",2505.0,586.0,1.0,05000US51153,51,153,T,All,All,All
"Prince William County, Virginia",0.0,161.0,2.0,05000US51153,51,153,S,Substandard,All,All
"Prince William County, Virginia",2505.0,586.0,3.0,05000US51153,51,153,S,Standard,All,All
"Prince William County, Virginia",45.0,71.0,4.0,05000US51153,51,153,S,Standard,VHUD50,All
"Prince William County, Virginia",0.0,161.0,5.0,05000US51153,51,153,D,Standard,VHUD50,0 or 1
"Prince William County, Virginia",0.0,161.0,6.0,05000US51153,51,153,D,Standard,VHUD50,2
"Prince William County, Virginia",45.0,71.0,7.0,05000US51153,51,153,D,Standard,VHUD50,3 or more
"Prince William County, Virginia",115.0,114.0,8.0,05000US51153,51,153,S,Standard,VHUD80,All
"Prince William County, Virginia",0.0,161.0,9.0,05000US51153,51,153,D,Standard,VHUD80,0 or 1
"Prince William County, Virginia",0.0,161.0,10.0,05000US51153,51,153,D,Standard,VHUD80,2
"Prince William County, Virginia",115.0,114.0,11.0,05000US51153,51,153,D,Standard,VHUD80,3 or more
"Prince William County, Virginia",475.0,243.0,12.0,05000US51153,51,153,S,Standard,VHUD100,All
"Prince William County, Virginia",0.0,161.0,13.0,05000US51153,51,153,D,Standard,VHUD100,0 or 1
"Prince William County, Virginia",15.0,26.0,14.0,05000US51153,51,153,D,Standard,VHUD100,2
"Prince William County, Virginia",460.0,241.0,15.0,05000US51153,51,153,D,Standard,VHUD100,3 or more
"Prince William County, Virginia",1870.0,613.0,16.0,05000US51153,51,153,S,Standard,Greater than VHUD100,All
"Prince William County, Virginia",0.0,161.0,17.0,05000US51153,51,153,D,Standard,Greater than VHUD100,0 or 1
"Prince William County, Virginia",170.0,160.0,18.0,05000US51153,51,153,D,Standard,Greater than VHUD100,2
"Prince William County, Virginia",1700.0,567.0,19.0,05000US51153,51,153,D,Standard,Greater than VHUD100,3 or more
