name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Overcrowding,Household_Income,Family_Structure
"Newport News city, Virginia",7595.0,815.0,76.0,05000US51700,51,700,S,Renter,No overcrowding,50.1-80% AMI,All
"Newport News city, Virginia",4635.0,786.0,77.0,05000US51700,51,700,D,Renter,No overcrowding,50.1-80% AMI,1 family household
"Newport News city, Virginia",85.0,103.0,78.0,05000US51700,51,700,D,Renter,No overcrowding,50.1-80% AMI,2+ families in household
"Newport News city, Virginia",2875.0,559.0,79.0,05000US51700,51,700,D,Renter,No overcrowding,50.1-80% AMI,Non-family household
"Newport News city, Virginia",3450.0,631.0,80.0,05000US51700,51,700,S,Renter,No overcrowding,80.1-95% AMI,All
"Newport News city, Virginia",1805.0,461.0,81.0,05000US51700,51,700,D,Renter,No overcrowding,80.1-95% AMI,1 family household
"Newport News city, Virginia",65.0,104.0,82.0,05000US51700,51,700,D,Renter,No overcrowding,80.1-95% AMI,2+ families in household
"Newport News city, Virginia",1580.0,449.0,83.0,05000US51700,51,700,D,Renter,No overcrowding,80.1-95% AMI,Non-family household
"Newport News city, Virginia",9070.0,1108.0,84.0,05000US51700,51,700,S,Renter,No overcrowding,95.1% AMI and above,All
"Newport News city, Virginia",5395.0,939.0,85.0,05000US51700,51,700,D,Renter,No overcrowding,95.1% AMI and above,1 family household
"Newport News city, Virginia",245.0,190.0,86.0,05000US51700,51,700,D,Renter,No overcrowding,95.1% AMI and above,2+ families in household
"Newport News city, Virginia",3430.0,576.0,87.0,05000US51700,51,700,D,Renter,No overcrowding,95.1% AMI and above,Non-family household
"Newport News city, Virginia",610.0,191.0,88.0,05000US51700,51,700,S,Renter,Moderate overcrowding,All,All
"Newport News city, Virginia",120.0,79.0,89.0,05000US51700,51,700,S,Renter,Moderate overcrowding,30% AMI or less,All
"Newport News city, Virginia",110.0,76.0,90.0,05000US51700,51,700,D,Renter,Moderate overcrowding,30% AMI or less,1 family household
"Newport News city, Virginia",15.0,23.0,91.0,05000US51700,51,700,D,Renter,Moderate overcrowding,30% AMI or less,2+ families in household
"Newport News city, Virginia",0.0,161.0,92.0,05000US51700,51,700,D,Renter,Moderate overcrowding,30% AMI or less,Non-family household
"Newport News city, Virginia",140.0,93.0,93.0,05000US51700,51,700,S,Renter,Moderate overcrowding,30.1-50% AMI,All
"Newport News city, Virginia",140.0,93.0,94.0,05000US51700,51,700,D,Renter,Moderate overcrowding,30.1-50% AMI,1 family household
"Newport News city, Virginia",0.0,161.0,95.0,05000US51700,51,700,D,Renter,Moderate overcrowding,30.1-50% AMI,2+ families in household
"Newport News city, Virginia",0.0,161.0,96.0,05000US51700,51,700,D,Renter,Moderate overcrowding,30.1-50% AMI,Non-family household
"Newport News city, Virginia",195.0,125.0,97.0,05000US51700,51,700,S,Renter,Moderate overcrowding,50.1-80% AMI,All
"Newport News city, Virginia",125.0,98.0,98.0,05000US51700,51,700,D,Renter,Moderate overcrowding,50.1-80% AMI,1 family household
"Newport News city, Virginia",70.0,71.0,99.0,05000US51700,51,700,D,Renter,Moderate overcrowding,50.1-80% AMI,2+ families in household
"Newport News city, Virginia",0.0,161.0,100.0,05000US51700,51,700,D,Renter,Moderate overcrowding,50.1-80% AMI,Non-family household
"Newport News city, Virginia",0.0,161.0,101.0,05000US51700,51,700,S,Renter,Moderate overcrowding,80.1-95% AMI,All
"Newport News city, Virginia",0.0,161.0,102.0,05000US51700,51,700,D,Renter,Moderate overcrowding,80.1-95% AMI,1 family household
"Newport News city, Virginia",0.0,161.0,103.0,05000US51700,51,700,D,Renter,Moderate overcrowding,80.1-95% AMI,2+ families in household
"Newport News city, Virginia",0.0,161.0,104.0,05000US51700,51,700,D,Renter,Moderate overcrowding,80.1-95% AMI,Non-family household
"Newport News city, Virginia",155.0,93.0,105.0,05000US51700,51,700,S,Renter,Moderate overcrowding,95.1% AMI and above,All
"Newport News city, Virginia",110.0,92.0,106.0,05000US51700,51,700,D,Renter,Moderate overcrowding,95.1% AMI and above,1 family household
"Newport News city, Virginia",35.0,39.0,107.0,05000US51700,51,700,D,Renter,Moderate overcrowding,95.1% AMI and above,2+ families in household
"Newport News city, Virginia",10.0,18.0,108.0,05000US51700,51,700,D,Renter,Moderate overcrowding,95.1% AMI and above,Non-family household
"Newport News city, Virginia",180.0,126.0,109.0,05000US51700,51,700,S,Renter,Severe overcrowding,All,All
"Newport News city, Virginia",50.0,50.0,110.0,05000US51700,51,700,S,Renter,Severe overcrowding,30% AMI or less,All
"Newport News city, Virginia",50.0,50.0,111.0,05000US51700,51,700,D,Renter,Severe overcrowding,30% AMI or less,1 family household
"Newport News city, Virginia",0.0,161.0,112.0,05000US51700,51,700,D,Renter,Severe overcrowding,30% AMI or less,2+ families in household
"Newport News city, Virginia",0.0,161.0,113.0,05000US51700,51,700,D,Renter,Severe overcrowding,30% AMI or less,Non-family household
"Newport News city, Virginia",95.0,99.0,114.0,05000US51700,51,700,S,Renter,Severe overcrowding,30.1-50% AMI,All
"Newport News city, Virginia",95.0,99.0,115.0,05000US51700,51,700,D,Renter,Severe overcrowding,30.1-50% AMI,1 family household
"Newport News city, Virginia",0.0,161.0,116.0,05000US51700,51,700,D,Renter,Severe overcrowding,30.1-50% AMI,2+ families in household
"Newport News city, Virginia",0.0,161.0,117.0,05000US51700,51,700,D,Renter,Severe overcrowding,30.1-50% AMI,Non-family household
"Newport News city, Virginia",20.0,35.0,118.0,05000US51700,51,700,S,Renter,Severe overcrowding,50.1-80% AMI,All
"Newport News city, Virginia",0.0,161.0,119.0,05000US51700,51,700,D,Renter,Severe overcrowding,50.1-80% AMI,1 family household
"Newport News city, Virginia",20.0,35.0,120.0,05000US51700,51,700,D,Renter,Severe overcrowding,50.1-80% AMI,2+ families in household
"Newport News city, Virginia",0.0,161.0,121.0,05000US51700,51,700,D,Renter,Severe overcrowding,50.1-80% AMI,Non-family household
"Newport News city, Virginia",0.0,161.0,122.0,05000US51700,51,700,S,Renter,Severe overcrowding,80.1-95% AMI,All
"Newport News city, Virginia",0.0,161.0,123.0,05000US51700,51,700,D,Renter,Severe overcrowding,80.1-95% AMI,1 family household
"Newport News city, Virginia",0.0,161.0,124.0,05000US51700,51,700,D,Renter,Severe overcrowding,80.1-95% AMI,2+ families in household
"Newport News city, Virginia",0.0,161.0,125.0,05000US51700,51,700,D,Renter,Severe overcrowding,80.1-95% AMI,Non-family household
"Newport News city, Virginia",15.0,24.0,126.0,05000US51700,51,700,S,Renter,Severe overcrowding,95.1% AMI and above,All
"Newport News city, Virginia",15.0,24.0,127.0,05000US51700,51,700,D,Renter,Severe overcrowding,95.1% AMI and above,1 family household
"Newport News city, Virginia",0.0,161.0,128.0,05000US51700,51,700,D,Renter,Severe overcrowding,95.1% AMI and above,2+ families in household
"Newport News city, Virginia",0.0,161.0,129.0,05000US51700,51,700,D,Renter,Severe overcrowding,95.1% AMI and above,Non-family household
