name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Household_Income,Bedrooms
"Petersburg city, Virginia",6095.0,610.0,1.0,05000US51730,51,730,T,All,All,All,All
"Petersburg city, Virginia",125.0,115.0,2.0,05000US51730,51,730,S,Substandard,All,All,All
"Petersburg city, Virginia",5970.0,590.0,3.0,05000US51730,51,730,S,Standard,All,All,All
"Petersburg city, Virginia",1000.0,286.0,4.0,05000US51730,51,730,S,Standard,RHUD30,All,All
"Petersburg city, Virginia",660.0,203.0,5.0,05000US51730,51,730,S,Standard,RHUD30,30% AMI or less,All
"Petersburg city, Virginia",235.0,87.0,6.0,05000US51730,51,730,D,Standard,RHUD30,30% AMI or less,0 or 1
"Petersburg city, Virginia",270.0,147.0,7.0,05000US51730,51,730,D,Standard,RHUD30,30% AMI or less,2
"Petersburg city, Virginia",155.0,115.0,8.0,05000US51730,51,730,D,Standard,RHUD30,30% AMI or less,3 or more
"Petersburg city, Virginia",155.0,102.0,9.0,05000US51730,51,730,S,Standard,RHUD30,30.1-50% AMI,All
"Petersburg city, Virginia",55.0,45.0,10.0,05000US51730,51,730,D,Standard,RHUD30,30.1-50% AMI,0 or 1
"Petersburg city, Virginia",0.0,161.0,11.0,05000US51730,51,730,D,Standard,RHUD30,30.1-50% AMI,2
"Petersburg city, Virginia",100.0,97.0,12.0,05000US51730,51,730,D,Standard,RHUD30,30.1-50% AMI,3 or more
"Petersburg city, Virginia",35.0,45.0,13.0,05000US51730,51,730,S,Standard,RHUD30,50.1-80% AMI,All
"Petersburg city, Virginia",0.0,161.0,14.0,05000US51730,51,730,D,Standard,RHUD30,50.1-80% AMI,0 or 1
"Petersburg city, Virginia",20.0,40.0,15.0,05000US51730,51,730,D,Standard,RHUD30,50.1-80% AMI,2
"Petersburg city, Virginia",10.0,22.0,16.0,05000US51730,51,730,D,Standard,RHUD30,50.1-80% AMI,3 or more
"Petersburg city, Virginia",0.0,161.0,17.0,05000US51730,51,730,S,Standard,RHUD30,80.1-95% AMI,All
"Petersburg city, Virginia",0.0,161.0,18.0,05000US51730,51,730,D,Standard,RHUD30,80.1-95% AMI,0 or 1
"Petersburg city, Virginia",0.0,161.0,19.0,05000US51730,51,730,D,Standard,RHUD30,80.1-95% AMI,2
"Petersburg city, Virginia",0.0,161.0,20.0,05000US51730,51,730,D,Standard,RHUD30,80.1-95% AMI,3 or more
"Petersburg city, Virginia",155.0,127.0,21.0,05000US51730,51,730,S,Standard,RHUD30,95.1% AMI and above,All
"Petersburg city, Virginia",0.0,161.0,22.0,05000US51730,51,730,D,Standard,RHUD30,95.1% AMI and above,0 or 1
"Petersburg city, Virginia",70.0,113.0,23.0,05000US51730,51,730,D,Standard,RHUD30,95.1% AMI and above,2
"Petersburg city, Virginia",85.0,59.0,24.0,05000US51730,51,730,D,Standard,RHUD30,95.1% AMI and above,3 or more
"Petersburg city, Virginia",3315.0,506.0,25.0,05000US51730,51,730,S,Standard,RHUD50,All,All
"Petersburg city, Virginia",520.0,197.0,26.0,05000US51730,51,730,S,Standard,RHUD50,30% AMI or less,All
"Petersburg city, Virginia",55.0,71.0,27.0,05000US51730,51,730,D,Standard,RHUD50,30% AMI or less,0 or 1
"Petersburg city, Virginia",395.0,165.0,28.0,05000US51730,51,730,D,Standard,RHUD50,30% AMI or less,2
"Petersburg city, Virginia",70.0,66.0,29.0,05000US51730,51,730,D,Standard,RHUD50,30% AMI or less,3 or more
"Petersburg city, Virginia",1140.0,334.0,30.0,05000US51730,51,730,S,Standard,RHUD50,30.1-50% AMI,All
"Petersburg city, Virginia",210.0,152.0,31.0,05000US51730,51,730,D,Standard,RHUD50,30.1-50% AMI,0 or 1
"Petersburg city, Virginia",625.0,246.0,32.0,05000US51730,51,730,D,Standard,RHUD50,30.1-50% AMI,2
"Petersburg city, Virginia",305.0,172.0,33.0,05000US51730,51,730,D,Standard,RHUD50,30.1-50% AMI,3 or more
"Petersburg city, Virginia",1035.0,320.0,34.0,05000US51730,51,730,S,Standard,RHUD50,50.1-80% AMI,All
"Petersburg city, Virginia",135.0,105.0,35.0,05000US51730,51,730,D,Standard,RHUD50,50.1-80% AMI,0 or 1
"Petersburg city, Virginia",695.0,272.0,36.0,05000US51730,51,730,D,Standard,RHUD50,50.1-80% AMI,2
"Petersburg city, Virginia",205.0,137.0,37.0,05000US51730,51,730,D,Standard,RHUD50,50.1-80% AMI,3 or more
"Petersburg city, Virginia",400.0,205.0,38.0,05000US51730,51,730,S,Standard,RHUD50,80.1-95% AMI,All
"Petersburg city, Virginia",0.0,161.0,39.0,05000US51730,51,730,D,Standard,RHUD50,80.1-95% AMI,0 or 1
"Petersburg city, Virginia",240.0,152.0,40.0,05000US51730,51,730,D,Standard,RHUD50,80.1-95% AMI,2
"Petersburg city, Virginia",160.0,129.0,41.0,05000US51730,51,730,D,Standard,RHUD50,80.1-95% AMI,3 or more
"Petersburg city, Virginia",220.0,100.0,42.0,05000US51730,51,730,S,Standard,RHUD50,95.1% AMI and above,All
"Petersburg city, Virginia",0.0,161.0,43.0,05000US51730,51,730,D,Standard,RHUD50,95.1% AMI and above,0 or 1
"Petersburg city, Virginia",140.0,80.0,44.0,05000US51730,51,730,D,Standard,RHUD50,95.1% AMI and above,2
"Petersburg city, Virginia",80.0,67.0,45.0,05000US51730,51,730,D,Standard,RHUD50,95.1% AMI and above,3 or more
"Petersburg city, Virginia",1455.0,282.0,46.0,05000US51730,51,730,S,Standard,RHUD80,All,All
"Petersburg city, Virginia",100.0,70.0,47.0,05000US51730,51,730,S,Standard,RHUD80,30% AMI or less,All
"Petersburg city, Virginia",0.0,161.0,48.0,05000US51730,51,730,D,Standard,RHUD80,30% AMI or less,0 or 1
"Petersburg city, Virginia",50.0,54.0,49.0,05000US51730,51,730,D,Standard,RHUD80,30% AMI or less,2
"Petersburg city, Virginia",50.0,50.0,50.0,05000US51730,51,730,D,Standard,RHUD80,30% AMI or less,3 or more
