name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Household_Income,Bedrooms
"Culpeper County, Virginia",4925.0,478.0,1.0,05000US51047,51,047,T,All,All,All,All
"Culpeper County, Virginia",135.0,125.0,2.0,05000US51047,51,047,S,Substandard,All,All,All
"Culpeper County, Virginia",4790.0,466.0,3.0,05000US51047,51,047,S,Standard,All,All,All
"Culpeper County, Virginia",735.0,287.0,4.0,05000US51047,51,047,S,Standard,RHUD30,All,All
"Culpeper County, Virginia",420.0,267.0,5.0,05000US51047,51,047,S,Standard,RHUD30,30% AMI or less,All
"Culpeper County, Virginia",30.0,40.0,6.0,05000US51047,51,047,D,Standard,RHUD30,30% AMI or less,0 or 1
"Culpeper County, Virginia",235.0,204.0,7.0,05000US51047,51,047,D,Standard,RHUD30,30% AMI or less,2
"Culpeper County, Virginia",155.0,138.0,8.0,05000US51047,51,047,D,Standard,RHUD30,30% AMI or less,3 or more
"Culpeper County, Virginia",65.0,57.0,9.0,05000US51047,51,047,S,Standard,RHUD30,30.1-50% AMI,All
"Culpeper County, Virginia",0.0,161.0,10.0,05000US51047,51,047,D,Standard,RHUD30,30.1-50% AMI,0 or 1
"Culpeper County, Virginia",40.0,36.0,11.0,05000US51047,51,047,D,Standard,RHUD30,30.1-50% AMI,2
"Culpeper County, Virginia",25.0,44.0,12.0,05000US51047,51,047,D,Standard,RHUD30,30.1-50% AMI,3 or more
"Culpeper County, Virginia",120.0,85.0,13.0,05000US51047,51,047,S,Standard,RHUD30,50.1-80% AMI,All
"Culpeper County, Virginia",0.0,161.0,14.0,05000US51047,51,047,D,Standard,RHUD30,50.1-80% AMI,0 or 1
"Culpeper County, Virginia",30.0,47.0,15.0,05000US51047,51,047,D,Standard,RHUD30,50.1-80% AMI,2
"Culpeper County, Virginia",90.0,72.0,16.0,05000US51047,51,047,D,Standard,RHUD30,50.1-80% AMI,3 or more
"Culpeper County, Virginia",35.0,42.0,17.0,05000US51047,51,047,S,Standard,RHUD30,80.1-95% AMI,All
"Culpeper County, Virginia",0.0,161.0,18.0,05000US51047,51,047,D,Standard,RHUD30,80.1-95% AMI,0 or 1
"Culpeper County, Virginia",25.0,41.0,19.0,05000US51047,51,047,D,Standard,RHUD30,80.1-95% AMI,2
"Culpeper County, Virginia",10.0,18.0,20.0,05000US51047,51,047,D,Standard,RHUD30,80.1-95% AMI,3 or more
"Culpeper County, Virginia",100.0,87.0,21.0,05000US51047,51,047,S,Standard,RHUD30,95.1% AMI and above,All
"Culpeper County, Virginia",10.0,23.0,22.0,05000US51047,51,047,D,Standard,RHUD30,95.1% AMI and above,0 or 1
