name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Household_Income,Bedrooms
"Suffolk city, Virginia",8570.0,698.0,1.0,05000US51800,51,800,T,All,All,All,All
"Suffolk city, Virginia",85.0,92.0,2.0,05000US51800,51,800,S,Substandard,All,All,All
"Suffolk city, Virginia",8490.0,701.0,3.0,05000US51800,51,800,S,Standard,All,All,All
"Suffolk city, Virginia",1910.0,447.0,4.0,05000US51800,51,800,S,Standard,RHUD30,All,All
"Suffolk city, Virginia",1225.0,333.0,5.0,05000US51800,51,800,S,Standard,RHUD30,30% AMI or less,All
"Suffolk city, Virginia",525.0,240.0,6.0,05000US51800,51,800,D,Standard,RHUD30,30% AMI or less,0 or 1
"Suffolk city, Virginia",525.0,225.0,7.0,05000US51800,51,800,D,Standard,RHUD30,30% AMI or less,2
"Suffolk city, Virginia",175.0,146.0,8.0,05000US51800,51,800,D,Standard,RHUD30,30% AMI or less,3 or more
"Suffolk city, Virginia",300.0,176.0,9.0,05000US51800,51,800,S,Standard,RHUD30,30.1-50% AMI,All
"Suffolk city, Virginia",25.0,44.0,10.0,05000US51800,51,800,D,Standard,RHUD30,30.1-50% AMI,0 or 1
"Suffolk city, Virginia",75.0,61.0,11.0,05000US51800,51,800,D,Standard,RHUD30,30.1-50% AMI,2
"Suffolk city, Virginia",205.0,173.0,12.0,05000US51800,51,800,D,Standard,RHUD30,30.1-50% AMI,3 or more
"Suffolk city, Virginia",175.0,199.0,13.0,05000US51800,51,800,S,Standard,RHUD30,50.1-80% AMI,All
"Suffolk city, Virginia",135.0,193.0,14.0,05000US51800,51,800,D,Standard,RHUD30,50.1-80% AMI,0 or 1
"Suffolk city, Virginia",20.0,37.0,15.0,05000US51800,51,800,D,Standard,RHUD30,50.1-80% AMI,2
"Suffolk city, Virginia",20.0,37.0,16.0,05000US51800,51,800,D,Standard,RHUD30,50.1-80% AMI,3 or more
"Suffolk city, Virginia",75.0,81.0,17.0,05000US51800,51,800,S,Standard,RHUD30,80.1-95% AMI,All
"Suffolk city, Virginia",0.0,161.0,18.0,05000US51800,51,800,D,Standard,RHUD30,80.1-95% AMI,0 or 1
"Suffolk city, Virginia",40.0,65.0,19.0,05000US51800,51,800,D,Standard,RHUD30,80.1-95% AMI,2
"Suffolk city, Virginia",40.0,48.0,20.0,05000US51800,51,800,D,Standard,RHUD30,80.1-95% AMI,3 or more
"Suffolk city, Virginia",130.0,115.0,21.0,05000US51800,51,800,S,Standard,RHUD30,95.1% AMI and above,All
"Suffolk city, Virginia",0.0,161.0,22.0,05000US51800,51,800,D,Standard,RHUD30,95.1% AMI and above,0 or 1
"Suffolk city, Virginia",95.0,112.0,23.0,05000US51800,51,800,D,Standard,RHUD30,95.1% AMI and above,2
"Suffolk city, Virginia",35.0,45.0,24.0,05000US51800,51,800,D,Standard,RHUD30,95.1% AMI and above,3 or more
"Suffolk city, Virginia",2740.0,441.0,25.0,05000US51800,51,800,S,Standard,RHUD50,All,All
"Suffolk city, Virginia",650.0,219.0,26.0,05000US51800,51,800,S,Standard,RHUD50,30% AMI or less,All
"Suffolk city, Virginia",70.0,69.0,27.0,05000US51800,51,800,D,Standard,RHUD50,30% AMI or less,0 or 1
