name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Race
"Montgomery County, Virginia",32105.0,637.0,1.0,05000US51121,51,121,T,All,All,All,All
"Montgomery County, Virginia",18305.0,666.0,2.0,05000US51121,51,121,S,Owner,All,All,All
"Montgomery County, Virginia",3380.0,400.0,3.0,05000US51121,51,121,S,Owner,Yes,All,All
"Montgomery County, Virginia",695.0,202.0,4.0,05000US51121,51,121,S,Owner,Yes,30% AMI or less,All
"Montgomery County, Virginia",660.0,191.0,5.0,05000US51121,51,121,D,Owner,Yes,30% AMI or less,White
"Montgomery County, Virginia",15.0,29.0,6.0,05000US51121,51,121,D,Owner,Yes,30% AMI or less,Black
"Montgomery County, Virginia",20.0,37.0,7.0,05000US51121,51,121,D,Owner,Yes,30% AMI or less,Asian
"Montgomery County, Virginia",0.0,161.0,8.0,05000US51121,51,121,D,Owner,Yes,30% AMI or less,American Indian
"Montgomery County, Virginia",0.0,161.0,9.0,05000US51121,51,121,D,Owner,Yes,30% AMI or less,Pacific Islander
"Montgomery County, Virginia",0.0,161.0,10.0,05000US51121,51,121,D,Owner,Yes,30% AMI or less,Hispanic
"Montgomery County, Virginia",0.0,161.0,11.0,05000US51121,51,121,D,Owner,Yes,30% AMI or less,Other
"Montgomery County, Virginia",705.0,238.0,12.0,05000US51121,51,121,S,Owner,Yes,30.1-50% AMI,All
"Montgomery County, Virginia",645.0,215.0,13.0,05000US51121,51,121,D,Owner,Yes,30.1-50% AMI,White
"Montgomery County, Virginia",0.0,161.0,14.0,05000US51121,51,121,D,Owner,Yes,30.1-50% AMI,Black
"Montgomery County, Virginia",0.0,161.0,15.0,05000US51121,51,121,D,Owner,Yes,30.1-50% AMI,Asian
"Montgomery County, Virginia",0.0,161.0,16.0,05000US51121,51,121,D,Owner,Yes,30.1-50% AMI,American Indian
"Montgomery County, Virginia",0.0,161.0,17.0,05000US51121,51,121,D,Owner,Yes,30.1-50% AMI,Pacific Islander
"Montgomery County, Virginia",20.0,41.0,18.0,05000US51121,51,121,D,Owner,Yes,30.1-50% AMI,Hispanic
"Montgomery County, Virginia",40.0,67.0,19.0,05000US51121,51,121,D,Owner,Yes,30.1-50% AMI,Other
"Montgomery County, Virginia",890.0,258.0,20.0,05000US51121,51,121,S,Owner,Yes,50.1-80% AMI,All
"Montgomery County, Virginia",830.0,254.0,21.0,05000US51121,51,121,D,Owner,Yes,50.1-80% AMI,White
"Montgomery County, Virginia",60.0,60.0,22.0,05000US51121,51,121,D,Owner,Yes,50.1-80% AMI,Black
"Montgomery County, Virginia",0.0,161.0,23.0,05000US51121,51,121,D,Owner,Yes,50.1-80% AMI,Asian
