name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Race
"Loudoun County, Virginia",85655.0,1209.0,1.0,05000US51107,51,107,T,All,All,All,All
"Loudoun County, Virginia",71545.0,1186.0,2.0,05000US51107,51,107,S,Owner,All,All,All
"Loudoun County, Virginia",26380.0,1197.0,3.0,05000US51107,51,107,S,Owner,Yes,All,All
"Loudoun County, Virginia",1665.0,384.0,4.0,05000US51107,51,107,S,Owner,Yes,30% AMI or less,All
"Loudoun County, Virginia",1045.0,282.0,5.0,05000US51107,51,107,D,Owner,Yes,30% AMI or less,White
"Loudoun County, Virginia",4.0,6.0,6.0,05000US51107,51,107,D,Owner,Yes,30% AMI or less,Black
"Loudoun County, Virginia",260.0,140.0,7.0,05000US51107,51,107,D,Owner,Yes,30% AMI or less,Asian
"Loudoun County, Virginia",0.0,161.0,8.0,05000US51107,51,107,D,Owner,Yes,30% AMI or less,American Indian
"Loudoun County, Virginia",0.0,161.0,9.0,05000US51107,51,107,D,Owner,Yes,30% AMI or less,Pacific Islander
"Loudoun County, Virginia",285.0,218.0,10.0,05000US51107,51,107,D,Owner,Yes,30% AMI or less,Hispanic
"Loudoun County, Virginia",75.0,73.0,11.0,05000US51107,51,107,D,Owner,Yes,30% AMI or less,Other
"Loudoun County, Virginia",2385.0,471.0,12.0,05000US51107,51,107,S,Owner,Yes,30.1-50% AMI,All
"Loudoun County, Virginia",1125.0,263.0,13.0,05000US51107,51,107,D,Owner,Yes,30.1-50% AMI,White
"Loudoun County, Virginia",295.0,210.0,14.0,05000US51107,51,107,D,Owner,Yes,30.1-50% AMI,Black
"Loudoun County, Virginia",225.0,111.0,15.0,05000US51107,51,107,D,Owner,Yes,30.1-50% AMI,Asian
"Loudoun County, Virginia",25.0,43.0,16.0,05000US51107,51,107,D,Owner,Yes,30.1-50% AMI,American Indian
"Loudoun County, Virginia",0.0,161.0,17.0,05000US51107,51,107,D,Owner,Yes,30.1-50% AMI,Pacific Islander
"Loudoun County, Virginia",695.0,278.0,18.0,05000US51107,51,107,D,Owner,Yes,30.1-50% AMI,Hispanic
"Loudoun County, Virginia",20.0,32.0,19.0,05000US51107,51,107,D,Owner,Yes,30.1-50% AMI,Other
"Loudoun County, Virginia",6845.0,726.0,20.0,05000US51107,51,107,S,Owner,Yes,50.1-80% AMI,All
"Loudoun County, Virginia",4170.0,477.0,21.0,05000US51107,51,107,D,Owner,Yes,50.1-80% AMI,White
"Loudoun County, Virginia",485.0,253.0,22.0,05000US51107,51,107,D,Owner,Yes,50.1-80% AMI,Black
"Loudoun County, Virginia",1060.0,346.0,23.0,05000US51107,51,107,D,Owner,Yes,50.1-80% AMI,Asian
"Loudoun County, Virginia",0.0,161.0,24.0,05000US51107,51,107,D,Owner,Yes,50.1-80% AMI,American Indian
"Loudoun County, Virginia",0.0,161.0,25.0,05000US51107,51,107,D,Owner,Yes,50.1-80% AMI,Pacific Islander
"Loudoun County, Virginia",1040.0,393.0,26.0,05000US51107,51,107,D,Owner,Yes,50.1-80% AMI,Hispanic
"Loudoun County, Virginia",95.0,72.0,27.0,05000US51107,51,107,D,Owner,Yes,50.1-80% AMI,Other
"Loudoun County, Virginia",3070.0,526.0,28.0,05000US51107,51,107,S,Owner,Yes,80.1-95% AMI,All
"Loudoun County, Virginia",2040.0,367.0,29.0,05000US51107,51,107,D,Owner,Yes,80.1-95% AMI,White
"Loudoun County, Virginia",120.0,61.0,30.0,05000US51107,51,107,D,Owner,Yes,80.1-95% AMI,Black
"Loudoun County, Virginia",440.0,213.0,31.0,05000US51107,51,107,D,Owner,Yes,80.1-95% AMI,Asian
"Loudoun County, Virginia",0.0,161.0,32.0,05000US51107,51,107,D,Owner,Yes,80.1-95% AMI,American Indian
"Loudoun County, Virginia",0.0,161.0,33.0,05000US51107,51,107,D,Owner,Yes,80.1-95% AMI,Pacific Islander
"Loudoun County, Virginia",395.0,211.0,34.0,05000US51107,51,107,D,Owner,Yes,80.1-95% AMI,Hispanic
"Loudoun County, Virginia",75.0,68.0,35.0,05000US51107,51,107,D,Owner,Yes,80.1-95% AMI,Other
"Loudoun County, Virginia",12415.0,898.0,36.0,05000US51107,51,107,S,Owner,Yes,95.1% AMI and above,All
"Loudoun County, Virginia",8475.0,814.0,37.0,05000US51107,51,107,D,Owner,Yes,95.1% AMI and above,White
"Loudoun County, Virginia",865.0,266.0,38.0,05000US51107,51,107,D,Owner,Yes,95.1% AMI and above,Black
"Loudoun County, Virginia",2235.0,391.0,39.0,05000US51107,51,107,D,Owner,Yes,95.1% AMI and above,Asian
"Loudoun County, Virginia",0.0,161.0,40.0,05000US51107,51,107,D,Owner,Yes,95.1% AMI and above,American Indian
"Loudoun County, Virginia",20.0,36.0,41.0,05000US51107,51,107,D,Owner,Yes,95.1% AMI and above,Pacific Islander
"Loudoun County, Virginia",565.0,197.0,42.0,05000US51107,51,107,D,Owner,Yes,95.1% AMI and above,Hispanic
"Loudoun County, Virginia",255.0,160.0,43.0,05000US51107,51,107,D,Owner,Yes,95.1% AMI and above,Other
"Loudoun County, Virginia",44720.0,1215.0,44.0,05000US51107,51,107,S,Owner,No,All,All
"Loudoun County, Virginia",110.0,84.0,45.0,05000US51107,51,107,S,Owner,No,30% AMI or less,All
"Loudoun County, Virginia",65.0,55.0,46.0,05000US51107,51,107,D,Owner,No,30% AMI or less,White
"Loudoun County, Virginia",20.0,30.0,47.0,05000US51107,51,107,D,Owner,No,30% AMI or less,Black
"Loudoun County, Virginia",25.0,41.0,48.0,05000US51107,51,107,D,Owner,No,30% AMI or less,Asian
"Loudoun County, Virginia",0.0,161.0,49.0,05000US51107,51,107,D,Owner,No,30% AMI or less,American Indian
"Loudoun County, Virginia",0.0,161.0,50.0,05000US51107,51,107,D,Owner,No,30% AMI or less,Pacific Islander
"Loudoun County, Virginia",0.0,161.0,51.0,05000US51107,51,107,D,Owner,No,30% AMI or less,Hispanic
"Loudoun County, Virginia",0.0,161.0,52.0,05000US51107,51,107,D,Owner,No,30% AMI or less,Other
"Loudoun County, Virginia",560.0,221.0,53.0,05000US51107,51,107,S,Owner,No,30.1-50% AMI,All
"Loudoun County, Virginia",510.0,190.0,54.0,05000US51107,51,107,D,Owner,No,30.1-50% AMI,White
"Loudoun County, Virginia",20.0,26.0,55.0,05000US51107,51,107,D,Owner,No,30.1-50% AMI,Black
"Loudoun County, Virginia",0.0,161.0,56.0,05000US51107,51,107,D,Owner,No,30.1-50% AMI,Asian
"Loudoun County, Virginia",25.0,41.0,57.0,05000US51107,51,107,D,Owner,No,30.1-50% AMI,American Indian
"Loudoun County, Virginia",0.0,161.0,58.0,05000US51107,51,107,D,Owner,No,30.1-50% AMI,Pacific Islander
"Loudoun County, Virginia",0.0,161.0,59.0,05000US51107,51,107,D,Owner,No,30.1-50% AMI,Hispanic
"Loudoun County, Virginia",0.0,161.0,60.0,05000US51107,51,107,D,Owner,No,30.1-50% AMI,Other
"Loudoun County, Virginia",2060.0,371.0,61.0,05000US51107,51,107,S,Owner,No,50.1-80% AMI,All
"Loudoun County, Virginia",1490.0,346.0,62.0,05000US51107,51,107,D,Owner,No,50.1-80% AMI,White
"Loudoun County, Virginia",265.0,116.0,63.0,05000US51107,51,107,D,Owner,No,50.1-80% AMI,Black
"Loudoun County, Virginia",165.0,97.0,64.0,05000US51107,51,107,D,Owner,No,50.1-80% AMI,Asian
"Loudoun County, Virginia",0.0,161.0,65.0,05000US51107,51,107,D,Owner,No,50.1-80% AMI,American Indian
"Loudoun County, Virginia",0.0,161.0,66.0,05000US51107,51,107,D,Owner,No,50.1-80% AMI,Pacific Islander
"Loudoun County, Virginia",110.0,93.0,67.0,05000US51107,51,107,D,Owner,No,50.1-80% AMI,Hispanic
"Loudoun County, Virginia",35.0,57.0,68.0,05000US51107,51,107,D,Owner,No,50.1-80% AMI,Other
"Loudoun County, Virginia",2245.0,420.0,69.0,05000US51107,51,107,S,Owner,No,80.1-95% AMI,All
"Loudoun County, Virginia",1800.0,371.0,70.0,05000US51107,51,107,D,Owner,No,80.1-95% AMI,White
"Loudoun County, Virginia",125.0,107.0,71.0,05000US51107,51,107,D,Owner,No,80.1-95% AMI,Black
"Loudoun County, Virginia",125.0,93.0,72.0,05000US51107,51,107,D,Owner,No,80.1-95% AMI,Asian
"Loudoun County, Virginia",0.0,161.0,73.0,05000US51107,51,107,D,Owner,No,80.1-95% AMI,American Indian
"Loudoun County, Virginia",0.0,161.0,74.0,05000US51107,51,107,D,Owner,No,80.1-95% AMI,Pacific Islander
