name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Race
"Chesapeake city, Virginia",77810.0,623.0,1.0,05000US51550,51,550,T,All,All,All,All
"Chesapeake city, Virginia",58470.0,986.0,2.0,05000US51550,51,550,S,Owner,All,All,All
"Chesapeake city, Virginia",18730.0,1091.0,3.0,05000US51550,51,550,S,Owner,Yes,All,All
"Chesapeake city, Virginia",2255.0,447.0,4.0,05000US51550,51,550,S,Owner,Yes,30% AMI or less,All
"Chesapeake city, Virginia",1180.0,325.0,5.0,05000US51550,51,550,D,Owner,Yes,30% AMI or less,White
"Chesapeake city, Virginia",880.0,306.0,6.0,05000US51550,51,550,D,Owner,Yes,30% AMI or less,Black
"Chesapeake city, Virginia",50.0,78.0,7.0,05000US51550,51,550,D,Owner,Yes,30% AMI or less,Asian
"Chesapeake city, Virginia",4.0,17.0,8.0,05000US51550,51,550,D,Owner,Yes,30% AMI or less,American Indian
"Chesapeake city, Virginia",0.0,161.0,9.0,05000US51550,51,550,D,Owner,Yes,30% AMI or less,Pacific Islander
"Chesapeake city, Virginia",90.0,90.0,10.0,05000US51550,51,550,D,Owner,Yes,30% AMI or less,Hispanic
"Chesapeake city, Virginia",45.0,59.0,11.0,05000US51550,51,550,D,Owner,Yes,30% AMI or less,Other
"Chesapeake city, Virginia",2525.0,433.0,12.0,05000US51550,51,550,S,Owner,Yes,30.1-50% AMI,All
"Chesapeake city, Virginia",1630.0,351.0,13.0,05000US51550,51,550,D,Owner,Yes,30.1-50% AMI,White
"Chesapeake city, Virginia",845.0,289.0,14.0,05000US51550,51,550,D,Owner,Yes,30.1-50% AMI,Black
"Chesapeake city, Virginia",10.0,18.0,15.0,05000US51550,51,550,D,Owner,Yes,30.1-50% AMI,Asian
"Chesapeake city, Virginia",10.0,14.0,16.0,05000US51550,51,550,D,Owner,Yes,30.1-50% AMI,American Indian
"Chesapeake city, Virginia",0.0,161.0,17.0,05000US51550,51,550,D,Owner,Yes,30.1-50% AMI,Pacific Islander
"Chesapeake city, Virginia",10.0,23.0,18.0,05000US51550,51,550,D,Owner,Yes,30.1-50% AMI,Hispanic
"Chesapeake city, Virginia",15.0,23.0,19.0,05000US51550,51,550,D,Owner,Yes,30.1-50% AMI,Other
"Chesapeake city, Virginia",4420.0,643.0,20.0,05000US51550,51,550,S,Owner,Yes,50.1-80% AMI,All
"Chesapeake city, Virginia",2585.0,482.0,21.0,05000US51550,51,550,D,Owner,Yes,50.1-80% AMI,White
"Chesapeake city, Virginia",1390.0,323.0,22.0,05000US51550,51,550,D,Owner,Yes,50.1-80% AMI,Black
"Chesapeake city, Virginia",65.0,58.0,23.0,05000US51550,51,550,D,Owner,Yes,50.1-80% AMI,Asian
"Chesapeake city, Virginia",4.0,16.0,24.0,05000US51550,51,550,D,Owner,Yes,50.1-80% AMI,American Indian
"Chesapeake city, Virginia",0.0,161.0,25.0,05000US51550,51,550,D,Owner,Yes,50.1-80% AMI,Pacific Islander
"Chesapeake city, Virginia",230.0,136.0,26.0,05000US51550,51,550,D,Owner,Yes,50.1-80% AMI,Hispanic
"Chesapeake city, Virginia",140.0,134.0,27.0,05000US51550,51,550,D,Owner,Yes,50.1-80% AMI,Other
"Chesapeake city, Virginia",1895.0,385.0,28.0,05000US51550,51,550,S,Owner,Yes,80.1-95% AMI,All
"Chesapeake city, Virginia",1040.0,265.0,29.0,05000US51550,51,550,D,Owner,Yes,80.1-95% AMI,White
"Chesapeake city, Virginia",705.0,229.0,30.0,05000US51550,51,550,D,Owner,Yes,80.1-95% AMI,Black
"Chesapeake city, Virginia",45.0,59.0,31.0,05000US51550,51,550,D,Owner,Yes,80.1-95% AMI,Asian
"Chesapeake city, Virginia",4.0,13.0,32.0,05000US51550,51,550,D,Owner,Yes,80.1-95% AMI,American Indian
"Chesapeake city, Virginia",0.0,161.0,33.0,05000US51550,51,550,D,Owner,Yes,80.1-95% AMI,Pacific Islander
"Chesapeake city, Virginia",70.0,69.0,34.0,05000US51550,51,550,D,Owner,Yes,80.1-95% AMI,Hispanic
"Chesapeake city, Virginia",30.0,47.0,35.0,05000US51550,51,550,D,Owner,Yes,80.1-95% AMI,Other
"Chesapeake city, Virginia",7640.0,786.0,36.0,05000US51550,51,550,S,Owner,Yes,95.1% AMI and above,All
"Chesapeake city, Virginia",5125.0,599.0,37.0,05000US51550,51,550,D,Owner,Yes,95.1% AMI and above,White
