name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Race
"Alexandria city, Virginia",62310.0,993.0,1.0,05000US51510,51,510,T,All,All,All,All
"Alexandria city, Virginia",29620.0,1046.0,2.0,05000US51510,51,510,S,Owner,All,All,All
"Alexandria city, Virginia",8595.0,783.0,3.0,05000US51510,51,510,S,Owner,Yes,All,All
"Alexandria city, Virginia",1175.0,284.0,4.0,05000US51510,51,510,S,Owner,Yes,30% AMI or less,All
"Alexandria city, Virginia",770.0,245.0,5.0,05000US51510,51,510,D,Owner,Yes,30% AMI or less,White
"Alexandria city, Virginia",170.0,129.0,6.0,05000US51510,51,510,D,Owner,Yes,30% AMI or less,Black
"Alexandria city, Virginia",135.0,95.0,7.0,05000US51510,51,510,D,Owner,Yes,30% AMI or less,Asian
"Alexandria city, Virginia",0.0,161.0,8.0,05000US51510,51,510,D,Owner,Yes,30% AMI or less,American Indian
"Alexandria city, Virginia",0.0,161.0,9.0,05000US51510,51,510,D,Owner,Yes,30% AMI or less,Pacific Islander
"Alexandria city, Virginia",75.0,74.0,10.0,05000US51510,51,510,D,Owner,Yes,30% AMI or less,Hispanic
"Alexandria city, Virginia",25.0,40.0,11.0,05000US51510,51,510,D,Owner,Yes,30% AMI or less,Other
"Alexandria city, Virginia",885.0,247.0,12.0,05000US51510,51,510,S,Owner,Yes,30.1-50% AMI,All
"Alexandria city, Virginia",470.0,173.0,13.0,05000US51510,51,510,D,Owner,Yes,30.1-50% AMI,White
"Alexandria city, Virginia",260.0,179.0,14.0,05000US51510,51,510,D,Owner,Yes,30.1-50% AMI,Black
"Alexandria city, Virginia",45.0,53.0,15.0,05000US51510,51,510,D,Owner,Yes,30.1-50% AMI,Asian
"Alexandria city, Virginia",0.0,161.0,16.0,05000US51510,51,510,D,Owner,Yes,30.1-50% AMI,American Indian
"Alexandria city, Virginia",0.0,161.0,17.0,05000US51510,51,510,D,Owner,Yes,30.1-50% AMI,Pacific Islander
"Alexandria city, Virginia",95.0,63.0,18.0,05000US51510,51,510,D,Owner,Yes,30.1-50% AMI,Hispanic
"Alexandria city, Virginia",15.0,31.0,19.0,05000US51510,51,510,D,Owner,Yes,30.1-50% AMI,Other
"Alexandria city, Virginia",1840.0,359.0,20.0,05000US51510,51,510,S,Owner,Yes,50.1-80% AMI,All
"Alexandria city, Virginia",1080.0,260.0,21.0,05000US51510,51,510,D,Owner,Yes,50.1-80% AMI,White
"Alexandria city, Virginia",410.0,185.0,22.0,05000US51510,51,510,D,Owner,Yes,50.1-80% AMI,Black
"Alexandria city, Virginia",100.0,77.0,23.0,05000US51510,51,510,D,Owner,Yes,50.1-80% AMI,Asian
"Alexandria city, Virginia",0.0,161.0,24.0,05000US51510,51,510,D,Owner,Yes,50.1-80% AMI,American Indian
"Alexandria city, Virginia",0.0,161.0,25.0,05000US51510,51,510,D,Owner,Yes,50.1-80% AMI,Pacific Islander
"Alexandria city, Virginia",225.0,156.0,26.0,05000US51510,51,510,D,Owner,Yes,50.1-80% AMI,Hispanic
"Alexandria city, Virginia",25.0,42.0,27.0,05000US51510,51,510,D,Owner,Yes,50.1-80% AMI,Other
"Alexandria city, Virginia",1005.0,329.0,28.0,05000US51510,51,510,S,Owner,Yes,80.1-95% AMI,All
"Alexandria city, Virginia",815.0,295.0,29.0,05000US51510,51,510,D,Owner,Yes,80.1-95% AMI,White
"Alexandria city, Virginia",80.0,72.0,30.0,05000US51510,51,510,D,Owner,Yes,80.1-95% AMI,Black
"Alexandria city, Virginia",40.0,51.0,31.0,05000US51510,51,510,D,Owner,Yes,80.1-95% AMI,Asian
"Alexandria city, Virginia",0.0,161.0,32.0,05000US51510,51,510,D,Owner,Yes,80.1-95% AMI,American Indian
"Alexandria city, Virginia",0.0,161.0,33.0,05000US51510,51,510,D,Owner,Yes,80.1-95% AMI,Pacific Islander
"Alexandria city, Virginia",65.0,90.0,34.0,05000US51510,51,510,D,Owner,Yes,80.1-95% AMI,Hispanic
"Alexandria city, Virginia",10.0,14.0,35.0,05000US51510,51,510,D,Owner,Yes,80.1-95% AMI,Other
"Alexandria city, Virginia",3690.0,536.0,36.0,05000US51510,51,510,S,Owner,Yes,95.1% AMI and above,All
"Alexandria city, Virginia",3015.0,461.0,37.0,05000US51510,51,510,D,Owner,Yes,95.1% AMI and above,White
"Alexandria city, Virginia",245.0,171.0,38.0,05000US51510,51,510,D,Owner,Yes,95.1% AMI and above,Black
"Alexandria city, Virginia",150.0,99.0,39.0,05000US51510,51,510,D,Owner,Yes,95.1% AMI and above,Asian
"Alexandria city, Virginia",10.0,20.0,40.0,05000US51510,51,510,D,Owner,Yes,95.1% AMI and above,American Indian
"Alexandria city, Virginia",0.0,161.0,41.0,05000US51510,51,510,D,Owner,Yes,95.1% AMI and above,Pacific Islander
"Alexandria city, Virginia",215.0,138.0,42.0,05000US51510,51,510,D,Owner,Yes,95.1% AMI and above,Hispanic
"Alexandria city, Virginia",50.0,63.0,43.0,05000US51510,51,510,D,Owner,Yes,95.1% AMI and above,Other
"Alexandria city, Virginia",20970.0,979.0,44.0,05000US51510,51,510,S,Owner,No,All,All
"Alexandria city, Virginia",105.0,111.0,45.0,05000US51510,51,510,S,Owner,No,30% AMI or less,All
"Alexandria city, Virginia",55.0,91.0,46.0,05000US51510,51,510,D,Owner,No,30% AMI or less,White
"Alexandria city, Virginia",0.0,161.0,47.0,05000US51510,51,510,D,Owner,No,30% AMI or less,Black
"Alexandria city, Virginia",55.0,62.0,48.0,05000US51510,51,510,D,Owner,No,30% AMI or less,Asian
"Alexandria city, Virginia",0.0,161.0,49.0,05000US51510,51,510,D,Owner,No,30% AMI or less,American Indian
"Alexandria city, Virginia",0.0,161.0,50.0,05000US51510,51,510,D,Owner,No,30% AMI or less,Pacific Islander
"Alexandria city, Virginia",0.0,161.0,51.0,05000US51510,51,510,D,Owner,No,30% AMI or less,Hispanic
"Alexandria city, Virginia",0.0,161.0,52.0,05000US51510,51,510,D,Owner,No,30% AMI or less,Other
"Alexandria city, Virginia",500.0,218.0,53.0,05000US51510,51,510,S,Owner,No,30.1-50% AMI,All
"Alexandria city, Virginia",270.0,114.0,54.0,05000US51510,51,510,D,Owner,No,30.1-50% AMI,White
"Alexandria city, Virginia",195.0,149.0,55.0,05000US51510,51,510,D,Owner,No,30.1-50% AMI,Black
"Alexandria city, Virginia",0.0,161.0,56.0,05000US51510,51,510,D,Owner,No,30.1-50% AMI,Asian
"Alexandria city, Virginia",10.0,20.0,57.0,05000US51510,51,510,D,Owner,No,30.1-50% AMI,American Indian
"Alexandria city, Virginia",0.0,161.0,58.0,05000US51510,51,510,D,Owner,No,30.1-50% AMI,Pacific Islander
"Alexandria city, Virginia",25.0,42.0,59.0,05000US51510,51,510,D,Owner,No,30.1-50% AMI,Hispanic
"Alexandria city, Virginia",0.0,161.0,60.0,05000US51510,51,510,D,Owner,No,30.1-50% AMI,Other
"Alexandria city, Virginia",1295.0,274.0,61.0,05000US51510,51,510,S,Owner,No,50.1-80% AMI,All
"Alexandria city, Virginia",900.0,236.0,62.0,05000US51510,51,510,D,Owner,No,50.1-80% AMI,White
"Alexandria city, Virginia",90.0,56.0,63.0,05000US51510,51,510,D,Owner,No,50.1-80% AMI,Black
"Alexandria city, Virginia",140.0,89.0,64.0,05000US51510,51,510,D,Owner,No,50.1-80% AMI,Asian
"Alexandria city, Virginia",0.0,161.0,65.0,05000US51510,51,510,D,Owner,No,50.1-80% AMI,American Indian
"Alexandria city, Virginia",0.0,161.0,66.0,05000US51510,51,510,D,Owner,No,50.1-80% AMI,Pacific Islander
"Alexandria city, Virginia",120.0,112.0,67.0,05000US51510,51,510,D,Owner,No,50.1-80% AMI,Hispanic
"Alexandria city, Virginia",45.0,53.0,68.0,05000US51510,51,510,D,Owner,No,50.1-80% AMI,Other
"Alexandria city, Virginia",995.0,279.0,69.0,05000US51510,51,510,S,Owner,No,80.1-95% AMI,All
"Alexandria city, Virginia",660.0,244.0,70.0,05000US51510,51,510,D,Owner,No,80.1-95% AMI,White
"Alexandria city, Virginia",150.0,141.0,71.0,05000US51510,51,510,D,Owner,No,80.1-95% AMI,Black
"Alexandria city, Virginia",45.0,44.0,72.0,05000US51510,51,510,D,Owner,No,80.1-95% AMI,Asian
"Alexandria city, Virginia",0.0,161.0,73.0,05000US51510,51,510,D,Owner,No,80.1-95% AMI,American Indian
"Alexandria city, Virginia",0.0,161.0,74.0,05000US51510,51,510,D,Owner,No,80.1-95% AMI,Pacific Islander
"Alexandria city, Virginia",70.0,74.0,75.0,05000US51510,51,510,D,Owner,No,80.1-95% AMI,Hispanic
"Alexandria city, Virginia",75.0,121.0,76.0,05000US51510,51,510,D,Owner,No,80.1-95% AMI,Other
"Alexandria city, Virginia",18075.0,933.0,77.0,05000US51510,51,510,S,Owner,No,95.1% AMI and above,All
"Alexandria city, Virginia",15795.0,824.0,78.0,05000US51510,51,510,D,Owner,No,95.1% AMI and above,White
"Alexandria city, Virginia",1090.0,339.0,79.0,05000US51510,51,510,D,Owner,No,95.1% AMI and above,Black
"Alexandria city, Virginia",530.0,187.0,80.0,05000US51510,51,510,D,Owner,No,95.1% AMI and above,Asian
"Alexandria city, Virginia",50.0,47.0,81.0,05000US51510,51,510,D,Owner,No,95.1% AMI and above,American Indian
"Alexandria city, Virginia",0.0,161.0,82.0,05000US51510,51,510,D,Owner,No,95.1% AMI and above,Pacific Islander
"Alexandria city, Virginia",420.0,176.0,83.0,05000US51510,51,510,D,Owner,No,95.1% AMI and above,Hispanic
"Alexandria city, Virginia",185.0,126.0,84.0,05000US51510,51,510,D,Owner,No,95.1% AMI and above,Other
"Alexandria city, Virginia",55.0,54.0,85.0,05000US51510,51,510,S,Owner,N/A,All,All
"Alexandria city, Virginia",55.0,54.0,86.0,05000US51510,51,510,S,Owner,N/A,30% AMI or less,All
"Alexandria city, Virginia",55.0,54.0,87.0,05000US51510,51,510,D,Owner,N/A,30% AMI or less,White
"Alexandria city, Virginia",0.0,161.0,88.0,05000US51510,51,510,D,Owner,N/A,30% AMI or less,Black
"Alexandria city, Virginia",0.0,161.0,89.0,05000US51510,51,510,D,Owner,N/A,30% AMI or less,Asian
"Alexandria city, Virginia",0.0,161.0,90.0,05000US51510,51,510,D,Owner,N/A,30% AMI or less,American Indian
"Alexandria city, Virginia",0.0,161.0,91.0,05000US51510,51,510,D,Owner,N/A,30% AMI or less,Pacific Islander
"Alexandria city, Virginia",0.0,161.0,92.0,05000US51510,51,510,D,Owner,N/A,30% AMI or less,Hispanic
"Alexandria city, Virginia",0.0,161.0,93.0,05000US51510,51,510,D,Owner,N/A,30% AMI or less,Other
"Alexandria city, Virginia",0.0,161.0,94.0,05000US51510,51,510,S,Owner,N/A,30.1-50% AMI,All
"Alexandria city, Virginia",0.0,161.0,95.0,05000US51510,51,510,D,Owner,N/A,30.1-50% AMI,White
"Alexandria city, Virginia",0.0,161.0,96.0,05000US51510,51,510,D,Owner,N/A,30.1-50% AMI,Black
"Alexandria city, Virginia",0.0,161.0,97.0,05000US51510,51,510,D,Owner,N/A,30.1-50% AMI,Asian
"Alexandria city, Virginia",0.0,161.0,98.0,05000US51510,51,510,D,Owner,N/A,30.1-50% AMI,American Indian
"Alexandria city, Virginia",0.0,161.0,99.0,05000US51510,51,510,D,Owner,N/A,30.1-50% AMI,Pacific Islander
"Alexandria city, Virginia",0.0,161.0,100.0,05000US51510,51,510,D,Owner,N/A,30.1-50% AMI,Hispanic
"Alexandria city, Virginia",0.0,161.0,101.0,05000US51510,51,510,D,Owner,N/A,30.1-50% AMI,Other
"Alexandria city, Virginia",0.0,161.0,102.0,05000US51510,51,510,S,Owner,N/A,50.1-80% AMI,All
"Alexandria city, Virginia",0.0,161.0,103.0,05000US51510,51,510,D,Owner,N/A,50.1-80% AMI,White
"Alexandria city, Virginia",0.0,161.0,104.0,05000US51510,51,510,D,Owner,N/A,50.1-80% AMI,Black
"Alexandria city, Virginia",0.0,161.0,105.0,05000US51510,51,510,D,Owner,N/A,50.1-80% AMI,Asian
"Alexandria city, Virginia",0.0,161.0,106.0,05000US51510,51,510,D,Owner,N/A,50.1-80% AMI,American Indian
"Alexandria city, Virginia",0.0,161.0,107.0,05000US51510,51,510,D,Owner,N/A,50.1-80% AMI,Pacific Islander
"Alexandria city, Virginia",0.0,161.0,108.0,05000US51510,51,510,D,Owner,N/A,50.1-80% AMI,Hispanic
"Alexandria city, Virginia",0.0,161.0,109.0,05000US51510,51,510,D,Owner,N/A,50.1-80% AMI,Other
"Alexandria city, Virginia",0.0,161.0,110.0,05000US51510,51,510,S,Owner,N/A,80.1-95% AMI,All
"Alexandria city, Virginia",0.0,161.0,111.0,05000US51510,51,510,D,Owner,N/A,80.1-95% AMI,White
