name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Race
"Hampton city, Virginia",54650.0,823.0,1.0,05000US51650,51,650,T,All,All,All,All
"Hampton city, Virginia",33030.0,1005.0,2.0,05000US51650,51,650,S,Owner,All,All,All
"Hampton city, Virginia",9585.0,835.0,3.0,05000US51650,51,650,S,Owner,Yes,All,All
"Hampton city, Virginia",1805.0,315.0,4.0,05000US51650,51,650,S,Owner,Yes,30% AMI or less,All
"Hampton city, Virginia",1035.0,283.0,5.0,05000US51650,51,650,D,Owner,Yes,30% AMI or less,White
"Hampton city, Virginia",665.0,206.0,6.0,05000US51650,51,650,D,Owner,Yes,30% AMI or less,Black
"Hampton city, Virginia",45.0,58.0,7.0,05000US51650,51,650,D,Owner,Yes,30% AMI or less,Asian
"Hampton city, Virginia",0.0,161.0,8.0,05000US51650,51,650,D,Owner,Yes,30% AMI or less,American Indian
"Hampton city, Virginia",0.0,161.0,9.0,05000US51650,51,650,D,Owner,Yes,30% AMI or less,Pacific Islander
"Hampton city, Virginia",15.0,26.0,10.0,05000US51650,51,650,D,Owner,Yes,30% AMI or less,Hispanic
"Hampton city, Virginia",45.0,44.0,11.0,05000US51650,51,650,D,Owner,Yes,30% AMI or less,Other
"Hampton city, Virginia",1590.0,384.0,12.0,05000US51650,51,650,S,Owner,Yes,30.1-50% AMI,All
"Hampton city, Virginia",775.0,244.0,13.0,05000US51650,51,650,D,Owner,Yes,30.1-50% AMI,White
"Hampton city, Virginia",635.0,238.0,14.0,05000US51650,51,650,D,Owner,Yes,30.1-50% AMI,Black
"Hampton city, Virginia",120.0,90.0,15.0,05000US51650,51,650,D,Owner,Yes,30.1-50% AMI,Asian
"Hampton city, Virginia",0.0,161.0,16.0,05000US51650,51,650,D,Owner,Yes,30.1-50% AMI,American Indian
"Hampton city, Virginia",0.0,161.0,17.0,05000US51650,51,650,D,Owner,Yes,30.1-50% AMI,Pacific Islander
"Hampton city, Virginia",30.0,54.0,18.0,05000US51650,51,650,D,Owner,Yes,30.1-50% AMI,Hispanic
"Hampton city, Virginia",30.0,35.0,19.0,05000US51650,51,650,D,Owner,Yes,30.1-50% AMI,Other
"Hampton city, Virginia",2725.0,488.0,20.0,05000US51650,51,650,S,Owner,Yes,50.1-80% AMI,All
"Hampton city, Virginia",1390.0,348.0,21.0,05000US51650,51,650,D,Owner,Yes,50.1-80% AMI,White
"Hampton city, Virginia",1065.0,279.0,22.0,05000US51650,51,650,D,Owner,Yes,50.1-80% AMI,Black
"Hampton city, Virginia",20.0,35.0,23.0,05000US51650,51,650,D,Owner,Yes,50.1-80% AMI,Asian
"Hampton city, Virginia",0.0,161.0,24.0,05000US51650,51,650,D,Owner,Yes,50.1-80% AMI,American Indian
"Hampton city, Virginia",0.0,161.0,25.0,05000US51650,51,650,D,Owner,Yes,50.1-80% AMI,Pacific Islander
"Hampton city, Virginia",175.0,166.0,26.0,05000US51650,51,650,D,Owner,Yes,50.1-80% AMI,Hispanic
"Hampton city, Virginia",80.0,91.0,27.0,05000US51650,51,650,D,Owner,Yes,50.1-80% AMI,Other
"Hampton city, Virginia",1265.0,378.0,28.0,05000US51650,51,650,S,Owner,Yes,80.1-95% AMI,All
"Hampton city, Virginia",520.0,202.0,29.0,05000US51650,51,650,D,Owner,Yes,80.1-95% AMI,White
"Hampton city, Virginia",670.0,372.0,30.0,05000US51650,51,650,D,Owner,Yes,80.1-95% AMI,Black
"Hampton city, Virginia",0.0,161.0,31.0,05000US51650,51,650,D,Owner,Yes,80.1-95% AMI,Asian
"Hampton city, Virginia",0.0,161.0,32.0,05000US51650,51,650,D,Owner,Yes,80.1-95% AMI,American Indian
"Hampton city, Virginia",0.0,161.0,33.0,05000US51650,51,650,D,Owner,Yes,80.1-95% AMI,Pacific Islander
"Hampton city, Virginia",35.0,60.0,34.0,05000US51650,51,650,D,Owner,Yes,80.1-95% AMI,Hispanic
"Hampton city, Virginia",40.0,45.0,35.0,05000US51650,51,650,D,Owner,Yes,80.1-95% AMI,Other
"Hampton city, Virginia",2195.0,399.0,36.0,05000US51650,51,650,S,Owner,Yes,95.1% AMI and above,All
"Hampton city, Virginia",1190.0,298.0,37.0,05000US51650,51,650,D,Owner,Yes,95.1% AMI and above,White
"Hampton city, Virginia",920.0,273.0,38.0,05000US51650,51,650,D,Owner,Yes,95.1% AMI and above,Black
"Hampton city, Virginia",15.0,24.0,39.0,05000US51650,51,650,D,Owner,Yes,95.1% AMI and above,Asian
"Hampton city, Virginia",0.0,161.0,40.0,05000US51650,51,650,D,Owner,Yes,95.1% AMI and above,American Indian
"Hampton city, Virginia",0.0,161.0,41.0,05000US51650,51,650,D,Owner,Yes,95.1% AMI and above,Pacific Islander
"Hampton city, Virginia",30.0,45.0,42.0,05000US51650,51,650,D,Owner,Yes,95.1% AMI and above,Hispanic
"Hampton city, Virginia",45.0,55.0,43.0,05000US51650,51,650,D,Owner,Yes,95.1% AMI and above,Other
"Hampton city, Virginia",23375.0,922.0,44.0,05000US51650,51,650,S,Owner,No,All,All
"Hampton city, Virginia",105.0,72.0,45.0,05000US51650,51,650,S,Owner,No,30% AMI or less,All
"Hampton city, Virginia",95.0,68.0,46.0,05000US51650,51,650,D,Owner,No,30% AMI or less,White
"Hampton city, Virginia",15.0,24.0,47.0,05000US51650,51,650,D,Owner,No,30% AMI or less,Black
"Hampton city, Virginia",0.0,161.0,48.0,05000US51650,51,650,D,Owner,No,30% AMI or less,Asian
"Hampton city, Virginia",0.0,161.0,49.0,05000US51650,51,650,D,Owner,No,30% AMI or less,American Indian
"Hampton city, Virginia",0.0,161.0,50.0,05000US51650,51,650,D,Owner,No,30% AMI or less,Pacific Islander
"Hampton city, Virginia",0.0,161.0,51.0,05000US51650,51,650,D,Owner,No,30% AMI or less,Hispanic
"Hampton city, Virginia",0.0,161.0,52.0,05000US51650,51,650,D,Owner,No,30% AMI or less,Other
