name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Race
"Staunton city, Virginia",9710.0,381.0,1.0,05000US51790,51,790,T,All,All,All,All
"Staunton city, Virginia",5780.0,380.0,2.0,05000US51790,51,790,S,Owner,All,All,All
"Staunton city, Virginia",1115.0,310.0,3.0,05000US51790,51,790,S,Owner,Yes,All,All
"Staunton city, Virginia",370.0,186.0,4.0,05000US51790,51,790,S,Owner,Yes,30% AMI or less,All
"Staunton city, Virginia",240.0,139.0,5.0,05000US51790,51,790,D,Owner,Yes,30% AMI or less,White
"Staunton city, Virginia",130.0,118.0,6.0,05000US51790,51,790,D,Owner,Yes,30% AMI or less,Black
"Staunton city, Virginia",0.0,161.0,7.0,05000US51790,51,790,D,Owner,Yes,30% AMI or less,Asian
"Staunton city, Virginia",0.0,161.0,8.0,05000US51790,51,790,D,Owner,Yes,30% AMI or less,American Indian
"Staunton city, Virginia",0.0,161.0,9.0,05000US51790,51,790,D,Owner,Yes,30% AMI or less,Pacific Islander
"Staunton city, Virginia",0.0,161.0,10.0,05000US51790,51,790,D,Owner,Yes,30% AMI or less,Hispanic
"Staunton city, Virginia",0.0,161.0,11.0,05000US51790,51,790,D,Owner,Yes,30% AMI or less,Other
"Staunton city, Virginia",200.0,102.0,12.0,05000US51790,51,790,S,Owner,Yes,30.1-50% AMI,All
"Staunton city, Virginia",145.0,87.0,13.0,05000US51790,51,790,D,Owner,Yes,30.1-50% AMI,White
"Staunton city, Virginia",55.0,56.0,14.0,05000US51790,51,790,D,Owner,Yes,30.1-50% AMI,Black
"Staunton city, Virginia",0.0,161.0,15.0,05000US51790,51,790,D,Owner,Yes,30.1-50% AMI,Asian
"Staunton city, Virginia",0.0,161.0,16.0,05000US51790,51,790,D,Owner,Yes,30.1-50% AMI,American Indian
"Staunton city, Virginia",0.0,161.0,17.0,05000US51790,51,790,D,Owner,Yes,30.1-50% AMI,Pacific Islander
"Staunton city, Virginia",0.0,161.0,18.0,05000US51790,51,790,D,Owner,Yes,30.1-50% AMI,Hispanic
"Staunton city, Virginia",0.0,161.0,19.0,05000US51790,51,790,D,Owner,Yes,30.1-50% AMI,Other
"Staunton city, Virginia",220.0,125.0,20.0,05000US51790,51,790,S,Owner,Yes,50.1-80% AMI,All
"Staunton city, Virginia",190.0,118.0,21.0,05000US51790,51,790,D,Owner,Yes,50.1-80% AMI,White
"Staunton city, Virginia",15.0,21.0,22.0,05000US51790,51,790,D,Owner,Yes,50.1-80% AMI,Black
"Staunton city, Virginia",0.0,161.0,23.0,05000US51790,51,790,D,Owner,Yes,50.1-80% AMI,Asian
"Staunton city, Virginia",0.0,161.0,24.0,05000US51790,51,790,D,Owner,Yes,50.1-80% AMI,American Indian
"Staunton city, Virginia",0.0,161.0,25.0,05000US51790,51,790,D,Owner,Yes,50.1-80% AMI,Pacific Islander
"Staunton city, Virginia",15.0,24.0,26.0,05000US51790,51,790,D,Owner,Yes,50.1-80% AMI,Hispanic
"Staunton city, Virginia",0.0,161.0,27.0,05000US51790,51,790,D,Owner,Yes,50.1-80% AMI,Other
"Staunton city, Virginia",195.0,142.0,28.0,05000US51790,51,790,S,Owner,Yes,80.1-95% AMI,All
"Staunton city, Virginia",185.0,140.0,29.0,05000US51790,51,790,D,Owner,Yes,80.1-95% AMI,White
"Staunton city, Virginia",10.0,16.0,30.0,05000US51790,51,790,D,Owner,Yes,80.1-95% AMI,Black
