name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Race
"Tazewell County, Virginia",17755.0,507.0,1.0,05000US51185,51,185,T,All,All,All,All
"Tazewell County, Virginia",13110.0,549.0,2.0,05000US51185,51,185,S,Owner,All,All,All
"Tazewell County, Virginia",1900.0,326.0,3.0,05000US51185,51,185,S,Owner,Yes,All,All
"Tazewell County, Virginia",690.0,214.0,4.0,05000US51185,51,185,S,Owner,Yes,30% AMI or less,All
"Tazewell County, Virginia",635.0,210.0,5.0,05000US51185,51,185,D,Owner,Yes,30% AMI or less,White
"Tazewell County, Virginia",20.0,39.0,6.0,05000US51185,51,185,D,Owner,Yes,30% AMI or less,Black
"Tazewell County, Virginia",0.0,161.0,7.0,05000US51185,51,185,D,Owner,Yes,30% AMI or less,Asian
"Tazewell County, Virginia",0.0,161.0,8.0,05000US51185,51,185,D,Owner,Yes,30% AMI or less,American Indian
"Tazewell County, Virginia",0.0,161.0,9.0,05000US51185,51,185,D,Owner,Yes,30% AMI or less,Pacific Islander
"Tazewell County, Virginia",0.0,161.0,10.0,05000US51185,51,185,D,Owner,Yes,30% AMI or less,Hispanic
"Tazewell County, Virginia",35.0,61.0,11.0,05000US51185,51,185,D,Owner,Yes,30% AMI or less,Other
"Tazewell County, Virginia",540.0,197.0,12.0,05000US51185,51,185,S,Owner,Yes,30.1-50% AMI,All
"Tazewell County, Virginia",540.0,197.0,13.0,05000US51185,51,185,D,Owner,Yes,30.1-50% AMI,White
"Tazewell County, Virginia",0.0,161.0,14.0,05000US51185,51,185,D,Owner,Yes,30.1-50% AMI,Black
"Tazewell County, Virginia",0.0,161.0,15.0,05000US51185,51,185,D,Owner,Yes,30.1-50% AMI,Asian
"Tazewell County, Virginia",0.0,161.0,16.0,05000US51185,51,185,D,Owner,Yes,30.1-50% AMI,American Indian
"Tazewell County, Virginia",0.0,161.0,17.0,05000US51185,51,185,D,Owner,Yes,30.1-50% AMI,Pacific Islander
"Tazewell County, Virginia",0.0,161.0,18.0,05000US51185,51,185,D,Owner,Yes,30.1-50% AMI,Hispanic
"Tazewell County, Virginia",0.0,161.0,19.0,05000US51185,51,185,D,Owner,Yes,30.1-50% AMI,Other
"Tazewell County, Virginia",310.0,145.0,20.0,05000US51185,51,185,S,Owner,Yes,50.1-80% AMI,All
"Tazewell County, Virginia",310.0,145.0,21.0,05000US51185,51,185,D,Owner,Yes,50.1-80% AMI,White
"Tazewell County, Virginia",0.0,161.0,22.0,05000US51185,51,185,D,Owner,Yes,50.1-80% AMI,Black
"Tazewell County, Virginia",0.0,161.0,23.0,05000US51185,51,185,D,Owner,Yes,50.1-80% AMI,Asian
"Tazewell County, Virginia",0.0,161.0,24.0,05000US51185,51,185,D,Owner,Yes,50.1-80% AMI,American Indian
"Tazewell County, Virginia",0.0,161.0,25.0,05000US51185,51,185,D,Owner,Yes,50.1-80% AMI,Pacific Islander
