name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Race
"Spotsylvania County, Virginia",40855.0,580.0,1.0,05000US51177,51,177,T,All,All,All,All
"Spotsylvania County, Virginia",33355.0,828.0,2.0,05000US51177,51,177,S,Owner,All,All,All
"Spotsylvania County, Virginia",10410.0,878.0,3.0,05000US51177,51,177,S,Owner,Yes,All,All
"Spotsylvania County, Virginia",1680.0,426.0,4.0,05000US51177,51,177,S,Owner,Yes,30% AMI or less,All
"Spotsylvania County, Virginia",1195.0,378.0,5.0,05000US51177,51,177,D,Owner,Yes,30% AMI or less,White
"Spotsylvania County, Virginia",270.0,173.0,6.0,05000US51177,51,177,D,Owner,Yes,30% AMI or less,Black
"Spotsylvania County, Virginia",0.0,161.0,7.0,05000US51177,51,177,D,Owner,Yes,30% AMI or less,Asian
"Spotsylvania County, Virginia",35.0,59.0,8.0,05000US51177,51,177,D,Owner,Yes,30% AMI or less,American Indian
"Spotsylvania County, Virginia",0.0,161.0,9.0,05000US51177,51,177,D,Owner,Yes,30% AMI or less,Pacific Islander
"Spotsylvania County, Virginia",60.0,49.0,10.0,05000US51177,51,177,D,Owner,Yes,30% AMI or less,Hispanic
"Spotsylvania County, Virginia",120.0,123.0,11.0,05000US51177,51,177,D,Owner,Yes,30% AMI or less,Other
"Spotsylvania County, Virginia",2130.0,416.0,12.0,05000US51177,51,177,S,Owner,Yes,30.1-50% AMI,All
"Spotsylvania County, Virginia",1365.0,309.0,13.0,05000US51177,51,177,D,Owner,Yes,30.1-50% AMI,White
"Spotsylvania County, Virginia",380.0,187.0,14.0,05000US51177,51,177,D,Owner,Yes,30.1-50% AMI,Black
"Spotsylvania County, Virginia",80.0,67.0,15.0,05000US51177,51,177,D,Owner,Yes,30.1-50% AMI,Asian
"Spotsylvania County, Virginia",0.0,161.0,16.0,05000US51177,51,177,D,Owner,Yes,30.1-50% AMI,American Indian
