name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Elderly_Status
"Staunton city, Virginia",175.0,111.0,31.0,05000US51790,51,790,D,Owner,no,30.1-50% AMI,Extra-elderly
"Staunton city, Virginia",35.0,45.0,32.0,05000US51790,51,790,D,Owner,no,30.1-50% AMI,Non-elderly
"Staunton city, Virginia",605.0,196.0,33.0,05000US51790,51,790,S,Owner,no,50.1-80% AMI,All
"Staunton city, Virginia",195.0,131.0,34.0,05000US51790,51,790,D,Owner,no,50.1-80% AMI,Elderly
"Staunton city, Virginia",265.0,114.0,35.0,05000US51790,51,790,D,Owner,no,50.1-80% AMI,Extra-elderly
"Staunton city, Virginia",145.0,94.0,36.0,05000US51790,51,790,D,Owner,no,50.1-80% AMI,Non-elderly
"Staunton city, Virginia",370.0,152.0,37.0,05000US51790,51,790,S,Owner,no,80.1-95% AMI,All
"Staunton city, Virginia",120.0,89.0,38.0,05000US51790,51,790,D,Owner,no,80.1-95% AMI,Elderly
"Staunton city, Virginia",75.0,63.0,39.0,05000US51790,51,790,D,Owner,no,80.1-95% AMI,Extra-elderly
"Staunton city, Virginia",175.0,106.0,40.0,05000US51790,51,790,D,Owner,no,80.1-95% AMI,Non-elderly
"Staunton city, Virginia",3300.0,352.0,41.0,05000US51790,51,790,S,Owner,no,95.1% AMI and above,All
"Staunton city, Virginia",685.0,172.0,42.0,05000US51790,51,790,D,Owner,no,95.1% AMI and above,Elderly
"Staunton city, Virginia",270.0,116.0,43.0,05000US51790,51,790,D,Owner,no,95.1% AMI and above,Extra-elderly
"Staunton city, Virginia",2340.0,327.0,44.0,05000US51790,51,790,D,Owner,no,95.1% AMI and above,Non-elderly
"Staunton city, Virginia",40.0,51.0,45.0,05000US51790,51,790,S,Owner,N/A,All,All
"Staunton city, Virginia",40.0,51.0,46.0,05000US51790,51,790,S,Owner,N/A,30% AMI or less,All
"Staunton city, Virginia",0.0,161.0,47.0,05000US51790,51,790,D,Owner,N/A,30% AMI or less,Elderly
"Staunton city, Virginia",0.0,161.0,48.0,05000US51790,51,790,D,Owner,N/A,30% AMI or less,Extra-elderly
"Staunton city, Virginia",40.0,51.0,49.0,05000US51790,51,790,D,Owner,N/A,30% AMI or less,Non-elderly
"Staunton city, Virginia",0.0,161.0,50.0,05000US51790,51,790,S,Owner,N/A,30.1-50% AMI,All
"Staunton city, Virginia",0.0,161.0,51.0,05000US51790,51,790,D,Owner,N/A,30.1-50% AMI,Elderly
"Staunton city, Virginia",0.0,161.0,52.0,05000US51790,51,790,D,Owner,N/A,30.1-50% AMI,Extra-elderly
"Staunton city, Virginia",0.0,161.0,53.0,05000US51790,51,790,D,Owner,N/A,30.1-50% AMI,Non-elderly
"Staunton city, Virginia",0.0,161.0,54.0,05000US51790,51,790,S,Owner,N/A,50.1-80% AMI,All
"Staunton city, Virginia",0.0,161.0,55.0,05000US51790,51,790,D,Owner,N/A,50.1-80% AMI,Elderly
"Staunton city, Virginia",0.0,161.0,56.0,05000US51790,51,790,D,Owner,N/A,50.1-80% AMI,Extra-elderly
"Staunton city, Virginia",0.0,161.0,57.0,05000US51790,51,790,D,Owner,N/A,50.1-80% AMI,Non-elderly
"Staunton city, Virginia",0.0,161.0,58.0,05000US51790,51,790,S,Owner,N/A,80.1-95% AMI,All
"Staunton city, Virginia",0.0,161.0,59.0,05000US51790,51,790,D,Owner,N/A,80.1-95% AMI,Elderly
"Staunton city, Virginia",0.0,161.0,60.0,05000US51790,51,790,D,Owner,N/A,80.1-95% AMI,Extra-elderly
"Staunton city, Virginia",0.0,161.0,61.0,05000US51790,51,790,D,Owner,N/A,80.1-95% AMI,Non-elderly
"Staunton city, Virginia",0.0,161.0,62.0,05000US51790,51,790,S,Owner,N/A,95.1% AMI and above,All
"Staunton city, Virginia",0.0,161.0,63.0,05000US51790,51,790,D,Owner,N/A,95.1% AMI and above,Elderly
"Staunton city, Virginia",0.0,161.0,64.0,05000US51790,51,790,D,Owner,N/A,95.1% AMI and above,Extra-elderly
"Staunton city, Virginia",0.0,161.0,65.0,05000US51790,51,790,D,Owner,N/A,95.1% AMI and above,Non-elderly
"Staunton city, Virginia",3930.0,422.0,66.0,05000US51790,51,790,S,Renter,All,All,All
"Staunton city, Virginia",1640.0,343.0,67.0,05000US51790,51,790,S,Renter,Yes,All,All
"Staunton city, Virginia",635.0,219.0,68.0,05000US51790,51,790,S,Renter,Yes,30% AMI or less,All
"Staunton city, Virginia",50.0,51.0,69.0,05000US51790,51,790,D,Renter,Yes,30% AMI or less,Elderly
"Staunton city, Virginia",30.0,37.0,70.0,05000US51790,51,790,D,Renter,Yes,30% AMI or less,Extra-elderly
"Staunton city, Virginia",555.0,216.0,71.0,05000US51790,51,790,D,Renter,Yes,30% AMI or less,Non-elderly
"Staunton city, Virginia",675.0,248.0,72.0,05000US51790,51,790,S,Renter,Yes,30.1-50% AMI,All
"Staunton city, Virginia",60.0,55.0,73.0,05000US51790,51,790,D,Renter,Yes,30.1-50% AMI,Elderly
"Staunton city, Virginia",95.0,89.0,74.0,05000US51790,51,790,D,Renter,Yes,30.1-50% AMI,Extra-elderly
"Staunton city, Virginia",520.0,223.0,75.0,05000US51790,51,790,D,Renter,Yes,30.1-50% AMI,Non-elderly
"Staunton city, Virginia",305.0,138.0,76.0,05000US51790,51,790,S,Renter,Yes,50.1-80% AMI,All
"Staunton city, Virginia",30.0,43.0,77.0,05000US51790,51,790,D,Renter,Yes,50.1-80% AMI,Elderly
"Staunton city, Virginia",0.0,161.0,78.0,05000US51790,51,790,D,Renter,Yes,50.1-80% AMI,Extra-elderly
"Staunton city, Virginia",270.0,146.0,79.0,05000US51790,51,790,D,Renter,Yes,50.1-80% AMI,Non-elderly
"Staunton city, Virginia",0.0,161.0,80.0,05000US51790,51,790,S,Renter,Yes,80.1-95% AMI,All
"Staunton city, Virginia",0.0,161.0,81.0,05000US51790,51,790,D,Renter,Yes,80.1-95% AMI,Elderly
"Staunton city, Virginia",0.0,161.0,82.0,05000US51790,51,790,D,Renter,Yes,80.1-95% AMI,Extra-elderly
"Staunton city, Virginia",0.0,161.0,83.0,05000US51790,51,790,D,Renter,Yes,80.1-95% AMI,Non-elderly
"Staunton city, Virginia",30.0,26.0,84.0,05000US51790,51,790,S,Renter,Yes,95.1% AMI and above,All
"Staunton city, Virginia",0.0,161.0,85.0,05000US51790,51,790,D,Renter,Yes,95.1% AMI and above,Elderly
"Staunton city, Virginia",15.0,25.0,86.0,05000US51790,51,790,D,Renter,Yes,95.1% AMI and above,Extra-elderly
"Staunton city, Virginia",15.0,24.0,87.0,05000US51790,51,790,D,Renter,Yes,95.1% AMI and above,Non-elderly
"Staunton city, Virginia",1935.0,396.0,88.0,05000US51790,51,790,S,Renter,No,All,All
"Staunton city, Virginia",65.0,53.0,89.0,05000US51790,51,790,S,Renter,No,30% AMI or less,All
"Staunton city, Virginia",55.0,51.0,90.0,05000US51790,51,790,D,Renter,No,30% AMI or less,Elderly
"Staunton city, Virginia",0.0,161.0,91.0,05000US51790,51,790,D,Renter,No,30% AMI or less,Extra-elderly
"Staunton city, Virginia",10.0,21.0,92.0,05000US51790,51,790,D,Renter,No,30% AMI or less,Non-elderly
"Staunton city, Virginia",155.0,91.0,93.0,05000US51790,51,790,S,Renter,No,30.1-50% AMI,All
"Staunton city, Virginia",85.0,62.0,94.0,05000US51790,51,790,D,Renter,No,30.1-50% AMI,Elderly
"Staunton city, Virginia",15.0,25.0,95.0,05000US51790,51,790,D,Renter,No,30.1-50% AMI,Extra-elderly
"Staunton city, Virginia",60.0,75.0,96.0,05000US51790,51,790,D,Renter,No,30.1-50% AMI,Non-elderly
"Staunton city, Virginia",570.0,268.0,97.0,05000US51790,51,790,S,Renter,No,50.1-80% AMI,All
"Staunton city, Virginia",30.0,47.0,98.0,05000US51790,51,790,D,Renter,No,50.1-80% AMI,Elderly
"Staunton city, Virginia",170.0,190.0,99.0,05000US51790,51,790,D,Renter,No,50.1-80% AMI,Extra-elderly
"Staunton city, Virginia",370.0,164.0,100.0,05000US51790,51,790,D,Renter,No,50.1-80% AMI,Non-elderly
"Staunton city, Virginia",415.0,167.0,101.0,05000US51790,51,790,S,Renter,No,80.1-95% AMI,All
"Staunton city, Virginia",45.0,56.0,102.0,05000US51790,51,790,D,Renter,No,80.1-95% AMI,Elderly
"Staunton city, Virginia",25.0,47.0,103.0,05000US51790,51,790,D,Renter,No,80.1-95% AMI,Extra-elderly
"Staunton city, Virginia",345.0,148.0,104.0,05000US51790,51,790,D,Renter,No,80.1-95% AMI,Non-elderly
"Staunton city, Virginia",730.0,256.0,105.0,05000US51790,51,790,S,Renter,No,95.1% AMI and above,All
"Staunton city, Virginia",45.0,54.0,106.0,05000US51790,51,790,D,Renter,No,95.1% AMI and above,Elderly
"Staunton city, Virginia",75.0,80.0,107.0,05000US51790,51,790,D,Renter,No,95.1% AMI and above,Extra-elderly
"Staunton city, Virginia",610.0,237.0,108.0,05000US51790,51,790,D,Renter,No,95.1% AMI and above,Non-elderly
"Staunton city, Virginia",355.0,174.0,109.0,05000US51790,51,790,S,Renter,N/A,All,All
"Staunton city, Virginia",290.0,173.0,110.0,05000US51790,51,790,S,Renter,N/A,30% AMI or less,All
"Staunton city, Virginia",0.0,161.0,111.0,05000US51790,51,790,D,Renter,N/A,30% AMI or less,Elderly
"Staunton city, Virginia",0.0,161.0,112.0,05000US51790,51,790,D,Renter,N/A,30% AMI or less,Extra-elderly
"Staunton city, Virginia",290.0,173.0,113.0,05000US51790,51,790,D,Renter,N/A,30% AMI or less,Non-elderly
"Staunton city, Virginia",30.0,37.0,114.0,05000US51790,51,790,S,Renter,N/A,30.1-50% AMI,All
"Staunton city, Virginia",0.0,161.0,115.0,05000US51790,51,790,D,Renter,N/A,30.1-50% AMI,Elderly
"Staunton city, Virginia",30.0,37.0,116.0,05000US51790,51,790,D,Renter,N/A,30.1-50% AMI,Extra-elderly
"Staunton city, Virginia",0.0,161.0,117.0,05000US51790,51,790,D,Renter,N/A,30.1-50% AMI,Non-elderly
"Staunton city, Virginia",35.0,47.0,118.0,05000US51790,51,790,S,Renter,N/A,50.1-80% AMI,All
"Staunton city, Virginia",0.0,161.0,119.0,05000US51790,51,790,D,Renter,N/A,50.1-80% AMI,Elderly
"Staunton city, Virginia",0.0,161.0,120.0,05000US51790,51,790,D,Renter,N/A,50.1-80% AMI,Extra-elderly
"Staunton city, Virginia",35.0,47.0,121.0,05000US51790,51,790,D,Renter,N/A,50.1-80% AMI,Non-elderly
"Staunton city, Virginia",0.0,161.0,122.0,05000US51790,51,790,S,Renter,N/A,80.1-95% AMI,All
"Staunton city, Virginia",0.0,161.0,123.0,05000US51790,51,790,D,Renter,N/A,80.1-95% AMI,Elderly
"Staunton city, Virginia",0.0,161.0,124.0,05000US51790,51,790,D,Renter,N/A,80.1-95% AMI,Extra-elderly
"Staunton city, Virginia",0.0,161.0,125.0,05000US51790,51,790,D,Renter,N/A,80.1-95% AMI,Non-elderly
"Staunton city, Virginia",0.0,161.0,126.0,05000US51790,51,790,S,Renter,N/A,95.1% AMI and above,All
"Staunton city, Virginia",0.0,161.0,127.0,05000US51790,51,790,D,Renter,N/A,95.1% AMI and above,Elderly
"Staunton city, Virginia",0.0,161.0,128.0,05000US51790,51,790,D,Renter,N/A,95.1% AMI and above,Extra-elderly
"Staunton city, Virginia",0.0,161.0,129.0,05000US51790,51,790,D,Renter,N/A,95.1% AMI and above,Non-elderly
