name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Elderly_Status
"Newport News city, Virginia",73275.0,721.0,1.0,05000US51700,51,700,T,All,All,All,All
"Newport News city, Virginia",38530.0,1070.0,2.0,05000US51700,51,700,S,Owner,All,All,All
"Newport News city, Virginia",10335.0,944.0,3.0,05000US51700,51,700,S,Owner,yes,All,All
"Newport News city, Virginia",2090.0,457.0,4.0,05000US51700,51,700,S,Owner,yes,30% AMI or less,All
"Newport News city, Virginia",505.0,231.0,5.0,05000US51700,51,700,D,Owner,yes,30% AMI or less,Elderly
"Newport News city, Virginia",495.0,191.0,6.0,05000US51700,51,700,D,Owner,yes,30% AMI or less,Extra-elderly
"Newport News city, Virginia",1090.0,348.0,7.0,05000US51700,51,700,D,Owner,yes,30% AMI or less,Non-elderly
"Newport News city, Virginia",1820.0,359.0,8.0,05000US51700,51,700,S,Owner,yes,30.1-50% AMI,All
"Newport News city, Virginia",530.0,209.0,9.0,05000US51700,51,700,D,Owner,yes,30.1-50% AMI,Elderly
"Newport News city, Virginia",420.0,189.0,10.0,05000US51700,51,700,D,Owner,yes,30.1-50% AMI,Extra-elderly
"Newport News city, Virginia",870.0,233.0,11.0,05000US51700,51,700,D,Owner,yes,30.1-50% AMI,Non-elderly
"Newport News city, Virginia",2630.0,405.0,12.0,05000US51700,51,700,S,Owner,yes,50.1-80% AMI,All
"Newport News city, Virginia",445.0,186.0,13.0,05000US51700,51,700,D,Owner,yes,50.1-80% AMI,Elderly
"Newport News city, Virginia",70.0,59.0,14.0,05000US51700,51,700,D,Owner,yes,50.1-80% AMI,Extra-elderly
"Newport News city, Virginia",2115.0,369.0,15.0,05000US51700,51,700,D,Owner,yes,50.1-80% AMI,Non-elderly
"Newport News city, Virginia",1235.0,368.0,16.0,05000US51700,51,700,S,Owner,yes,80.1-95% AMI,All
"Newport News city, Virginia",130.0,136.0,17.0,05000US51700,51,700,D,Owner,yes,80.1-95% AMI,Elderly
"Newport News city, Virginia",60.0,56.0,18.0,05000US51700,51,700,D,Owner,yes,80.1-95% AMI,Extra-elderly
"Newport News city, Virginia",1045.0,291.0,19.0,05000US51700,51,700,D,Owner,yes,80.1-95% AMI,Non-elderly
"Newport News city, Virginia",2555.0,530.0,20.0,05000US51700,51,700,S,Owner,yes,95.1% AMI and above,All
"Newport News city, Virginia",425.0,157.0,21.0,05000US51700,51,700,D,Owner,yes,95.1% AMI and above,Elderly
"Newport News city, Virginia",120.0,90.0,22.0,05000US51700,51,700,D,Owner,yes,95.1% AMI and above,Extra-elderly
"Newport News city, Virginia",2010.0,485.0,23.0,05000US51700,51,700,D,Owner,yes,95.1% AMI and above,Non-elderly
"Newport News city, Virginia",27970.0,1357.0,24.0,05000US51700,51,700,S,Owner,no,All,All
"Newport News city, Virginia",305.0,143.0,25.0,05000US51700,51,700,S,Owner,no,30% AMI or less,All
"Newport News city, Virginia",25.0,42.0,26.0,05000US51700,51,700,D,Owner,no,30% AMI or less,Elderly
"Newport News city, Virginia",170.0,108.0,27.0,05000US51700,51,700,D,Owner,no,30% AMI or less,Extra-elderly
"Newport News city, Virginia",110.0,85.0,28.0,05000US51700,51,700,D,Owner,no,30% AMI or less,Non-elderly
"Newport News city, Virginia",910.0,330.0,29.0,05000US51700,51,700,S,Owner,no,30.1-50% AMI,All
"Newport News city, Virginia",110.0,82.0,30.0,05000US51700,51,700,D,Owner,no,30.1-50% AMI,Elderly
"Newport News city, Virginia",490.0,205.0,31.0,05000US51700,51,700,D,Owner,no,30.1-50% AMI,Extra-elderly
"Newport News city, Virginia",310.0,179.0,32.0,05000US51700,51,700,D,Owner,no,30.1-50% AMI,Non-elderly
"Newport News city, Virginia",3300.0,454.0,33.0,05000US51700,51,700,S,Owner,no,50.1-80% AMI,All
"Newport News city, Virginia",1015.0,282.0,34.0,05000US51700,51,700,D,Owner,no,50.1-80% AMI,Elderly
"Newport News city, Virginia",890.0,202.0,35.0,05000US51700,51,700,D,Owner,no,50.1-80% AMI,Extra-elderly
"Newport News city, Virginia",1395.0,355.0,36.0,05000US51700,51,700,D,Owner,no,50.1-80% AMI,Non-elderly
"Newport News city, Virginia",1945.0,363.0,37.0,05000US51700,51,700,S,Owner,no,80.1-95% AMI,All
"Newport News city, Virginia",310.0,157.0,38.0,05000US51700,51,700,D,Owner,no,80.1-95% AMI,Elderly
"Newport News city, Virginia",355.0,166.0,39.0,05000US51700,51,700,D,Owner,no,80.1-95% AMI,Extra-elderly
"Newport News city, Virginia",1275.0,327.0,40.0,05000US51700,51,700,D,Owner,no,80.1-95% AMI,Non-elderly
"Newport News city, Virginia",21515.0,1203.0,41.0,05000US51700,51,700,S,Owner,no,95.1% AMI and above,All
"Newport News city, Virginia",3330.0,426.0,42.0,05000US51700,51,700,D,Owner,no,95.1% AMI and above,Elderly
"Newport News city, Virginia",1965.0,316.0,43.0,05000US51700,51,700,D,Owner,no,95.1% AMI and above,Extra-elderly
"Newport News city, Virginia",16220.0,1077.0,44.0,05000US51700,51,700,D,Owner,no,95.1% AMI and above,Non-elderly
"Newport News city, Virginia",225.0,114.0,45.0,05000US51700,51,700,S,Owner,N/A,All,All
"Newport News city, Virginia",225.0,114.0,46.0,05000US51700,51,700,S,Owner,N/A,30% AMI or less,All
"Newport News city, Virginia",85.0,74.0,47.0,05000US51700,51,700,D,Owner,N/A,30% AMI or less,Elderly
"Newport News city, Virginia",20.0,33.0,48.0,05000US51700,51,700,D,Owner,N/A,30% AMI or less,Extra-elderly
"Newport News city, Virginia",120.0,80.0,49.0,05000US51700,51,700,D,Owner,N/A,30% AMI or less,Non-elderly
"Newport News city, Virginia",0.0,161.0,50.0,05000US51700,51,700,S,Owner,N/A,30.1-50% AMI,All
"Newport News city, Virginia",0.0,161.0,51.0,05000US51700,51,700,D,Owner,N/A,30.1-50% AMI,Elderly
"Newport News city, Virginia",0.0,161.0,52.0,05000US51700,51,700,D,Owner,N/A,30.1-50% AMI,Extra-elderly
"Newport News city, Virginia",0.0,161.0,53.0,05000US51700,51,700,D,Owner,N/A,30.1-50% AMI,Non-elderly
"Newport News city, Virginia",0.0,161.0,54.0,05000US51700,51,700,S,Owner,N/A,50.1-80% AMI,All
"Newport News city, Virginia",0.0,161.0,55.0,05000US51700,51,700,D,Owner,N/A,50.1-80% AMI,Elderly
"Newport News city, Virginia",0.0,161.0,56.0,05000US51700,51,700,D,Owner,N/A,50.1-80% AMI,Extra-elderly
"Newport News city, Virginia",0.0,161.0,57.0,05000US51700,51,700,D,Owner,N/A,50.1-80% AMI,Non-elderly
"Newport News city, Virginia",0.0,161.0,58.0,05000US51700,51,700,S,Owner,N/A,80.1-95% AMI,All
"Newport News city, Virginia",0.0,161.0,59.0,05000US51700,51,700,D,Owner,N/A,80.1-95% AMI,Elderly
"Newport News city, Virginia",0.0,161.0,60.0,05000US51700,51,700,D,Owner,N/A,80.1-95% AMI,Extra-elderly
"Newport News city, Virginia",0.0,161.0,61.0,05000US51700,51,700,D,Owner,N/A,80.1-95% AMI,Non-elderly
"Newport News city, Virginia",0.0,161.0,62.0,05000US51700,51,700,S,Owner,N/A,95.1% AMI and above,All
"Newport News city, Virginia",0.0,161.0,63.0,05000US51700,51,700,D,Owner,N/A,95.1% AMI and above,Elderly
"Newport News city, Virginia",0.0,161.0,64.0,05000US51700,51,700,D,Owner,N/A,95.1% AMI and above,Extra-elderly
"Newport News city, Virginia",0.0,161.0,65.0,05000US51700,51,700,D,Owner,N/A,95.1% AMI and above,Non-elderly
"Newport News city, Virginia",34745.0,1133.0,66.0,05000US51700,51,700,S,Renter,All,All,All
"Newport News city, Virginia",16475.0,1151.0,67.0,05000US51700,51,700,S,Renter,Yes,All,All
"Newport News city, Virginia",6105.0,779.0,68.0,05000US51700,51,700,S,Renter,Yes,30% AMI or less,All
"Newport News city, Virginia",385.0,150.0,69.0,05000US51700,51,700,D,Renter,Yes,30% AMI or less,Elderly
"Newport News city, Virginia",395.0,176.0,70.0,05000US51700,51,700,D,Renter,Yes,30% AMI or less,Extra-elderly
"Newport News city, Virginia",5330.0,797.0,71.0,05000US51700,51,700,D,Renter,Yes,30% AMI or less,Non-elderly
"Newport News city, Virginia",5270.0,807.0,72.0,05000US51700,51,700,S,Renter,Yes,30.1-50% AMI,All
"Newport News city, Virginia",460.0,186.0,73.0,05000US51700,51,700,D,Renter,Yes,30.1-50% AMI,Elderly
"Newport News city, Virginia",460.0,193.0,74.0,05000US51700,51,700,D,Renter,Yes,30.1-50% AMI,Extra-elderly
"Newport News city, Virginia",4350.0,722.0,75.0,05000US51700,51,700,D,Renter,Yes,30.1-50% AMI,Non-elderly
"Newport News city, Virginia",4040.0,654.0,76.0,05000US51700,51,700,S,Renter,Yes,50.1-80% AMI,All
"Newport News city, Virginia",135.0,88.0,77.0,05000US51700,51,700,D,Renter,Yes,50.1-80% AMI,Elderly
"Newport News city, Virginia",375.0,247.0,78.0,05000US51700,51,700,D,Renter,Yes,50.1-80% AMI,Extra-elderly
"Newport News city, Virginia",3535.0,633.0,79.0,05000US51700,51,700,D,Renter,Yes,50.1-80% AMI,Non-elderly
"Newport News city, Virginia",425.0,198.0,80.0,05000US51700,51,700,S,Renter,Yes,80.1-95% AMI,All
"Newport News city, Virginia",0.0,161.0,81.0,05000US51700,51,700,D,Renter,Yes,80.1-95% AMI,Elderly
