name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Elderly_Status
"Newport News city, Virginia",85.0,89.0,82.0,05000US51700,51,700,D,Renter,Yes,80.1-95% AMI,Extra-elderly
"Newport News city, Virginia",340.0,173.0,83.0,05000US51700,51,700,D,Renter,Yes,80.1-95% AMI,Non-elderly
"Newport News city, Virginia",635.0,217.0,84.0,05000US51700,51,700,S,Renter,Yes,95.1% AMI and above,All
"Newport News city, Virginia",55.0,55.0,85.0,05000US51700,51,700,D,Renter,Yes,95.1% AMI and above,Elderly
"Newport News city, Virginia",105.0,78.0,86.0,05000US51700,51,700,D,Renter,Yes,95.1% AMI and above,Extra-elderly
"Newport News city, Virginia",470.0,203.0,87.0,05000US51700,51,700,D,Renter,Yes,95.1% AMI and above,Non-elderly
"Newport News city, Virginia",16780.0,1276.0,88.0,05000US51700,51,700,S,Renter,No,All,All
"Newport News city, Virginia",1385.0,349.0,89.0,05000US51700,51,700,S,Renter,No,30% AMI or less,All
"Newport News city, Virginia",400.0,162.0,90.0,05000US51700,51,700,D,Renter,No,30% AMI or less,Elderly
"Newport News city, Virginia",190.0,94.0,91.0,05000US51700,51,700,D,Renter,No,30% AMI or less,Extra-elderly
"Newport News city, Virginia",795.0,291.0,92.0,05000US51700,51,700,D,Renter,No,30% AMI or less,Non-elderly
"Newport News city, Virginia",730.0,235.0,93.0,05000US51700,51,700,S,Renter,No,30.1-50% AMI,All
"Newport News city, Virginia",115.0,97.0,94.0,05000US51700,51,700,D,Renter,No,30.1-50% AMI,Elderly
"Newport News city, Virginia",85.0,67.0,95.0,05000US51700,51,700,D,Renter,No,30.1-50% AMI,Extra-elderly
"Newport News city, Virginia",525.0,210.0,96.0,05000US51700,51,700,D,Renter,No,30.1-50% AMI,Non-elderly
"Newport News city, Virginia",3545.0,728.0,97.0,05000US51700,51,700,S,Renter,No,50.1-80% AMI,All
"Newport News city, Virginia",245.0,166.0,98.0,05000US51700,51,700,D,Renter,No,50.1-80% AMI,Elderly
"Newport News city, Virginia",80.0,70.0,99.0,05000US51700,51,700,D,Renter,No,50.1-80% AMI,Extra-elderly
"Newport News city, Virginia",3220.0,720.0,100.0,05000US51700,51,700,D,Renter,No,50.1-80% AMI,Non-elderly
"Newport News city, Virginia",2855.0,595.0,101.0,05000US51700,51,700,S,Renter,No,80.1-95% AMI,All
"Newport News city, Virginia",120.0,97.0,102.0,05000US51700,51,700,D,Renter,No,80.1-95% AMI,Elderly
"Newport News city, Virginia",25.0,41.0,103.0,05000US51700,51,700,D,Renter,No,80.1-95% AMI,Extra-elderly
"Newport News city, Virginia",2710.0,586.0,104.0,05000US51700,51,700,D,Renter,No,80.1-95% AMI,Non-elderly
"Newport News city, Virginia",8265.0,1067.0,105.0,05000US51700,51,700,S,Renter,No,95.1% AMI and above,All
"Newport News city, Virginia",295.0,156.0,106.0,05000US51700,51,700,D,Renter,No,95.1% AMI and above,Elderly
"Newport News city, Virginia",115.0,86.0,107.0,05000US51700,51,700,D,Renter,No,95.1% AMI and above,Extra-elderly
"Newport News city, Virginia",7855.0,1040.0,108.0,05000US51700,51,700,D,Renter,No,95.1% AMI and above,Non-elderly
"Newport News city, Virginia",1490.0,318.0,109.0,05000US51700,51,700,S,Renter,N/A,All,All
"Newport News city, Virginia",495.0,210.0,110.0,05000US51700,51,700,S,Renter,N/A,30% AMI or less,All
"Newport News city, Virginia",25.0,42.0,111.0,05000US51700,51,700,D,Renter,N/A,30% AMI or less,Elderly
"Newport News city, Virginia",70.0,58.0,112.0,05000US51700,51,700,D,Renter,N/A,30% AMI or less,Extra-elderly
"Newport News city, Virginia",400.0,198.0,113.0,05000US51700,51,700,D,Renter,N/A,30% AMI or less,Non-elderly
"Newport News city, Virginia",265.0,133.0,114.0,05000US51700,51,700,S,Renter,N/A,30.1-50% AMI,All
"Newport News city, Virginia",60.0,68.0,115.0,05000US51700,51,700,D,Renter,N/A,30.1-50% AMI,Elderly
"Newport News city, Virginia",55.0,61.0,116.0,05000US51700,51,700,D,Renter,N/A,30.1-50% AMI,Extra-elderly
"Newport News city, Virginia",155.0,127.0,117.0,05000US51700,51,700,D,Renter,N/A,30.1-50% AMI,Non-elderly
"Newport News city, Virginia",220.0,122.0,118.0,05000US51700,51,700,S,Renter,N/A,50.1-80% AMI,All
"Newport News city, Virginia",15.0,32.0,119.0,05000US51700,51,700,D,Renter,N/A,50.1-80% AMI,Elderly
"Newport News city, Virginia",50.0,47.0,120.0,05000US51700,51,700,D,Renter,N/A,50.1-80% AMI,Extra-elderly
"Newport News city, Virginia",155.0,119.0,121.0,05000US51700,51,700,D,Renter,N/A,50.1-80% AMI,Non-elderly
"Newport News city, Virginia",175.0,96.0,122.0,05000US51700,51,700,S,Renter,N/A,80.1-95% AMI,All
"Newport News city, Virginia",50.0,57.0,123.0,05000US51700,51,700,D,Renter,N/A,80.1-95% AMI,Elderly
"Newport News city, Virginia",0.0,161.0,124.0,05000US51700,51,700,D,Renter,N/A,80.1-95% AMI,Extra-elderly
"Newport News city, Virginia",125.0,81.0,125.0,05000US51700,51,700,D,Renter,N/A,80.1-95% AMI,Non-elderly
"Newport News city, Virginia",340.0,166.0,126.0,05000US51700,51,700,S,Renter,N/A,95.1% AMI and above,All
"Newport News city, Virginia",65.0,64.0,127.0,05000US51700,51,700,D,Renter,N/A,95.1% AMI and above,Elderly
"Newport News city, Virginia",100.0,77.0,128.0,05000US51700,51,700,D,Renter,N/A,95.1% AMI and above,Extra-elderly
"Newport News city, Virginia",175.0,119.0,129.0,05000US51700,51,700,D,Renter,N/A,95.1% AMI and above,Non-elderly
