name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Bedrooms
"York County, Virginia",295.0,187.0,1.0,05000US51199,51,199,T,All,All,All
"York County, Virginia",0.0,161.0,2.0,05000US51199,51,199,S,Substandard,All,All
"York County, Virginia",295.0,187.0,3.0,05000US51199,51,199,S,Standard,All,All
"York County, Virginia",0.0,161.0,4.0,05000US51199,51,199,S,Standard,RHUD30,All
"York County, Virginia",0.0,161.0,5.0,05000US51199,51,199,D,Standard,RHUD30,0 or 1
"York County, Virginia",0.0,161.0,6.0,05000US51199,51,199,D,Standard,RHUD30,2
"York County, Virginia",0.0,161.0,7.0,05000US51199,51,199,D,Standard,RHUD30,3 or more
"York County, Virginia",105.0,115.0,8.0,05000US51199,51,199,S,Standard,RHUD50,All
"York County, Virginia",60.0,94.0,9.0,05000US51199,51,199,D,Standard,RHUD50,0 or 1
"York County, Virginia",0.0,161.0,10.0,05000US51199,51,199,D,Standard,RHUD50,2
"York County, Virginia",45.0,76.0,11.0,05000US51199,51,199,D,Standard,RHUD50,3 or more
"York County, Virginia",190.0,180.0,12.0,05000US51199,51,199,S,Standard,RHUD80,All
"York County, Virginia",0.0,161.0,13.0,05000US51199,51,199,D,Standard,RHUD80,0 or 1
"York County, Virginia",75.0,123.0,14.0,05000US51199,51,199,D,Standard,RHUD80,2
"York County, Virginia",115.0,131.0,15.0,05000US51199,51,199,D,Standard,RHUD80,3 or more
"York County, Virginia",0.0,161.0,16.0,05000US51199,51,199,S,Standard,Greater than RHUD80,All
"York County, Virginia",0.0,161.0,17.0,05000US51199,51,199,D,Standard,Greater than RHUD80,0 or 1
"York County, Virginia",0.0,161.0,18.0,05000US51199,51,199,D,Standard,Greater than RHUD80,2
"York County, Virginia",0.0,161.0,19.0,05000US51199,51,199,D,Standard,Greater than RHUD80,3 or more
