name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Bedrooms
"Charlottesville city, Virginia",645.0,344.0,1.0,05000US51540,51,540,T,All,All,All
"Charlottesville city, Virginia",0.0,161.0,2.0,05000US51540,51,540,S,Substandard,All,All
"Charlottesville city, Virginia",645.0,344.0,3.0,05000US51540,51,540,S,Standard,All,All
"Charlottesville city, Virginia",35.0,61.0,4.0,05000US51540,51,540,S,Standard,RHUD30,All
"Charlottesville city, Virginia",35.0,61.0,5.0,05000US51540,51,540,D,Standard,RHUD30,0 or 1
"Charlottesville city, Virginia",0.0,161.0,6.0,05000US51540,51,540,D,Standard,RHUD30,2
"Charlottesville city, Virginia",0.0,161.0,7.0,05000US51540,51,540,D,Standard,RHUD30,3 or more
"Charlottesville city, Virginia",330.0,261.0,8.0,05000US51540,51,540,S,Standard,RHUD50,All
"Charlottesville city, Virginia",80.0,90.0,9.0,05000US51540,51,540,D,Standard,RHUD50,0 or 1
"Charlottesville city, Virginia",180.0,229.0,10.0,05000US51540,51,540,D,Standard,RHUD50,2
"Charlottesville city, Virginia",70.0,82.0,11.0,05000US51540,51,540,D,Standard,RHUD50,3 or more
"Charlottesville city, Virginia",280.0,172.0,12.0,05000US51540,51,540,S,Standard,RHUD80,All
"Charlottesville city, Virginia",85.0,67.0,13.0,05000US51540,51,540,D,Standard,RHUD80,0 or 1
"Charlottesville city, Virginia",110.0,105.0,14.0,05000US51540,51,540,D,Standard,RHUD80,2
"Charlottesville city, Virginia",85.0,97.0,15.0,05000US51540,51,540,D,Standard,RHUD80,3 or more
"Charlottesville city, Virginia",0.0,161.0,16.0,05000US51540,51,540,S,Standard,Greater than RHUD80,All
"Charlottesville city, Virginia",0.0,161.0,17.0,05000US51540,51,540,D,Standard,Greater than RHUD80,0 or 1
"Charlottesville city, Virginia",0.0,161.0,18.0,05000US51540,51,540,D,Standard,Greater than RHUD80,2
"Charlottesville city, Virginia",0.0,161.0,19.0,05000US51540,51,540,D,Standard,Greater than RHUD80,3 or more
