name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Bedrooms
"Halifax County, Virginia",440.0,232.0,1.0,05000US51083,51,083,T,All,All,All
"Halifax County, Virginia",0.0,161.0,2.0,05000US51083,51,083,S,Substandard,All,All
"Halifax County, Virginia",440.0,232.0,3.0,05000US51083,51,083,S,Standard,All,All
"Halifax County, Virginia",300.0,215.0,4.0,05000US51083,51,083,S,Standard,RHUD30,All
"Halifax County, Virginia",0.0,161.0,5.0,05000US51083,51,083,D,Standard,RHUD30,0 or 1
"Halifax County, Virginia",225.0,175.0,6.0,05000US51083,51,083,D,Standard,RHUD30,2
"Halifax County, Virginia",75.0,114.0,7.0,05000US51083,51,083,D,Standard,RHUD30,3 or more
"Halifax County, Virginia",80.0,103.0,8.0,05000US51083,51,083,S,Standard,RHUD50,All
"Halifax County, Virginia",20.0,33.0,9.0,05000US51083,51,083,D,Standard,RHUD50,0 or 1
"Halifax County, Virginia",0.0,161.0,10.0,05000US51083,51,083,D,Standard,RHUD50,2
"Halifax County, Virginia",60.0,98.0,11.0,05000US51083,51,083,D,Standard,RHUD50,3 or more
"Halifax County, Virginia",65.0,100.0,12.0,05000US51083,51,083,S,Standard,RHUD80,All
"Halifax County, Virginia",0.0,161.0,13.0,05000US51083,51,083,D,Standard,RHUD80,0 or 1
"Halifax County, Virginia",0.0,161.0,14.0,05000US51083,51,083,D,Standard,RHUD80,2
"Halifax County, Virginia",65.0,100.0,15.0,05000US51083,51,083,D,Standard,RHUD80,3 or more
"Halifax County, Virginia",0.0,161.0,16.0,05000US51083,51,083,S,Standard,Greater than RHUD80,All
"Halifax County, Virginia",0.0,161.0,17.0,05000US51083,51,083,D,Standard,Greater than RHUD80,0 or 1
"Halifax County, Virginia",0.0,161.0,18.0,05000US51083,51,083,D,Standard,Greater than RHUD80,2
"Halifax County, Virginia",0.0,161.0,19.0,05000US51083,51,083,D,Standard,Greater than RHUD80,3 or more
