name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Bedrooms
"Henrico County, Virginia",2805.0,720.0,1.0,05000US51087,51,087,T,All,All,All
"Henrico County, Virginia",0.0,161.0,2.0,05000US51087,51,087,S,Substandard,All,All
"Henrico County, Virginia",2805.0,720.0,3.0,05000US51087,51,087,S,Standard,All,All
"Henrico County, Virginia",0.0,161.0,4.0,05000US51087,51,087,S,Standard,RHUD30,All
"Henrico County, Virginia",0.0,161.0,5.0,05000US51087,51,087,D,Standard,RHUD30,0 or 1
"Henrico County, Virginia",0.0,161.0,6.0,05000US51087,51,087,D,Standard,RHUD30,2
"Henrico County, Virginia",0.0,161.0,7.0,05000US51087,51,087,D,Standard,RHUD30,3 or more
"Henrico County, Virginia",1440.0,566.0,8.0,05000US51087,51,087,S,Standard,RHUD50,All
"Henrico County, Virginia",505.0,430.0,9.0,05000US51087,51,087,D,Standard,RHUD50,0 or 1
"Henrico County, Virginia",680.0,397.0,10.0,05000US51087,51,087,D,Standard,RHUD50,2
"Henrico County, Virginia",260.0,175.0,11.0,05000US51087,51,087,D,Standard,RHUD50,3 or more
"Henrico County, Virginia",1315.0,504.0,12.0,05000US51087,51,087,S,Standard,RHUD80,All
"Henrico County, Virginia",295.0,216.0,13.0,05000US51087,51,087,D,Standard,RHUD80,0 or 1
"Henrico County, Virginia",735.0,413.0,14.0,05000US51087,51,087,D,Standard,RHUD80,2
"Henrico County, Virginia",285.0,160.0,15.0,05000US51087,51,087,D,Standard,RHUD80,3 or more
"Henrico County, Virginia",50.0,78.0,16.0,05000US51087,51,087,S,Standard,Greater than RHUD80,All
"Henrico County, Virginia",0.0,161.0,17.0,05000US51087,51,087,D,Standard,Greater than RHUD80,0 or 1
"Henrico County, Virginia",50.0,78.0,18.0,05000US51087,51,087,D,Standard,Greater than RHUD80,2
"Henrico County, Virginia",0.0,161.0,19.0,05000US51087,51,087,D,Standard,Greater than RHUD80,3 or more
