name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Bedrooms
"Hanover County, Virginia",380.0,328.0,1.0,05000US51085,51,085,T,All,All,All
"Hanover County, Virginia",0.0,161.0,2.0,05000US51085,51,085,S,Substandard,All,All
"Hanover County, Virginia",380.0,328.0,3.0,05000US51085,51,085,S,Standard,All,All
"Hanover County, Virginia",55.0,91.0,4.0,05000US51085,51,085,S,Standard,RHUD30,All
"Hanover County, Virginia",0.0,161.0,5.0,05000US51085,51,085,D,Standard,RHUD30,0 or 1
"Hanover County, Virginia",55.0,91.0,6.0,05000US51085,51,085,D,Standard,RHUD30,2
"Hanover County, Virginia",0.0,161.0,7.0,05000US51085,51,085,D,Standard,RHUD30,3 or more
"Hanover County, Virginia",275.0,303.0,8.0,05000US51085,51,085,S,Standard,RHUD50,All
"Hanover County, Virginia",0.0,161.0,9.0,05000US51085,51,085,D,Standard,RHUD50,0 or 1
"Hanover County, Virginia",65.0,112.0,10.0,05000US51085,51,085,D,Standard,RHUD50,2
"Hanover County, Virginia",205.0,283.0,11.0,05000US51085,51,085,D,Standard,RHUD50,3 or more
"Hanover County, Virginia",50.0,81.0,12.0,05000US51085,51,085,S,Standard,RHUD80,All
"Hanover County, Virginia",0.0,161.0,13.0,05000US51085,51,085,D,Standard,RHUD80,0 or 1
"Hanover County, Virginia",50.0,81.0,14.0,05000US51085,51,085,D,Standard,RHUD80,2
"Hanover County, Virginia",0.0,161.0,15.0,05000US51085,51,085,D,Standard,RHUD80,3 or more
"Hanover County, Virginia",0.0,161.0,16.0,05000US51085,51,085,S,Standard,Greater than RHUD80,All
"Hanover County, Virginia",0.0,161.0,17.0,05000US51085,51,085,D,Standard,Greater than RHUD80,0 or 1
"Hanover County, Virginia",0.0,161.0,18.0,05000US51085,51,085,D,Standard,Greater than RHUD80,2
"Hanover County, Virginia",0.0,161.0,19.0,05000US51085,51,085,D,Standard,Greater than RHUD80,3 or more
