name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Bedrooms
"Hampton city, Virginia",1275.0,481.0,1.0,05000US51650,51,650,T,All,All,All
"Hampton city, Virginia",65.0,109.0,2.0,05000US51650,51,650,S,Substandard,All,All
"Hampton city, Virginia",1210.0,482.0,3.0,05000US51650,51,650,S,Standard,All,All
"Hampton city, Virginia",145.0,127.0,4.0,05000US51650,51,650,S,Standard,RHUD30,All
"Hampton city, Virginia",45.0,76.0,5.0,05000US51650,51,650,D,Standard,RHUD30,0 or 1
"Hampton city, Virginia",100.0,122.0,6.0,05000US51650,51,650,D,Standard,RHUD30,2
"Hampton city, Virginia",0.0,161.0,7.0,05000US51650,51,650,D,Standard,RHUD30,3 or more
"Hampton city, Virginia",510.0,285.0,8.0,05000US51650,51,650,S,Standard,RHUD50,All
"Hampton city, Virginia",70.0,117.0,9.0,05000US51650,51,650,D,Standard,RHUD50,0 or 1
"Hampton city, Virginia",255.0,202.0,10.0,05000US51650,51,650,D,Standard,RHUD50,2
"Hampton city, Virginia",185.0,175.0,11.0,05000US51650,51,650,D,Standard,RHUD50,3 or more
"Hampton city, Virginia",490.0,296.0,12.0,05000US51650,51,650,S,Standard,RHUD80,All
"Hampton city, Virginia",185.0,176.0,13.0,05000US51650,51,650,D,Standard,RHUD80,0 or 1
"Hampton city, Virginia",175.0,169.0,14.0,05000US51650,51,650,D,Standard,RHUD80,2
"Hampton city, Virginia",130.0,158.0,15.0,05000US51650,51,650,D,Standard,RHUD80,3 or more
"Hampton city, Virginia",65.0,101.0,16.0,05000US51650,51,650,S,Standard,Greater than RHUD80,All
"Hampton city, Virginia",65.0,101.0,17.0,05000US51650,51,650,D,Standard,Greater than RHUD80,0 or 1
"Hampton city, Virginia",0.0,161.0,18.0,05000US51650,51,650,D,Standard,Greater than RHUD80,2
"Hampton city, Virginia",0.0,161.0,19.0,05000US51650,51,650,D,Standard,Greater than RHUD80,3 or more
