name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Bedrooms
"Suffolk city, Virginia",200.0,155.0,1.0,05000US51800,51,800,T,All,All,All
"Suffolk city, Virginia",0.0,161.0,2.0,05000US51800,51,800,S,Substandard,All,All
"Suffolk city, Virginia",200.0,155.0,3.0,05000US51800,51,800,S,Standard,All,All
"Suffolk city, Virginia",0.0,161.0,4.0,05000US51800,51,800,S,Standard,RHUD30,All
"Suffolk city, Virginia",0.0,161.0,5.0,05000US51800,51,800,D,Standard,RHUD30,0 or 1
"Suffolk city, Virginia",0.0,161.0,6.0,05000US51800,51,800,D,Standard,RHUD30,2
"Suffolk city, Virginia",0.0,161.0,7.0,05000US51800,51,800,D,Standard,RHUD30,3 or more
"Suffolk city, Virginia",25.0,43.0,8.0,05000US51800,51,800,S,Standard,RHUD50,All
"Suffolk city, Virginia",0.0,161.0,9.0,05000US51800,51,800,D,Standard,RHUD50,0 or 1
"Suffolk city, Virginia",0.0,161.0,10.0,05000US51800,51,800,D,Standard,RHUD50,2
"Suffolk city, Virginia",25.0,43.0,11.0,05000US51800,51,800,D,Standard,RHUD50,3 or more
"Suffolk city, Virginia",120.0,119.0,12.0,05000US51800,51,800,S,Standard,RHUD80,All
"Suffolk city, Virginia",0.0,161.0,13.0,05000US51800,51,800,D,Standard,RHUD80,0 or 1
"Suffolk city, Virginia",50.0,84.0,14.0,05000US51800,51,800,D,Standard,RHUD80,2
"Suffolk city, Virginia",70.0,82.0,15.0,05000US51800,51,800,D,Standard,RHUD80,3 or more
"Suffolk city, Virginia",55.0,87.0,16.0,05000US51800,51,800,S,Standard,Greater than RHUD80,All
"Suffolk city, Virginia",0.0,161.0,17.0,05000US51800,51,800,D,Standard,Greater than RHUD80,0 or 1
"Suffolk city, Virginia",55.0,87.0,18.0,05000US51800,51,800,D,Standard,Greater than RHUD80,2
"Suffolk city, Virginia",0.0,161.0,19.0,05000US51800,51,800,D,Standard,Greater than RHUD80,3 or more
