name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Bedrooms
"Henry County, Virginia",1050.0,387.0,1.0,05000US51089,51,089,T,All,All,All
"Henry County, Virginia",0.0,161.0,2.0,05000US51089,51,089,S,Substandard,All,All
"Henry County, Virginia",1050.0,387.0,3.0,05000US51089,51,089,S,Standard,All,All
"Henry County, Virginia",635.0,290.0,4.0,05000US51089,51,089,S,Standard,RHUD30,All
"Henry County, Virginia",90.0,96.0,5.0,05000US51089,51,089,D,Standard,RHUD30,0 or 1
"Henry County, Virginia",280.0,204.0,6.0,05000US51089,51,089,D,Standard,RHUD30,2
"Henry County, Virginia",265.0,199.0,7.0,05000US51089,51,089,D,Standard,RHUD30,3 or more
"Henry County, Virginia",405.0,250.0,8.0,05000US51089,51,089,S,Standard,RHUD50,All
"Henry County, Virginia",0.0,161.0,9.0,05000US51089,51,089,D,Standard,RHUD50,0 or 1
"Henry County, Virginia",355.0,234.0,10.0,05000US51089,51,089,D,Standard,RHUD50,2
"Henry County, Virginia",50.0,86.0,11.0,05000US51089,51,089,D,Standard,RHUD50,3 or more
"Henry County, Virginia",0.0,161.0,12.0,05000US51089,51,089,S,Standard,RHUD80,All
"Henry County, Virginia",0.0,161.0,13.0,05000US51089,51,089,D,Standard,RHUD80,0 or 1
"Henry County, Virginia",0.0,161.0,14.0,05000US51089,51,089,D,Standard,RHUD80,2
"Henry County, Virginia",0.0,161.0,15.0,05000US51089,51,089,D,Standard,RHUD80,3 or more
"Henry County, Virginia",10.0,14.0,16.0,05000US51089,51,089,S,Standard,Greater than RHUD80,All
"Henry County, Virginia",0.0,161.0,17.0,05000US51089,51,089,D,Standard,Greater than RHUD80,0 or 1
"Henry County, Virginia",10.0,14.0,18.0,05000US51089,51,089,D,Standard,Greater than RHUD80,2
"Henry County, Virginia",0.0,161.0,19.0,05000US51089,51,089,D,Standard,Greater than RHUD80,3 or more
