name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Bedrooms
"Orange County, Virginia",240.0,179.0,1.0,05000US51137,51,137,T,All,All,All
"Orange County, Virginia",0.0,161.0,2.0,05000US51137,51,137,S,Substandard,All,All
"Orange County, Virginia",240.0,179.0,3.0,05000US51137,51,137,S,Standard,All,All
"Orange County, Virginia",70.0,79.0,4.0,05000US51137,51,137,S,Standard,RHUD30,All
"Orange County, Virginia",0.0,161.0,5.0,05000US51137,51,137,D,Standard,RHUD30,0 or 1
"Orange County, Virginia",45.0,71.0,6.0,05000US51137,51,137,D,Standard,RHUD30,2
"Orange County, Virginia",25.0,34.0,7.0,05000US51137,51,137,D,Standard,RHUD30,3 or more
"Orange County, Virginia",165.0,159.0,8.0,05000US51137,51,137,S,Standard,RHUD50,All
"Orange County, Virginia",0.0,161.0,9.0,05000US51137,51,137,D,Standard,RHUD50,0 or 1
"Orange County, Virginia",165.0,159.0,10.0,05000US51137,51,137,D,Standard,RHUD50,2
"Orange County, Virginia",0.0,161.0,11.0,05000US51137,51,137,D,Standard,RHUD50,3 or more
"Orange County, Virginia",0.0,161.0,12.0,05000US51137,51,137,S,Standard,RHUD80,All
"Orange County, Virginia",0.0,161.0,13.0,05000US51137,51,137,D,Standard,RHUD80,0 or 1
"Orange County, Virginia",0.0,161.0,14.0,05000US51137,51,137,D,Standard,RHUD80,2
"Orange County, Virginia",0.0,161.0,15.0,05000US51137,51,137,D,Standard,RHUD80,3 or more
"Orange County, Virginia",0.0,161.0,16.0,05000US51137,51,137,S,Standard,Greater than RHUD80,All
"Orange County, Virginia",0.0,161.0,17.0,05000US51137,51,137,D,Standard,Greater than RHUD80,0 or 1
"Orange County, Virginia",0.0,161.0,18.0,05000US51137,51,137,D,Standard,Greater than RHUD80,2
"Orange County, Virginia",0.0,161.0,19.0,05000US51137,51,137,D,Standard,Greater than RHUD80,3 or more
