name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Bedrooms
"Shenandoah County, Virginia",265.0,221.0,1.0,05000US51171,51,171,T,All,All,All
"Shenandoah County, Virginia",0.0,161.0,2.0,05000US51171,51,171,S,Substandard,All,All
"Shenandoah County, Virginia",265.0,221.0,3.0,05000US51171,51,171,S,Standard,All,All
"Shenandoah County, Virginia",0.0,161.0,4.0,05000US51171,51,171,S,Standard,RHUD30,All
"Shenandoah County, Virginia",0.0,161.0,5.0,05000US51171,51,171,D,Standard,RHUD30,0 or 1
"Shenandoah County, Virginia",0.0,161.0,6.0,05000US51171,51,171,D,Standard,RHUD30,2
"Shenandoah County, Virginia",0.0,161.0,7.0,05000US51171,51,171,D,Standard,RHUD30,3 or more
"Shenandoah County, Virginia",265.0,221.0,8.0,05000US51171,51,171,S,Standard,RHUD50,All
"Shenandoah County, Virginia",0.0,161.0,9.0,05000US51171,51,171,D,Standard,RHUD50,0 or 1
"Shenandoah County, Virginia",190.0,195.0,10.0,05000US51171,51,171,D,Standard,RHUD50,2
"Shenandoah County, Virginia",75.0,116.0,11.0,05000US51171,51,171,D,Standard,RHUD50,3 or more
"Shenandoah County, Virginia",0.0,161.0,12.0,05000US51171,51,171,S,Standard,RHUD80,All
"Shenandoah County, Virginia",0.0,161.0,13.0,05000US51171,51,171,D,Standard,RHUD80,0 or 1
"Shenandoah County, Virginia",0.0,161.0,14.0,05000US51171,51,171,D,Standard,RHUD80,2
"Shenandoah County, Virginia",0.0,161.0,15.0,05000US51171,51,171,D,Standard,RHUD80,3 or more
"Shenandoah County, Virginia",0.0,161.0,16.0,05000US51171,51,171,S,Standard,Greater than RHUD80,All
"Shenandoah County, Virginia",0.0,161.0,17.0,05000US51171,51,171,D,Standard,Greater than RHUD80,0 or 1
"Shenandoah County, Virginia",0.0,161.0,18.0,05000US51171,51,171,D,Standard,Greater than RHUD80,2
"Shenandoah County, Virginia",0.0,161.0,19.0,05000US51171,51,171,D,Standard,Greater than RHUD80,3 or more
