name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Race,Cost_Burden
"Prince George County, Virginia",10530.0,398.0,1.0,05000US51149,51,149,T,All,All,All
"Prince George County, Virginia",7530.0,490.0,2.0,05000US51149,51,149,S,Owner,All,All
"Prince George County, Virginia",4980.0,339.0,3.0,05000US51149,51,149,S,Owner,White,All
"Prince George County, Virginia",4225.0,303.0,4.0,05000US51149,51,149,D,Owner,White,No cost burden
"Prince George County, Virginia",500.0,172.0,5.0,05000US51149,51,149,D,Owner,White,Moderate cost burden
"Prince George County, Virginia",250.0,115.0,6.0,05000US51149,51,149,D,Owner,White,Severe cost burden
"Prince George County, Virginia",0.0,161.0,7.0,05000US51149,51,149,D,Owner,White,N/A
"Prince George County, Virginia",2075.0,399.0,8.0,05000US51149,51,149,S,Owner,Black,All
"Prince George County, Virginia",1535.0,326.0,9.0,05000US51149,51,149,D,Owner,Black,No cost burden
"Prince George County, Virginia",365.0,204.0,10.0,05000US51149,51,149,D,Owner,Black,Moderate cost burden
"Prince George County, Virginia",110.0,81.0,11.0,05000US51149,51,149,D,Owner,Black,Severe cost burden
"Prince George County, Virginia",60.0,95.0,12.0,05000US51149,51,149,D,Owner,Black,N/A
"Prince George County, Virginia",115.0,79.0,13.0,05000US51149,51,149,S,Owner,Asian,All
"Prince George County, Virginia",115.0,79.0,14.0,05000US51149,51,149,D,Owner,Asian,No cost burden
"Prince George County, Virginia",0.0,161.0,15.0,05000US51149,51,149,D,Owner,Asian,Moderate cost burden
"Prince George County, Virginia",0.0,161.0,16.0,05000US51149,51,149,D,Owner,Asian,Severe cost burden
"Prince George County, Virginia",0.0,161.0,17.0,05000US51149,51,149,D,Owner,Asian,N/A
"Prince George County, Virginia",25.0,29.0,18.0,05000US51149,51,149,S,Owner,American Indian,All
"Prince George County, Virginia",20.0,24.0,19.0,05000US51149,51,149,D,Owner,American Indian,No cost burden
