name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Race,Cost_Burden
"Fredericksburg city, Virginia",8560.0,381.0,1.0,05000US51630,51,630,T,All,All,All
"Fredericksburg city, Virginia",3215.0,371.0,2.0,05000US51630,51,630,S,Owner,All,All
"Fredericksburg city, Virginia",2735.0,397.0,3.0,05000US51630,51,630,S,Owner,White,All
"Fredericksburg city, Virginia",2220.0,370.0,4.0,05000US51630,51,630,D,Owner,White,No cost burden
"Fredericksburg city, Virginia",390.0,193.0,5.0,05000US51630,51,630,D,Owner,White,Moderate cost burden
"Fredericksburg city, Virginia",125.0,96.0,6.0,05000US51630,51,630,D,Owner,White,Severe cost burden
"Fredericksburg city, Virginia",0.0,161.0,7.0,05000US51630,51,630,D,Owner,White,N/A
"Fredericksburg city, Virginia",315.0,125.0,8.0,05000US51630,51,630,S,Owner,Black,All
"Fredericksburg city, Virginia",235.0,121.0,9.0,05000US51630,51,630,D,Owner,Black,No cost burden
"Fredericksburg city, Virginia",60.0,47.0,10.0,05000US51630,51,630,D,Owner,Black,Moderate cost burden
"Fredericksburg city, Virginia",20.0,38.0,11.0,05000US51630,51,630,D,Owner,Black,Severe cost burden
"Fredericksburg city, Virginia",0.0,161.0,12.0,05000US51630,51,630,D,Owner,Black,N/A
"Fredericksburg city, Virginia",40.0,34.0,13.0,05000US51630,51,630,S,Owner,Asian,All
"Fredericksburg city, Virginia",25.0,28.0,14.0,05000US51630,51,630,D,Owner,Asian,No cost burden
"Fredericksburg city, Virginia",15.0,23.0,15.0,05000US51630,51,630,D,Owner,Asian,Moderate cost burden
"Fredericksburg city, Virginia",0.0,161.0,16.0,05000US51630,51,630,D,Owner,Asian,Severe cost burden
"Fredericksburg city, Virginia",0.0,161.0,17.0,05000US51630,51,630,D,Owner,Asian,N/A
"Fredericksburg city, Virginia",0.0,161.0,18.0,05000US51630,51,630,S,Owner,American Indian,All
"Fredericksburg city, Virginia",0.0,161.0,19.0,05000US51630,51,630,D,Owner,American Indian,No cost burden
"Fredericksburg city, Virginia",0.0,161.0,20.0,05000US51630,51,630,D,Owner,American Indian,Moderate cost burden
"Fredericksburg city, Virginia",0.0,161.0,21.0,05000US51630,51,630,D,Owner,American Indian,Severe cost burden
"Fredericksburg city, Virginia",0.0,161.0,22.0,05000US51630,51,630,D,Owner,American Indian,N/A
"Fredericksburg city, Virginia",40.0,64.0,23.0,05000US51630,51,630,S,Owner,Pacific Islander,All
