name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Race,Cost_Burden
"Chesapeake city, Virginia",77810.0,623.0,1.0,05000US51550,51,550,T,All,All,All
"Chesapeake city, Virginia",58470.0,986.0,2.0,05000US51550,51,550,S,Owner,All,All
"Chesapeake city, Virginia",41895.0,899.0,3.0,05000US51550,51,550,S,Owner,White,All
"Chesapeake city, Virginia",30435.0,953.0,4.0,05000US51550,51,550,D,Owner,White,No cost burden
"Chesapeake city, Virginia",7775.0,701.0,5.0,05000US51550,51,550,D,Owner,White,Moderate cost burden
"Chesapeake city, Virginia",3615.0,515.0,6.0,05000US51550,51,550,D,Owner,White,Severe cost burden
"Chesapeake city, Virginia",75.0,65.0,7.0,05000US51550,51,550,D,Owner,White,N/A
"Chesapeake city, Virginia",13490.0,671.0,8.0,05000US51550,51,550,S,Owner,Black,All
"Chesapeake city, Virginia",7720.0,640.0,9.0,05000US51550,51,550,D,Owner,Black,No cost burden
"Chesapeake city, Virginia",3515.0,485.0,10.0,05000US51550,51,550,D,Owner,Black,Moderate cost burden
"Chesapeake city, Virginia",2175.0,429.0,11.0,05000US51550,51,550,D,Owner,Black,Severe cost burden
"Chesapeake city, Virginia",85.0,86.0,12.0,05000US51550,51,550,D,Owner,Black,N/A
"Chesapeake city, Virginia",965.0,209.0,13.0,05000US51550,51,550,S,Owner,Asian,All
"Chesapeake city, Virginia",520.0,162.0,14.0,05000US51550,51,550,D,Owner,Asian,No cost burden
"Chesapeake city, Virginia",350.0,148.0,15.0,05000US51550,51,550,D,Owner,Asian,Moderate cost burden
"Chesapeake city, Virginia",85.0,72.0,16.0,05000US51550,51,550,D,Owner,Asian,Severe cost burden
"Chesapeake city, Virginia",15.0,23.0,17.0,05000US51550,51,550,D,Owner,Asian,N/A
"Chesapeake city, Virginia",120.0,75.0,18.0,05000US51550,51,550,S,Owner,American Indian,All
"Chesapeake city, Virginia",90.0,73.0,19.0,05000US51550,51,550,D,Owner,American Indian,No cost burden
"Chesapeake city, Virginia",0.0,161.0,20.0,05000US51550,51,550,D,Owner,American Indian,Moderate cost burden
"Chesapeake city, Virginia",30.0,25.0,21.0,05000US51550,51,550,D,Owner,American Indian,Severe cost burden
"Chesapeake city, Virginia",0.0,161.0,22.0,05000US51550,51,550,D,Owner,American Indian,N/A
