name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Race,Cost_Burden
"Roanoke city, Virginia",41820.0,717.0,1.0,05000US51770,51,770,T,All,All,All
"Roanoke city, Virginia",24765.0,983.0,2.0,05000US51770,51,770,S,Owner,All,All
"Roanoke city, Virginia",18940.0,679.0,3.0,05000US51770,51,770,S,Owner,White,All
"Roanoke city, Virginia",14615.0,747.0,4.0,05000US51770,51,770,D,Owner,White,No cost burden
"Roanoke city, Virginia",2895.0,500.0,5.0,05000US51770,51,770,D,Owner,White,Moderate cost burden
"Roanoke city, Virginia",1320.0,257.0,6.0,05000US51770,51,770,D,Owner,White,Severe cost burden
"Roanoke city, Virginia",105.0,89.0,7.0,05000US51770,51,770,D,Owner,White,N/A
"Roanoke city, Virginia",4940.0,627.0,8.0,05000US51770,51,770,S,Owner,Black,All
"Roanoke city, Virginia",3435.0,521.0,9.0,05000US51770,51,770,D,Owner,Black,No cost burden
"Roanoke city, Virginia",950.0,269.0,10.0,05000US51770,51,770,D,Owner,Black,Moderate cost burden
"Roanoke city, Virginia",530.0,205.0,11.0,05000US51770,51,770,D,Owner,Black,Severe cost burden
"Roanoke city, Virginia",25.0,43.0,12.0,05000US51770,51,770,D,Owner,Black,N/A
"Roanoke city, Virginia",260.0,77.0,13.0,05000US51770,51,770,S,Owner,Asian,All
"Roanoke city, Virginia",245.0,73.0,14.0,05000US51770,51,770,D,Owner,Asian,No cost burden
"Roanoke city, Virginia",0.0,161.0,15.0,05000US51770,51,770,D,Owner,Asian,Moderate cost burden
"Roanoke city, Virginia",15.0,28.0,16.0,05000US51770,51,770,D,Owner,Asian,Severe cost burden
"Roanoke city, Virginia",0.0,161.0,17.0,05000US51770,51,770,D,Owner,Asian,N/A
"Roanoke city, Virginia",40.0,51.0,18.0,05000US51770,51,770,S,Owner,American Indian,All
"Roanoke city, Virginia",40.0,51.0,19.0,05000US51770,51,770,D,Owner,American Indian,No cost burden
"Roanoke city, Virginia",0.0,161.0,20.0,05000US51770,51,770,D,Owner,American Indian,Moderate cost burden
"Roanoke city, Virginia",0.0,161.0,21.0,05000US51770,51,770,D,Owner,American Indian,Severe cost burden
"Roanoke city, Virginia",0.0,161.0,22.0,05000US51770,51,770,D,Owner,American Indian,N/A
"Roanoke city, Virginia",0.0,161.0,23.0,05000US51770,51,770,S,Owner,Pacific Islander,All
"Roanoke city, Virginia",0.0,161.0,24.0,05000US51770,51,770,D,Owner,Pacific Islander,No cost burden
"Roanoke city, Virginia",0.0,161.0,25.0,05000US51770,51,770,D,Owner,Pacific Islander,Moderate cost burden
"Roanoke city, Virginia",0.0,161.0,26.0,05000US51770,51,770,D,Owner,Pacific Islander,Severe cost burden
"Roanoke city, Virginia",0.0,161.0,27.0,05000US51770,51,770,D,Owner,Pacific Islander,N/A
"Roanoke city, Virginia",260.0,112.0,28.0,05000US51770,51,770,S,Owner,Hispanic,All
"Roanoke city, Virginia",150.0,87.0,29.0,05000US51770,51,770,D,Owner,Hispanic,No cost burden
