name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Race,Cost_Burden
"Suffolk city, Virginia",29860.0,431.0,1.0,05000US51800,51,800,T,All,All,All
"Suffolk city, Virginia",21285.0,618.0,2.0,05000US51800,51,800,S,Owner,All,All
"Suffolk city, Virginia",13650.0,486.0,3.0,05000US51800,51,800,S,Owner,White,All
"Suffolk city, Virginia",10740.0,467.0,4.0,05000US51800,51,800,D,Owner,White,No cost burden
"Suffolk city, Virginia",2395.0,346.0,5.0,05000US51800,51,800,D,Owner,White,Moderate cost burden
"Suffolk city, Virginia",485.0,147.0,6.0,05000US51800,51,800,D,Owner,White,Severe cost burden
"Suffolk city, Virginia",30.0,45.0,7.0,05000US51800,51,800,D,Owner,White,N/A
"Suffolk city, Virginia",6575.0,478.0,8.0,05000US51800,51,800,S,Owner,Black,All
"Suffolk city, Virginia",4335.0,407.0,9.0,05000US51800,51,800,D,Owner,Black,No cost burden
"Suffolk city, Virginia",1335.0,270.0,10.0,05000US51800,51,800,D,Owner,Black,Moderate cost burden
"Suffolk city, Virginia",870.0,225.0,11.0,05000US51800,51,800,D,Owner,Black,Severe cost burden
"Suffolk city, Virginia",35.0,59.0,12.0,05000US51800,51,800,D,Owner,Black,N/A
"Suffolk city, Virginia",350.0,90.0,13.0,05000US51800,51,800,S,Owner,Asian,All
"Suffolk city, Virginia",255.0,111.0,14.0,05000US51800,51,800,D,Owner,Asian,No cost burden
"Suffolk city, Virginia",45.0,54.0,15.0,05000US51800,51,800,D,Owner,Asian,Moderate cost burden
"Suffolk city, Virginia",50.0,64.0,16.0,05000US51800,51,800,D,Owner,Asian,Severe cost burden
"Suffolk city, Virginia",0.0,161.0,17.0,05000US51800,51,800,D,Owner,Asian,N/A
"Suffolk city, Virginia",85.0,62.0,18.0,05000US51800,51,800,S,Owner,American Indian,All
"Suffolk city, Virginia",40.0,50.0,19.0,05000US51800,51,800,D,Owner,American Indian,No cost burden
"Suffolk city, Virginia",45.0,68.0,20.0,05000US51800,51,800,D,Owner,American Indian,Moderate cost burden
"Suffolk city, Virginia",0.0,161.0,21.0,05000US51800,51,800,D,Owner,American Indian,Severe cost burden
"Suffolk city, Virginia",0.0,161.0,22.0,05000US51800,51,800,D,Owner,American Indian,N/A
"Suffolk city, Virginia",0.0,161.0,23.0,05000US51800,51,800,S,Owner,Pacific Islander,All
