name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Race,Cost_Burden
"Alexandria city, Virginia",62310.0,993.0,1.0,05000US51510,51,510,T,All,All,All
"Alexandria city, Virginia",29620.0,1046.0,2.0,05000US51510,51,510,S,Owner,All,All
"Alexandria city, Virginia",23895.0,972.0,3.0,05000US51510,51,510,S,Owner,White,All
"Alexandria city, Virginia",17805.0,912.0,4.0,05000US51510,51,510,D,Owner,White,No cost burden
"Alexandria city, Virginia",4305.0,552.0,5.0,05000US51510,51,510,D,Owner,White,Moderate cost burden
"Alexandria city, Virginia",1730.0,347.0,6.0,05000US51510,51,510,D,Owner,White,Severe cost burden
"Alexandria city, Virginia",55.0,54.0,7.0,05000US51510,51,510,D,Owner,White,N/A
"Alexandria city, Virginia",2680.0,489.0,8.0,05000US51510,51,510,S,Owner,Black,All
"Alexandria city, Virginia",1540.0,380.0,9.0,05000US51510,51,510,D,Owner,Black,No cost burden
"Alexandria city, Virginia",675.0,263.0,10.0,05000US51510,51,510,D,Owner,Black,Moderate cost burden
"Alexandria city, Virginia",465.0,216.0,11.0,05000US51510,51,510,D,Owner,Black,Severe cost burden
"Alexandria city, Virginia",0.0,161.0,12.0,05000US51510,51,510,D,Owner,Black,N/A
"Alexandria city, Virginia",1235.0,232.0,13.0,05000US51510,51,510,S,Owner,Asian,All
"Alexandria city, Virginia",770.0,187.0,14.0,05000US51510,51,510,D,Owner,Asian,No cost burden
"Alexandria city, Virginia",225.0,111.0,15.0,05000US51510,51,510,D,Owner,Asian,Moderate cost burden
"Alexandria city, Virginia",245.0,127.0,16.0,05000US51510,51,510,D,Owner,Asian,Severe cost burden
"Alexandria city, Virginia",0.0,161.0,17.0,05000US51510,51,510,D,Owner,Asian,N/A
"Alexandria city, Virginia",70.0,59.0,18.0,05000US51510,51,510,S,Owner,American Indian,All
"Alexandria city, Virginia",60.0,53.0,19.0,05000US51510,51,510,D,Owner,American Indian,No cost burden
"Alexandria city, Virginia",10.0,20.0,20.0,05000US51510,51,510,D,Owner,American Indian,Moderate cost burden
"Alexandria city, Virginia",0.0,161.0,21.0,05000US51510,51,510,D,Owner,American Indian,Severe cost burden
"Alexandria city, Virginia",0.0,161.0,22.0,05000US51510,51,510,D,Owner,American Indian,N/A
"Alexandria city, Virginia",0.0,161.0,23.0,05000US51510,51,510,S,Owner,Pacific Islander,All
"Alexandria city, Virginia",0.0,161.0,24.0,05000US51510,51,510,D,Owner,Pacific Islander,No cost burden
"Alexandria city, Virginia",0.0,161.0,25.0,05000US51510,51,510,D,Owner,Pacific Islander,Moderate cost burden
"Alexandria city, Virginia",0.0,161.0,26.0,05000US51510,51,510,D,Owner,Pacific Islander,Severe cost burden
"Alexandria city, Virginia",0.0,161.0,27.0,05000US51510,51,510,D,Owner,Pacific Islander,N/A
"Alexandria city, Virginia",1310.0,314.0,28.0,05000US51510,51,510,S,Owner,Hispanic,All
"Alexandria city, Virginia",670.0,226.0,29.0,05000US51510,51,510,D,Owner,Hispanic,No cost burden
"Alexandria city, Virginia",450.0,213.0,30.0,05000US51510,51,510,D,Owner,Hispanic,Moderate cost burden
"Alexandria city, Virginia",185.0,131.0,31.0,05000US51510,51,510,D,Owner,Hispanic,Severe cost burden
"Alexandria city, Virginia",0.0,161.0,32.0,05000US51510,51,510,D,Owner,Hispanic,N/A
"Alexandria city, Virginia",430.0,188.0,33.0,05000US51510,51,510,S,Owner,Other,All
"Alexandria city, Virginia",305.0,166.0,34.0,05000US51510,51,510,D,Owner,Other,No cost burden
"Alexandria city, Virginia",100.0,82.0,35.0,05000US51510,51,510,D,Owner,Other,Moderate cost burden
"Alexandria city, Virginia",25.0,40.0,36.0,05000US51510,51,510,D,Owner,Other,Severe cost burden
"Alexandria city, Virginia",0.0,161.0,37.0,05000US51510,51,510,D,Owner,Other,N/A
"Alexandria city, Virginia",32690.0,1290.0,38.0,05000US51510,51,510,S,Renter,All,All
"Alexandria city, Virginia",16690.0,834.0,39.0,05000US51510,51,510,S,Renter,White,All
"Alexandria city, Virginia",10895.0,759.0,40.0,05000US51510,51,510,D,Renter,White,No cost burden
"Alexandria city, Virginia",3000.0,507.0,41.0,05000US51510,51,510,D,Renter,White,Moderate cost burden
"Alexandria city, Virginia",2220.0,522.0,42.0,05000US51510,51,510,D,Renter,White,Severe cost burden
"Alexandria city, Virginia",575.0,222.0,43.0,05000US51510,51,510,D,Renter,White,N/A
"Alexandria city, Virginia",9405.0,774.0,44.0,05000US51510,51,510,S,Renter,Black,All
"Alexandria city, Virginia",4050.0,591.0,45.0,05000US51510,51,510,D,Renter,Black,No cost burden
"Alexandria city, Virginia",3000.0,582.0,46.0,05000US51510,51,510,D,Renter,Black,Moderate cost burden
"Alexandria city, Virginia",1985.0,391.0,47.0,05000US51510,51,510,D,Renter,Black,Severe cost burden
"Alexandria city, Virginia",375.0,215.0,48.0,05000US51510,51,510,D,Renter,Black,N/A
"Alexandria city, Virginia",2015.0,376.0,49.0,05000US51510,51,510,S,Renter,Asian,All
"Alexandria city, Virginia",1470.0,358.0,50.0,05000US51510,51,510,D,Renter,Asian,No cost burden
"Alexandria city, Virginia",320.0,181.0,51.0,05000US51510,51,510,D,Renter,Asian,Moderate cost burden
"Alexandria city, Virginia",190.0,94.0,52.0,05000US51510,51,510,D,Renter,Asian,Severe cost burden
"Alexandria city, Virginia",30.0,39.0,53.0,05000US51510,51,510,D,Renter,Asian,N/A
"Alexandria city, Virginia",60.0,44.0,54.0,05000US51510,51,510,S,Renter,American Indian,All
"Alexandria city, Virginia",10.0,22.0,55.0,05000US51510,51,510,D,Renter,American Indian,No cost burden
"Alexandria city, Virginia",15.0,24.0,56.0,05000US51510,51,510,D,Renter,American Indian,Moderate cost burden
