name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Race,Cost_Burden
"Alexandria city, Virginia",35.0,41.0,57.0,05000US51510,51,510,D,Renter,American Indian,Severe cost burden
"Alexandria city, Virginia",0.0,161.0,58.0,05000US51510,51,510,D,Renter,American Indian,N/A
"Alexandria city, Virginia",35.0,43.0,59.0,05000US51510,51,510,S,Renter,Pacific Islander,All
"Alexandria city, Virginia",15.0,31.0,60.0,05000US51510,51,510,D,Renter,Pacific Islander,No cost burden
"Alexandria city, Virginia",20.0,34.0,61.0,05000US51510,51,510,D,Renter,Pacific Islander,Moderate cost burden
"Alexandria city, Virginia",0.0,161.0,62.0,05000US51510,51,510,D,Renter,Pacific Islander,Severe cost burden
"Alexandria city, Virginia",0.0,161.0,63.0,05000US51510,51,510,D,Renter,Pacific Islander,N/A
"Alexandria city, Virginia",3805.0,567.0,64.0,05000US51510,51,510,S,Renter,Hispanic,All
"Alexandria city, Virginia",2010.0,527.0,65.0,05000US51510,51,510,D,Renter,Hispanic,No cost burden
"Alexandria city, Virginia",1280.0,412.0,66.0,05000US51510,51,510,D,Renter,Hispanic,Moderate cost burden
"Alexandria city, Virginia",505.0,254.0,67.0,05000US51510,51,510,D,Renter,Hispanic,Severe cost burden
"Alexandria city, Virginia",10.0,22.0,68.0,05000US51510,51,510,D,Renter,Hispanic,N/A
"Alexandria city, Virginia",675.0,274.0,69.0,05000US51510,51,510,S,Renter,Other,All
"Alexandria city, Virginia",465.0,250.0,70.0,05000US51510,51,510,D,Renter,Other,No cost burden
"Alexandria city, Virginia",100.0,91.0,71.0,05000US51510,51,510,D,Renter,Other,Moderate cost burden
"Alexandria city, Virginia",85.0,66.0,72.0,05000US51510,51,510,D,Renter,Other,Severe cost burden
"Alexandria city, Virginia",25.0,42.0,73.0,05000US51510,51,510,D,Renter,Other,N/A
