name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Race,Cost_Burden
"Hopewell city, Virginia",8740.0,394.0,1.0,05000US51670,51,670,T,All,All,All
"Hopewell city, Virginia",4490.0,458.0,2.0,05000US51670,51,670,S,Owner,All,All
"Hopewell city, Virginia",3280.0,287.0,3.0,05000US51670,51,670,S,Owner,White,All
"Hopewell city, Virginia",2675.0,287.0,4.0,05000US51670,51,670,D,Owner,White,No cost burden
"Hopewell city, Virginia",470.0,184.0,5.0,05000US51670,51,670,D,Owner,White,Moderate cost burden
"Hopewell city, Virginia",135.0,86.0,6.0,05000US51670,51,670,D,Owner,White,Severe cost burden
"Hopewell city, Virginia",0.0,161.0,7.0,05000US51670,51,670,D,Owner,White,N/A
"Hopewell city, Virginia",1170.0,353.0,8.0,05000US51670,51,670,S,Owner,Black,All
"Hopewell city, Virginia",860.0,308.0,9.0,05000US51670,51,670,D,Owner,Black,No cost burden
"Hopewell city, Virginia",140.0,82.0,10.0,05000US51670,51,670,D,Owner,Black,Moderate cost burden
"Hopewell city, Virginia",155.0,108.0,11.0,05000US51670,51,670,D,Owner,Black,Severe cost burden
"Hopewell city, Virginia",15.0,28.0,12.0,05000US51670,51,670,D,Owner,Black,N/A
"Hopewell city, Virginia",0.0,161.0,13.0,05000US51670,51,670,S,Owner,Asian,All
"Hopewell city, Virginia",0.0,161.0,14.0,05000US51670,51,670,D,Owner,Asian,No cost burden
"Hopewell city, Virginia",0.0,161.0,15.0,05000US51670,51,670,D,Owner,Asian,Moderate cost burden
"Hopewell city, Virginia",0.0,161.0,16.0,05000US51670,51,670,D,Owner,Asian,Severe cost burden
"Hopewell city, Virginia",0.0,161.0,17.0,05000US51670,51,670,D,Owner,Asian,N/A
"Hopewell city, Virginia",0.0,161.0,18.0,05000US51670,51,670,S,Owner,American Indian,All
"Hopewell city, Virginia",0.0,161.0,19.0,05000US51670,51,670,D,Owner,American Indian,No cost burden
"Hopewell city, Virginia",0.0,161.0,20.0,05000US51670,51,670,D,Owner,American Indian,Moderate cost burden
"Hopewell city, Virginia",0.0,161.0,21.0,05000US51670,51,670,D,Owner,American Indian,Severe cost burden
"Hopewell city, Virginia",0.0,161.0,22.0,05000US51670,51,670,D,Owner,American Indian,N/A
"Hopewell city, Virginia",0.0,161.0,23.0,05000US51670,51,670,S,Owner,Pacific Islander,All
"Hopewell city, Virginia",0.0,161.0,24.0,05000US51670,51,670,D,Owner,Pacific Islander,No cost burden
"Hopewell city, Virginia",0.0,161.0,25.0,05000US51670,51,670,D,Owner,Pacific Islander,Moderate cost burden
"Hopewell city, Virginia",0.0,161.0,26.0,05000US51670,51,670,D,Owner,Pacific Islander,Severe cost burden
"Hopewell city, Virginia",0.0,161.0,27.0,05000US51670,51,670,D,Owner,Pacific Islander,N/A
"Hopewell city, Virginia",30.0,43.0,28.0,05000US51670,51,670,S,Owner,Hispanic,All
"Hopewell city, Virginia",0.0,161.0,29.0,05000US51670,51,670,D,Owner,Hispanic,No cost burden
"Hopewell city, Virginia",0.0,161.0,30.0,05000US51670,51,670,D,Owner,Hispanic,Moderate cost burden
"Hopewell city, Virginia",30.0,43.0,31.0,05000US51670,51,670,D,Owner,Hispanic,Severe cost burden
"Hopewell city, Virginia",0.0,161.0,32.0,05000US51670,51,670,D,Owner,Hispanic,N/A
"Hopewell city, Virginia",15.0,31.0,33.0,05000US51670,51,670,S,Owner,Other,All
"Hopewell city, Virginia",15.0,31.0,34.0,05000US51670,51,670,D,Owner,Other,No cost burden
"Hopewell city, Virginia",0.0,161.0,35.0,05000US51670,51,670,D,Owner,Other,Moderate cost burden
"Hopewell city, Virginia",0.0,161.0,36.0,05000US51670,51,670,D,Owner,Other,Severe cost burden
"Hopewell city, Virginia",0.0,161.0,37.0,05000US51670,51,670,D,Owner,Other,N/A
"Hopewell city, Virginia",4250.0,497.0,38.0,05000US51670,51,670,S,Renter,All,All
"Hopewell city, Virginia",1685.0,328.0,39.0,05000US51670,51,670,S,Renter,White,All
"Hopewell city, Virginia",1030.0,273.0,40.0,05000US51670,51,670,D,Renter,White,No cost burden
"Hopewell city, Virginia",275.0,167.0,41.0,05000US51670,51,670,D,Renter,White,Moderate cost burden
"Hopewell city, Virginia",375.0,173.0,42.0,05000US51670,51,670,D,Renter,White,Severe cost burden
"Hopewell city, Virginia",0.0,161.0,43.0,05000US51670,51,670,D,Renter,White,N/A
"Hopewell city, Virginia",2245.0,465.0,44.0,05000US51670,51,670,S,Renter,Black,All
"Hopewell city, Virginia",1255.0,355.0,45.0,05000US51670,51,670,D,Renter,Black,No cost burden
"Hopewell city, Virginia",340.0,158.0,46.0,05000US51670,51,670,D,Renter,Black,Moderate cost burden
"Hopewell city, Virginia",510.0,210.0,47.0,05000US51670,51,670,D,Renter,Black,Severe cost burden
"Hopewell city, Virginia",135.0,111.0,48.0,05000US51670,51,670,D,Renter,Black,N/A
"Hopewell city, Virginia",105.0,152.0,49.0,05000US51670,51,670,S,Renter,Asian,All
"Hopewell city, Virginia",0.0,161.0,50.0,05000US51670,51,670,D,Renter,Asian,No cost burden
"Hopewell city, Virginia",105.0,152.0,51.0,05000US51670,51,670,D,Renter,Asian,Moderate cost burden
"Hopewell city, Virginia",0.0,161.0,52.0,05000US51670,51,670,D,Renter,Asian,Severe cost burden
"Hopewell city, Virginia",0.0,161.0,53.0,05000US51670,51,670,D,Renter,Asian,N/A
"Hopewell city, Virginia",15.0,26.0,54.0,05000US51670,51,670,S,Renter,American Indian,All
"Hopewell city, Virginia",0.0,161.0,55.0,05000US51670,51,670,D,Renter,American Indian,No cost burden
"Hopewell city, Virginia",15.0,26.0,56.0,05000US51670,51,670,D,Renter,American Indian,Moderate cost burden
"Hopewell city, Virginia",0.0,161.0,57.0,05000US51670,51,670,D,Renter,American Indian,Severe cost burden
"Hopewell city, Virginia",0.0,161.0,58.0,05000US51670,51,670,D,Renter,American Indian,N/A
"Hopewell city, Virginia",0.0,161.0,59.0,05000US51670,51,670,S,Renter,Pacific Islander,All
"Hopewell city, Virginia",0.0,161.0,60.0,05000US51670,51,670,D,Renter,Pacific Islander,No cost burden
"Hopewell city, Virginia",0.0,161.0,61.0,05000US51670,51,670,D,Renter,Pacific Islander,Moderate cost burden
"Hopewell city, Virginia",0.0,161.0,62.0,05000US51670,51,670,D,Renter,Pacific Islander,Severe cost burden
"Hopewell city, Virginia",0.0,161.0,63.0,05000US51670,51,670,D,Renter,Pacific Islander,N/A
"Hopewell city, Virginia",155.0,94.0,64.0,05000US51670,51,670,S,Renter,Hispanic,All
"Hopewell city, Virginia",115.0,76.0,65.0,05000US51670,51,670,D,Renter,Hispanic,No cost burden
"Hopewell city, Virginia",40.0,80.0,66.0,05000US51670,51,670,D,Renter,Hispanic,Moderate cost burden
"Hopewell city, Virginia",0.0,161.0,67.0,05000US51670,51,670,D,Renter,Hispanic,Severe cost burden
"Hopewell city, Virginia",0.0,161.0,68.0,05000US51670,51,670,D,Renter,Hispanic,N/A
"Hopewell city, Virginia",50.0,58.0,69.0,05000US51670,51,670,S,Renter,Other,All
"Hopewell city, Virginia",25.0,45.0,70.0,05000US51670,51,670,D,Renter,Other,No cost burden
"Hopewell city, Virginia",10.0,17.0,71.0,05000US51670,51,670,D,Renter,Other,Moderate cost burden
"Hopewell city, Virginia",15.0,30.0,72.0,05000US51670,51,670,D,Renter,Other,Severe cost burden
"Hopewell city, Virginia",0.0,161.0,73.0,05000US51670,51,670,D,Renter,Other,N/A
