name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Race,Cost_Burden
"Danville city, Virginia",19970.0,546.0,1.0,05000US51590,51,590,T,All,All,All
"Danville city, Virginia",11100.0,546.0,2.0,05000US51590,51,590,S,Owner,All,All
"Danville city, Virginia",7790.0,395.0,3.0,05000US51590,51,590,S,Owner,White,All
"Danville city, Virginia",6505.0,401.0,4.0,05000US51590,51,590,D,Owner,White,No cost burden
"Danville city, Virginia",755.0,224.0,5.0,05000US51590,51,590,D,Owner,White,Moderate cost burden
"Danville city, Virginia",520.0,219.0,6.0,05000US51590,51,590,D,Owner,White,Severe cost burden
"Danville city, Virginia",10.0,21.0,7.0,05000US51590,51,590,D,Owner,White,N/A
"Danville city, Virginia",3095.0,359.0,8.0,05000US51590,51,590,S,Owner,Black,All
"Danville city, Virginia",2020.0,329.0,9.0,05000US51590,51,590,D,Owner,Black,No cost burden
"Danville city, Virginia",610.0,210.0,10.0,05000US51590,51,590,D,Owner,Black,Moderate cost burden
"Danville city, Virginia",450.0,140.0,11.0,05000US51590,51,590,D,Owner,Black,Severe cost burden
"Danville city, Virginia",15.0,23.0,12.0,05000US51590,51,590,D,Owner,Black,N/A
"Danville city, Virginia",45.0,54.0,13.0,05000US51590,51,590,S,Owner,Asian,All
"Danville city, Virginia",45.0,54.0,14.0,05000US51590,51,590,D,Owner,Asian,No cost burden
"Danville city, Virginia",0.0,161.0,15.0,05000US51590,51,590,D,Owner,Asian,Moderate cost burden
"Danville city, Virginia",0.0,161.0,16.0,05000US51590,51,590,D,Owner,Asian,Severe cost burden
"Danville city, Virginia",0.0,161.0,17.0,05000US51590,51,590,D,Owner,Asian,N/A
"Danville city, Virginia",20.0,37.0,18.0,05000US51590,51,590,S,Owner,American Indian,All
"Danville city, Virginia",20.0,37.0,19.0,05000US51590,51,590,D,Owner,American Indian,No cost burden
"Danville city, Virginia",0.0,161.0,20.0,05000US51590,51,590,D,Owner,American Indian,Moderate cost burden
"Danville city, Virginia",0.0,161.0,21.0,05000US51590,51,590,D,Owner,American Indian,Severe cost burden
"Danville city, Virginia",0.0,161.0,22.0,05000US51590,51,590,D,Owner,American Indian,N/A
"Danville city, Virginia",0.0,161.0,23.0,05000US51590,51,590,S,Owner,Pacific Islander,All
"Danville city, Virginia",0.0,161.0,24.0,05000US51590,51,590,D,Owner,Pacific Islander,No cost burden
"Danville city, Virginia",0.0,161.0,25.0,05000US51590,51,590,D,Owner,Pacific Islander,Moderate cost burden
"Danville city, Virginia",0.0,161.0,26.0,05000US51590,51,590,D,Owner,Pacific Islander,Severe cost burden
"Danville city, Virginia",0.0,161.0,27.0,05000US51590,51,590,D,Owner,Pacific Islander,N/A
"Danville city, Virginia",60.0,91.0,28.0,05000US51590,51,590,S,Owner,Hispanic,All
"Danville city, Virginia",60.0,91.0,29.0,05000US51590,51,590,D,Owner,Hispanic,No cost burden
"Danville city, Virginia",0.0,161.0,30.0,05000US51590,51,590,D,Owner,Hispanic,Moderate cost burden
"Danville city, Virginia",0.0,161.0,31.0,05000US51590,51,590,D,Owner,Hispanic,Severe cost burden
"Danville city, Virginia",0.0,161.0,32.0,05000US51590,51,590,D,Owner,Hispanic,N/A
"Danville city, Virginia",85.0,92.0,33.0,05000US51590,51,590,S,Owner,Other,All
"Danville city, Virginia",0.0,161.0,34.0,05000US51590,51,590,D,Owner,Other,No cost burden
"Danville city, Virginia",40.0,48.0,35.0,05000US51590,51,590,D,Owner,Other,Moderate cost burden
"Danville city, Virginia",0.0,161.0,36.0,05000US51590,51,590,D,Owner,Other,Severe cost burden
"Danville city, Virginia",50.0,81.0,37.0,05000US51590,51,590,D,Owner,Other,N/A
"Danville city, Virginia",8870.0,658.0,38.0,05000US51590,51,590,S,Renter,All,All
"Danville city, Virginia",3420.0,443.0,39.0,05000US51590,51,590,S,Renter,White,All
"Danville city, Virginia",1930.0,337.0,40.0,05000US51590,51,590,D,Renter,White,No cost burden
"Danville city, Virginia",735.0,255.0,41.0,05000US51590,51,590,D,Renter,White,Moderate cost burden
"Danville city, Virginia",465.0,172.0,42.0,05000US51590,51,590,D,Renter,White,Severe cost burden
"Danville city, Virginia",295.0,121.0,43.0,05000US51590,51,590,D,Renter,White,N/A
"Danville city, Virginia",5125.0,502.0,44.0,05000US51590,51,590,S,Renter,Black,All
"Danville city, Virginia",2035.0,418.0,45.0,05000US51590,51,590,D,Renter,Black,No cost burden
"Danville city, Virginia",735.0,244.0,46.0,05000US51590,51,590,D,Renter,Black,Moderate cost burden
"Danville city, Virginia",1835.0,415.0,47.0,05000US51590,51,590,D,Renter,Black,Severe cost burden
"Danville city, Virginia",515.0,208.0,48.0,05000US51590,51,590,D,Renter,Black,N/A
"Danville city, Virginia",0.0,161.0,49.0,05000US51590,51,590,S,Renter,Asian,All
"Danville city, Virginia",0.0,161.0,50.0,05000US51590,51,590,D,Renter,Asian,No cost burden
"Danville city, Virginia",0.0,161.0,51.0,05000US51590,51,590,D,Renter,Asian,Moderate cost burden
"Danville city, Virginia",0.0,161.0,52.0,05000US51590,51,590,D,Renter,Asian,Severe cost burden
"Danville city, Virginia",0.0,161.0,53.0,05000US51590,51,590,D,Renter,Asian,N/A
"Danville city, Virginia",15.0,26.0,54.0,05000US51590,51,590,S,Renter,American Indian,All
"Danville city, Virginia",0.0,161.0,55.0,05000US51590,51,590,D,Renter,American Indian,No cost burden
"Danville city, Virginia",0.0,161.0,56.0,05000US51590,51,590,D,Renter,American Indian,Moderate cost burden
"Danville city, Virginia",0.0,161.0,57.0,05000US51590,51,590,D,Renter,American Indian,Severe cost burden
"Danville city, Virginia",15.0,26.0,58.0,05000US51590,51,590,D,Renter,American Indian,N/A
"Danville city, Virginia",0.0,161.0,59.0,05000US51590,51,590,S,Renter,Pacific Islander,All
"Danville city, Virginia",0.0,161.0,60.0,05000US51590,51,590,D,Renter,Pacific Islander,No cost burden
"Danville city, Virginia",0.0,161.0,61.0,05000US51590,51,590,D,Renter,Pacific Islander,Moderate cost burden
"Danville city, Virginia",0.0,161.0,62.0,05000US51590,51,590,D,Renter,Pacific Islander,Severe cost burden
"Danville city, Virginia",0.0,161.0,63.0,05000US51590,51,590,D,Renter,Pacific Islander,N/A
"Danville city, Virginia",225.0,119.0,64.0,05000US51590,51,590,S,Renter,Hispanic,All
"Danville city, Virginia",155.0,98.0,65.0,05000US51590,51,590,D,Renter,Hispanic,No cost burden
"Danville city, Virginia",65.0,112.0,66.0,05000US51590,51,590,D,Renter,Hispanic,Moderate cost burden
"Danville city, Virginia",0.0,161.0,67.0,05000US51590,51,590,D,Renter,Hispanic,Severe cost burden
"Danville city, Virginia",0.0,161.0,68.0,05000US51590,51,590,D,Renter,Hispanic,N/A
"Danville city, Virginia",90.0,102.0,69.0,05000US51590,51,590,S,Renter,Other,All
"Danville city, Virginia",50.0,80.0,70.0,05000US51590,51,590,D,Renter,Other,No cost burden
"Danville city, Virginia",0.0,161.0,71.0,05000US51590,51,590,D,Renter,Other,Moderate cost burden
"Danville city, Virginia",40.0,64.0,72.0,05000US51590,51,590,D,Renter,Other,Severe cost burden
"Danville city, Virginia",0.0,161.0,73.0,05000US51590,51,590,D,Renter,Other,N/A
