name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Race,Cost_Burden
"Charlottesville city, Virginia",16695.0,444.0,1.0,05000US51540,51,540,T,All,All,All
"Charlottesville city, Virginia",7685.0,483.0,2.0,05000US51540,51,540,S,Owner,All,All
"Charlottesville city, Virginia",6460.0,386.0,3.0,05000US51540,51,540,S,Owner,White,All
"Charlottesville city, Virginia",4235.0,359.0,4.0,05000US51540,51,540,D,Owner,White,No cost burden
"Charlottesville city, Virginia",1515.0,292.0,5.0,05000US51540,51,540,D,Owner,White,Moderate cost burden
"Charlottesville city, Virginia",685.0,173.0,6.0,05000US51540,51,540,D,Owner,White,Severe cost burden
"Charlottesville city, Virginia",30.0,33.0,7.0,05000US51540,51,540,D,Owner,White,N/A
"Charlottesville city, Virginia",1030.0,232.0,8.0,05000US51540,51,540,S,Owner,Black,All
"Charlottesville city, Virginia",540.0,200.0,9.0,05000US51540,51,540,D,Owner,Black,No cost burden
"Charlottesville city, Virginia",225.0,119.0,10.0,05000US51540,51,540,D,Owner,Black,Moderate cost burden
"Charlottesville city, Virginia",260.0,172.0,11.0,05000US51540,51,540,D,Owner,Black,Severe cost burden
"Charlottesville city, Virginia",0.0,161.0,12.0,05000US51540,51,540,D,Owner,Black,N/A
"Charlottesville city, Virginia",80.0,54.0,13.0,05000US51540,51,540,S,Owner,Asian,All
"Charlottesville city, Virginia",45.0,47.0,14.0,05000US51540,51,540,D,Owner,Asian,No cost burden
"Charlottesville city, Virginia",20.0,33.0,15.0,05000US51540,51,540,D,Owner,Asian,Moderate cost burden
"Charlottesville city, Virginia",10.0,21.0,16.0,05000US51540,51,540,D,Owner,Asian,Severe cost burden
"Charlottesville city, Virginia",4.0,7.0,17.0,05000US51540,51,540,D,Owner,Asian,N/A
"Charlottesville city, Virginia",20.0,36.0,18.0,05000US51540,51,540,S,Owner,American Indian,All
"Charlottesville city, Virginia",20.0,36.0,19.0,05000US51540,51,540,D,Owner,American Indian,No cost burden
"Charlottesville city, Virginia",0.0,161.0,20.0,05000US51540,51,540,D,Owner,American Indian,Moderate cost burden
"Charlottesville city, Virginia",0.0,161.0,21.0,05000US51540,51,540,D,Owner,American Indian,Severe cost burden
