name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Race,Cost_Burden
"Staunton city, Virginia",9710.0,381.0,1.0,05000US51790,51,790,T,All,All,All
"Staunton city, Virginia",5780.0,380.0,2.0,05000US51790,51,790,S,Owner,All,All
"Staunton city, Virginia",5290.0,390.0,3.0,05000US51790,51,790,S,Owner,White,All
"Staunton city, Virginia",4410.0,395.0,4.0,05000US51790,51,790,D,Owner,White,No cost burden
"Staunton city, Virginia",485.0,172.0,5.0,05000US51790,51,790,D,Owner,White,Moderate cost burden
"Staunton city, Virginia",380.0,166.0,6.0,05000US51790,51,790,D,Owner,White,Severe cost burden
"Staunton city, Virginia",20.0,38.0,7.0,05000US51790,51,790,D,Owner,White,N/A
"Staunton city, Virginia",410.0,173.0,8.0,05000US51790,51,790,S,Owner,Black,All
"Staunton city, Virginia",180.0,105.0,9.0,05000US51790,51,790,D,Owner,Black,No cost burden
"Staunton city, Virginia",75.0,63.0,10.0,05000US51790,51,790,D,Owner,Black,Moderate cost burden
"Staunton city, Virginia",135.0,123.0,11.0,05000US51790,51,790,D,Owner,Black,Severe cost burden
"Staunton city, Virginia",20.0,38.0,12.0,05000US51790,51,790,D,Owner,Black,N/A
"Staunton city, Virginia",0.0,161.0,13.0,05000US51790,51,790,S,Owner,Asian,All
"Staunton city, Virginia",0.0,161.0,14.0,05000US51790,51,790,D,Owner,Asian,No cost burden
"Staunton city, Virginia",0.0,161.0,15.0,05000US51790,51,790,D,Owner,Asian,Moderate cost burden
"Staunton city, Virginia",0.0,161.0,16.0,05000US51790,51,790,D,Owner,Asian,Severe cost burden
"Staunton city, Virginia",0.0,161.0,17.0,05000US51790,51,790,D,Owner,Asian,N/A
"Staunton city, Virginia",0.0,161.0,18.0,05000US51790,51,790,S,Owner,American Indian,All
"Staunton city, Virginia",0.0,161.0,19.0,05000US51790,51,790,D,Owner,American Indian,No cost burden
"Staunton city, Virginia",0.0,161.0,20.0,05000US51790,51,790,D,Owner,American Indian,Moderate cost burden
"Staunton city, Virginia",0.0,161.0,21.0,05000US51790,51,790,D,Owner,American Indian,Severe cost burden
"Staunton city, Virginia",0.0,161.0,22.0,05000US51790,51,790,D,Owner,American Indian,N/A
"Staunton city, Virginia",0.0,161.0,23.0,05000US51790,51,790,S,Owner,Pacific Islander,All
"Staunton city, Virginia",0.0,161.0,24.0,05000US51790,51,790,D,Owner,Pacific Islander,No cost burden
"Staunton city, Virginia",0.0,161.0,25.0,05000US51790,51,790,D,Owner,Pacific Islander,Moderate cost burden
"Staunton city, Virginia",0.0,161.0,26.0,05000US51790,51,790,D,Owner,Pacific Islander,Severe cost burden
"Staunton city, Virginia",0.0,161.0,27.0,05000US51790,51,790,D,Owner,Pacific Islander,N/A
"Staunton city, Virginia",35.0,50.0,28.0,05000US51790,51,790,S,Owner,Hispanic,All
"Staunton city, Virginia",0.0,161.0,29.0,05000US51790,51,790,D,Owner,Hispanic,No cost burden
"Staunton city, Virginia",35.0,50.0,30.0,05000US51790,51,790,D,Owner,Hispanic,Moderate cost burden
"Staunton city, Virginia",0.0,161.0,31.0,05000US51790,51,790,D,Owner,Hispanic,Severe cost burden
"Staunton city, Virginia",0.0,161.0,32.0,05000US51790,51,790,D,Owner,Hispanic,N/A
