name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Household_Income,Bedrooms
"Staunton city, Virginia",3725.0,369.0,1.0,05000US51790,51,790,T,All,All,All,All
"Staunton city, Virginia",0.0,161.0,2.0,05000US51790,51,790,S,Substandard,All,All,All
"Staunton city, Virginia",3725.0,369.0,3.0,05000US51790,51,790,S,Standard,All,All,All
"Staunton city, Virginia",555.0,172.0,4.0,05000US51790,51,790,S,Standard,VHUD50,All,All
"Staunton city, Virginia",70.0,56.0,5.0,05000US51790,51,790,S,Standard,VHUD50,30% AMI or less,All
"Staunton city, Virginia",0.0,161.0,6.0,05000US51790,51,790,D,Standard,VHUD50,30% AMI or less,0 or 1
"Staunton city, Virginia",40.0,43.0,7.0,05000US51790,51,790,D,Standard,VHUD50,30% AMI or less,2
"Staunton city, Virginia",30.0,42.0,8.0,05000US51790,51,790,D,Standard,VHUD50,30% AMI or less,3 or more
"Staunton city, Virginia",45.0,54.0,9.0,05000US51790,51,790,S,Standard,VHUD50,30.1-50% AMI,All
"Staunton city, Virginia",0.0,161.0,10.0,05000US51790,51,790,D,Standard,VHUD50,30.1-50% AMI,0 or 1
"Staunton city, Virginia",10.0,23.0,11.0,05000US51790,51,790,D,Standard,VHUD50,30.1-50% AMI,2
"Staunton city, Virginia",30.0,50.0,12.0,05000US51790,51,790,D,Standard,VHUD50,30.1-50% AMI,3 or more
"Staunton city, Virginia",50.0,49.0,13.0,05000US51790,51,790,S,Standard,VHUD50,50.1-80% AMI,All
"Staunton city, Virginia",0.0,161.0,14.0,05000US51790,51,790,D,Standard,VHUD50,50.1-80% AMI,0 or 1
"Staunton city, Virginia",15.0,28.0,15.0,05000US51790,51,790,D,Standard,VHUD50,50.1-80% AMI,2
"Staunton city, Virginia",35.0,40.0,16.0,05000US51790,51,790,D,Standard,VHUD50,50.1-80% AMI,3 or more
"Staunton city, Virginia",65.0,65.0,17.0,05000US51790,51,790,S,Standard,VHUD50,80.1-95% AMI,All
"Staunton city, Virginia",0.0,161.0,18.0,05000US51790,51,790,D,Standard,VHUD50,80.1-95% AMI,0 or 1
"Staunton city, Virginia",20.0,37.0,19.0,05000US51790,51,790,D,Standard,VHUD50,80.1-95% AMI,2
"Staunton city, Virginia",45.0,53.0,20.0,05000US51790,51,790,D,Standard,VHUD50,80.1-95% AMI,3 or more
"Staunton city, Virginia",325.0,148.0,21.0,05000US51790,51,790,S,Standard,VHUD50,95.1% AMI and above,All
"Staunton city, Virginia",0.0,161.0,22.0,05000US51790,51,790,D,Standard,VHUD50,95.1% AMI and above,0 or 1
"Staunton city, Virginia",120.0,94.0,23.0,05000US51790,51,790,D,Standard,VHUD50,95.1% AMI and above,2
"Staunton city, Virginia",205.0,116.0,24.0,05000US51790,51,790,D,Standard,VHUD50,95.1% AMI and above,3 or more
"Staunton city, Virginia",1675.0,320.0,25.0,05000US51790,51,790,S,Standard,VHUD80,All,All
"Staunton city, Virginia",135.0,121.0,26.0,05000US51790,51,790,S,Standard,VHUD80,30% AMI or less,All
"Staunton city, Virginia",0.0,161.0,27.0,05000US51790,51,790,D,Standard,VHUD80,30% AMI or less,0 or 1
"Staunton city, Virginia",0.0,161.0,28.0,05000US51790,51,790,D,Standard,VHUD80,30% AMI or less,2
"Staunton city, Virginia",135.0,121.0,29.0,05000US51790,51,790,D,Standard,VHUD80,30% AMI or less,3 or more
"Staunton city, Virginia",65.0,59.0,30.0,05000US51790,51,790,S,Standard,VHUD80,30.1-50% AMI,All
"Staunton city, Virginia",0.0,161.0,31.0,05000US51790,51,790,D,Standard,VHUD80,30.1-50% AMI,0 or 1
"Staunton city, Virginia",0.0,161.0,32.0,05000US51790,51,790,D,Standard,VHUD80,30.1-50% AMI,2
"Staunton city, Virginia",65.0,59.0,33.0,05000US51790,51,790,D,Standard,VHUD80,30.1-50% AMI,3 or more
"Staunton city, Virginia",200.0,120.0,34.0,05000US51790,51,790,S,Standard,VHUD80,50.1-80% AMI,All
