name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Household_Income,Bedrooms
"Portsmouth city, Virginia",17520.0,766.0,1.0,05000US51740,51,740,T,All,All,All,All
"Portsmouth city, Virginia",90.0,68.0,2.0,05000US51740,51,740,S,Substandard,All,All,All
"Portsmouth city, Virginia",17430.0,780.0,3.0,05000US51740,51,740,S,Standard,All,All,All
"Portsmouth city, Virginia",2925.0,460.0,4.0,05000US51740,51,740,S,Standard,VHUD50,All,All
"Portsmouth city, Virginia",410.0,184.0,5.0,05000US51740,51,740,S,Standard,VHUD50,30% AMI or less,All
"Portsmouth city, Virginia",0.0,161.0,6.0,05000US51740,51,740,D,Standard,VHUD50,30% AMI or less,0 or 1
"Portsmouth city, Virginia",120.0,98.0,7.0,05000US51740,51,740,D,Standard,VHUD50,30% AMI or less,2
"Portsmouth city, Virginia",290.0,156.0,8.0,05000US51740,51,740,D,Standard,VHUD50,30% AMI or less,3 or more
"Portsmouth city, Virginia",350.0,150.0,9.0,05000US51740,51,740,S,Standard,VHUD50,30.1-50% AMI,All
"Portsmouth city, Virginia",0.0,161.0,10.0,05000US51740,51,740,D,Standard,VHUD50,30.1-50% AMI,0 or 1
"Portsmouth city, Virginia",105.0,78.0,11.0,05000US51740,51,740,D,Standard,VHUD50,30.1-50% AMI,2
"Portsmouth city, Virginia",245.0,132.0,12.0,05000US51740,51,740,D,Standard,VHUD50,30.1-50% AMI,3 or more
"Portsmouth city, Virginia",710.0,221.0,13.0,05000US51740,51,740,S,Standard,VHUD50,50.1-80% AMI,All
"Portsmouth city, Virginia",30.0,39.0,14.0,05000US51740,51,740,D,Standard,VHUD50,50.1-80% AMI,0 or 1
"Portsmouth city, Virginia",315.0,123.0,15.0,05000US51740,51,740,D,Standard,VHUD50,50.1-80% AMI,2
"Portsmouth city, Virginia",365.0,167.0,16.0,05000US51740,51,740,D,Standard,VHUD50,50.1-80% AMI,3 or more
"Portsmouth city, Virginia",355.0,147.0,17.0,05000US51740,51,740,S,Standard,VHUD50,80.1-95% AMI,All
"Portsmouth city, Virginia",0.0,161.0,18.0,05000US51740,51,740,D,Standard,VHUD50,80.1-95% AMI,0 or 1
"Portsmouth city, Virginia",175.0,128.0,19.0,05000US51740,51,740,D,Standard,VHUD50,80.1-95% AMI,2
"Portsmouth city, Virginia",185.0,84.0,20.0,05000US51740,51,740,D,Standard,VHUD50,80.1-95% AMI,3 or more
"Portsmouth city, Virginia",1095.0,276.0,21.0,05000US51740,51,740,S,Standard,VHUD50,95.1% AMI and above,All
"Portsmouth city, Virginia",15.0,26.0,22.0,05000US51740,51,740,D,Standard,VHUD50,95.1% AMI and above,0 or 1
"Portsmouth city, Virginia",290.0,111.0,23.0,05000US51740,51,740,D,Standard,VHUD50,95.1% AMI and above,2
"Portsmouth city, Virginia",785.0,257.0,24.0,05000US51740,51,740,D,Standard,VHUD50,95.1% AMI and above,3 or more
"Portsmouth city, Virginia",7560.0,690.0,25.0,05000US51740,51,740,S,Standard,VHUD80,All,All
"Portsmouth city, Virginia",290.0,165.0,26.0,05000US51740,51,740,S,Standard,VHUD80,30% AMI or less,All
"Portsmouth city, Virginia",0.0,161.0,27.0,05000US51740,51,740,D,Standard,VHUD80,30% AMI or less,0 or 1
"Portsmouth city, Virginia",85.0,60.0,28.0,05000US51740,51,740,D,Standard,VHUD80,30% AMI or less,2
"Portsmouth city, Virginia",205.0,156.0,29.0,05000US51740,51,740,D,Standard,VHUD80,30% AMI or less,3 or more
"Portsmouth city, Virginia",875.0,276.0,30.0,05000US51740,51,740,S,Standard,VHUD80,30.1-50% AMI,All
"Portsmouth city, Virginia",15.0,24.0,31.0,05000US51740,51,740,D,Standard,VHUD80,30.1-50% AMI,0 or 1
"Portsmouth city, Virginia",200.0,168.0,32.0,05000US51740,51,740,D,Standard,VHUD80,30.1-50% AMI,2
"Portsmouth city, Virginia",660.0,221.0,33.0,05000US51740,51,740,D,Standard,VHUD80,30.1-50% AMI,3 or more
"Portsmouth city, Virginia",1490.0,471.0,34.0,05000US51740,51,740,S,Standard,VHUD80,50.1-80% AMI,All
"Portsmouth city, Virginia",85.0,98.0,35.0,05000US51740,51,740,D,Standard,VHUD80,50.1-80% AMI,0 or 1
"Portsmouth city, Virginia",500.0,335.0,36.0,05000US51740,51,740,D,Standard,VHUD80,50.1-80% AMI,2
"Portsmouth city, Virginia",905.0,273.0,37.0,05000US51740,51,740,D,Standard,VHUD80,50.1-80% AMI,3 or more
"Portsmouth city, Virginia",1150.0,330.0,38.0,05000US51740,51,740,S,Standard,VHUD80,80.1-95% AMI,All
"Portsmouth city, Virginia",0.0,161.0,39.0,05000US51740,51,740,D,Standard,VHUD80,80.1-95% AMI,0 or 1
"Portsmouth city, Virginia",95.0,74.0,40.0,05000US51740,51,740,D,Standard,VHUD80,80.1-95% AMI,2
"Portsmouth city, Virginia",1050.0,317.0,41.0,05000US51740,51,740,D,Standard,VHUD80,80.1-95% AMI,3 or more
"Portsmouth city, Virginia",3755.0,520.0,42.0,05000US51740,51,740,S,Standard,VHUD80,95.1% AMI and above,All
"Portsmouth city, Virginia",20.0,33.0,43.0,05000US51740,51,740,D,Standard,VHUD80,95.1% AMI and above,0 or 1
"Portsmouth city, Virginia",435.0,165.0,44.0,05000US51740,51,740,D,Standard,VHUD80,95.1% AMI and above,2
"Portsmouth city, Virginia",3300.0,526.0,45.0,05000US51740,51,740,D,Standard,VHUD80,95.1% AMI and above,3 or more
"Portsmouth city, Virginia",2460.0,390.0,46.0,05000US51740,51,740,S,Standard,VHUD100,All,All
