name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Household_Income,Cost_Burden
"Newport News city, Virginia",1820.0,416.0,78.0,05000US51700,51,700,D,Owner,1940 to 1959,80.1-120% AMI,No cost burden
"Newport News city, Virginia",590.0,236.0,79.0,05000US51700,51,700,D,Owner,1940 to 1959,80.1-120% AMI,Moderate cost burden
"Newport News city, Virginia",0.0,161.0,80.0,05000US51700,51,700,D,Owner,1940 to 1959,80.1-120% AMI,Severe cost burden
"Newport News city, Virginia",0.0,161.0,81.0,05000US51700,51,700,D,Owner,1940 to 1959,80.1-120% AMI,N/A
"Newport News city, Virginia",2720.0,459.0,82.0,05000US51700,51,700,S,Owner,1940 to 1959,>120% AMI,All
"Newport News city, Virginia",2620.0,443.0,83.0,05000US51700,51,700,D,Owner,1940 to 1959,>120% AMI,No cost burden
"Newport News city, Virginia",85.0,72.0,84.0,05000US51700,51,700,D,Owner,1940 to 1959,>120% AMI,Moderate cost burden
"Newport News city, Virginia",15.0,28.0,85.0,05000US51700,51,700,D,Owner,1940 to 1959,>120% AMI,Severe cost burden
"Newport News city, Virginia",0.0,161.0,86.0,05000US51700,51,700,D,Owner,1940 to 1959,>120% AMI,N/A
"Newport News city, Virginia",2225.0,373.0,87.0,05000US51700,51,700,S,Owner,1939-,All,All
"Newport News city, Virginia",535.0,155.0,88.0,05000US51700,51,700,S,Owner,1939-,<=50% AMI,All
"Newport News city, Virginia",195.0,109.0,89.0,05000US51700,51,700,D,Owner,1939-,<=50% AMI,No cost burden
"Newport News city, Virginia",135.0,82.0,90.0,05000US51700,51,700,D,Owner,1939-,<=50% AMI,Moderate cost burden
"Newport News city, Virginia",185.0,102.0,91.0,05000US51700,51,700,D,Owner,1939-,<=50% AMI,Severe cost burden
"Newport News city, Virginia",20.0,33.0,92.0,05000US51700,51,700,D,Owner,1939-,<=50% AMI,N/A
"Newport News city, Virginia",695.0,271.0,93.0,05000US51700,51,700,S,Owner,1939-,50.1-80% AMI,All
"Newport News city, Virginia",435.0,203.0,94.0,05000US51700,51,700,D,Owner,1939-,50.1-80% AMI,No cost burden
"Newport News city, Virginia",215.0,162.0,95.0,05000US51700,51,700,D,Owner,1939-,50.1-80% AMI,Moderate cost burden
"Newport News city, Virginia",40.0,50.0,96.0,05000US51700,51,700,D,Owner,1939-,50.1-80% AMI,Severe cost burden
"Newport News city, Virginia",0.0,161.0,97.0,05000US51700,51,700,D,Owner,1939-,50.1-80% AMI,N/A
"Newport News city, Virginia",465.0,190.0,98.0,05000US51700,51,700,S,Owner,1939-,80.1-120% AMI,All
"Newport News city, Virginia",410.0,185.0,99.0,05000US51700,51,700,D,Owner,1939-,80.1-120% AMI,No cost burden
"Newport News city, Virginia",35.0,42.0,100.0,05000US51700,51,700,D,Owner,1939-,80.1-120% AMI,Moderate cost burden
"Newport News city, Virginia",25.0,42.0,101.0,05000US51700,51,700,D,Owner,1939-,80.1-120% AMI,Severe cost burden
"Newport News city, Virginia",0.0,161.0,102.0,05000US51700,51,700,D,Owner,1939-,80.1-120% AMI,N/A
"Newport News city, Virginia",530.0,155.0,103.0,05000US51700,51,700,S,Owner,1939-,>120% AMI,All
"Newport News city, Virginia",530.0,155.0,104.0,05000US51700,51,700,D,Owner,1939-,>120% AMI,No cost burden
"Newport News city, Virginia",0.0,161.0,105.0,05000US51700,51,700,D,Owner,1939-,>120% AMI,Moderate cost burden
"Newport News city, Virginia",0.0,161.0,106.0,05000US51700,51,700,D,Owner,1939-,>120% AMI,Severe cost burden
"Newport News city, Virginia",0.0,161.0,107.0,05000US51700,51,700,D,Owner,1939-,>120% AMI,N/A
"Newport News city, Virginia",34745.0,1133.0,108.0,05000US51700,51,700,S,Renter,All,All,All
"Newport News city, Virginia",1840.0,449.0,109.0,05000US51700,51,700,S,Renter,2000+,All,All
"Newport News city, Virginia",810.0,335.0,110.0,05000US51700,51,700,S,Renter,2000+,<=50% AMI,All
"Newport News city, Virginia",20.0,35.0,111.0,05000US51700,51,700,D,Renter,2000+,<=50% AMI,No cost burden
"Newport News city, Virginia",230.0,171.0,112.0,05000US51700,51,700,D,Renter,2000+,<=50% AMI,Moderate cost burden
"Newport News city, Virginia",530.0,270.0,113.0,05000US51700,51,700,D,Renter,2000+,<=50% AMI,Severe cost burden
"Newport News city, Virginia",30.0,41.0,114.0,05000US51700,51,700,D,Renter,2000+,<=50% AMI,N/A
"Newport News city, Virginia",255.0,173.0,115.0,05000US51700,51,700,S,Renter,2000+,50.1-80% AMI,All
"Newport News city, Virginia",125.0,136.0,116.0,05000US51700,51,700,D,Renter,2000+,50.1-80% AMI,No cost burden
"Newport News city, Virginia",35.0,46.0,117.0,05000US51700,51,700,D,Renter,2000+,50.1-80% AMI,Moderate cost burden
"Newport News city, Virginia",30.0,36.0,118.0,05000US51700,51,700,D,Renter,2000+,50.1-80% AMI,Severe cost burden
"Newport News city, Virginia",60.0,96.0,119.0,05000US51700,51,700,D,Renter,2000+,50.1-80% AMI,N/A
"Newport News city, Virginia",170.0,95.0,120.0,05000US51700,51,700,S,Renter,2000+,80.1-120% AMI,All
"Newport News city, Virginia",95.0,61.0,121.0,05000US51700,51,700,D,Renter,2000+,80.1-120% AMI,No cost burden
"Newport News city, Virginia",75.0,69.0,122.0,05000US51700,51,700,D,Renter,2000+,80.1-120% AMI,Moderate cost burden
"Newport News city, Virginia",0.0,161.0,123.0,05000US51700,51,700,D,Renter,2000+,80.1-120% AMI,Severe cost burden
"Newport News city, Virginia",0.0,161.0,124.0,05000US51700,51,700,D,Renter,2000+,80.1-120% AMI,N/A
"Newport News city, Virginia",605.0,231.0,125.0,05000US51700,51,700,S,Renter,2000+,>120% AMI,All
"Newport News city, Virginia",540.0,227.0,126.0,05000US51700,51,700,D,Renter,2000+,>120% AMI,No cost burden
"Newport News city, Virginia",25.0,34.0,127.0,05000US51700,51,700,D,Renter,2000+,>120% AMI,Moderate cost burden
"Newport News city, Virginia",35.0,45.0,128.0,05000US51700,51,700,D,Renter,2000+,>120% AMI,Severe cost burden
"Newport News city, Virginia",0.0,161.0,129.0,05000US51700,51,700,D,Renter,2000+,>120% AMI,N/A
"Newport News city, Virginia",10895.0,917.0,130.0,05000US51700,51,700,S,Renter,1980 to 1999,All,All
"Newport News city, Virginia",4100.0,611.0,131.0,05000US51700,51,700,S,Renter,1980 to 1999,<=50% AMI,All
"Newport News city, Virginia",630.0,185.0,132.0,05000US51700,51,700,D,Renter,1980 to 1999,<=50% AMI,No cost burden
"Newport News city, Virginia",1140.0,331.0,133.0,05000US51700,51,700,D,Renter,1980 to 1999,<=50% AMI,Moderate cost burden
"Newport News city, Virginia",2190.0,512.0,134.0,05000US51700,51,700,D,Renter,1980 to 1999,<=50% AMI,Severe cost burden
"Newport News city, Virginia",140.0,94.0,135.0,05000US51700,51,700,D,Renter,1980 to 1999,<=50% AMI,N/A
"Newport News city, Virginia",2450.0,601.0,136.0,05000US51700,51,700,S,Renter,1980 to 1999,50.1-80% AMI,All
"Newport News city, Virginia",975.0,382.0,137.0,05000US51700,51,700,D,Renter,1980 to 1999,50.1-80% AMI,No cost burden
"Newport News city, Virginia",1385.0,491.0,138.0,05000US51700,51,700,D,Renter,1980 to 1999,50.1-80% AMI,Moderate cost burden
"Newport News city, Virginia",55.0,91.0,139.0,05000US51700,51,700,D,Renter,1980 to 1999,50.1-80% AMI,Severe cost burden
"Newport News city, Virginia",35.0,46.0,140.0,05000US51700,51,700,D,Renter,1980 to 1999,50.1-80% AMI,N/A
"Newport News city, Virginia",2665.0,517.0,141.0,05000US51700,51,700,S,Renter,1980 to 1999,80.1-120% AMI,All
"Newport News city, Virginia",2345.0,481.0,142.0,05000US51700,51,700,D,Renter,1980 to 1999,80.1-120% AMI,No cost burden
"Newport News city, Virginia",160.0,95.0,143.0,05000US51700,51,700,D,Renter,1980 to 1999,80.1-120% AMI,Moderate cost burden
"Newport News city, Virginia",45.0,40.0,144.0,05000US51700,51,700,D,Renter,1980 to 1999,80.1-120% AMI,Severe cost burden
"Newport News city, Virginia",110.0,70.0,145.0,05000US51700,51,700,D,Renter,1980 to 1999,80.1-120% AMI,N/A
"Newport News city, Virginia",1680.0,423.0,146.0,05000US51700,51,700,S,Renter,1980 to 1999,>120% AMI,All
"Newport News city, Virginia",1540.0,416.0,147.0,05000US51700,51,700,D,Renter,1980 to 1999,>120% AMI,No cost burden
"Newport News city, Virginia",50.0,60.0,148.0,05000US51700,51,700,D,Renter,1980 to 1999,>120% AMI,Moderate cost burden
"Newport News city, Virginia",0.0,161.0,149.0,05000US51700,51,700,D,Renter,1980 to 1999,>120% AMI,Severe cost burden
"Newport News city, Virginia",90.0,74.0,150.0,05000US51700,51,700,D,Renter,1980 to 1999,>120% AMI,N/A
"Newport News city, Virginia",13875.0,1120.0,151.0,05000US51700,51,700,S,Renter,1960 to 1979,All,All
"Newport News city, Virginia",4975.0,689.0,152.0,05000US51700,51,700,S,Renter,1960 to 1979,<=50% AMI,All
"Newport News city, Virginia",815.0,269.0,153.0,05000US51700,51,700,D,Renter,1960 to 1979,<=50% AMI,No cost burden
"Newport News city, Virginia",1515.0,406.0,154.0,05000US51700,51,700,D,Renter,1960 to 1979,<=50% AMI,Moderate cost burden
"Newport News city, Virginia",2375.0,518.0,155.0,05000US51700,51,700,D,Renter,1960 to 1979,<=50% AMI,Severe cost burden
"Newport News city, Virginia",270.0,134.0,156.0,05000US51700,51,700,D,Renter,1960 to 1979,<=50% AMI,N/A
"Newport News city, Virginia",3415.0,628.0,157.0,05000US51700,51,700,S,Renter,1960 to 1979,50.1-80% AMI,All
"Newport News city, Virginia",1755.0,556.0,158.0,05000US51700,51,700,D,Renter,1960 to 1979,50.1-80% AMI,No cost burden
"Newport News city, Virginia",1560.0,387.0,159.0,05000US51700,51,700,D,Renter,1960 to 1979,50.1-80% AMI,Moderate cost burden
"Newport News city, Virginia",85.0,95.0,160.0,05000US51700,51,700,D,Renter,1960 to 1979,50.1-80% AMI,Severe cost burden
"Newport News city, Virginia",15.0,32.0,161.0,05000US51700,51,700,D,Renter,1960 to 1979,50.1-80% AMI,N/A
"Newport News city, Virginia",3550.0,757.0,162.0,05000US51700,51,700,S,Renter,1960 to 1979,80.1-120% AMI,All
"Newport News city, Virginia",3170.0,753.0,163.0,05000US51700,51,700,D,Renter,1960 to 1979,80.1-120% AMI,No cost burden
"Newport News city, Virginia",255.0,153.0,164.0,05000US51700,51,700,D,Renter,1960 to 1979,80.1-120% AMI,Moderate cost burden
"Newport News city, Virginia",0.0,161.0,165.0,05000US51700,51,700,D,Renter,1960 to 1979,80.1-120% AMI,Severe cost burden
"Newport News city, Virginia",120.0,105.0,166.0,05000US51700,51,700,D,Renter,1960 to 1979,80.1-120% AMI,N/A
"Newport News city, Virginia",1935.0,452.0,167.0,05000US51700,51,700,S,Renter,1960 to 1979,>120% AMI,All
"Newport News city, Virginia",1890.0,453.0,168.0,05000US51700,51,700,D,Renter,1960 to 1979,>120% AMI,No cost burden
"Newport News city, Virginia",0.0,161.0,169.0,05000US51700,51,700,D,Renter,1960 to 1979,>120% AMI,Moderate cost burden
"Newport News city, Virginia",0.0,161.0,170.0,05000US51700,51,700,D,Renter,1960 to 1979,>120% AMI,Severe cost burden
"Newport News city, Virginia",45.0,49.0,171.0,05000US51700,51,700,D,Renter,1960 to 1979,>120% AMI,N/A
"Newport News city, Virginia",6735.0,758.0,172.0,05000US51700,51,700,S,Renter,1940 to 1959,All,All
"Newport News city, Virginia",3505.0,573.0,173.0,05000US51700,51,700,S,Renter,1940 to 1959,<=50% AMI,All
"Newport News city, Virginia",620.0,257.0,174.0,05000US51700,51,700,D,Renter,1940 to 1959,<=50% AMI,No cost burden
"Newport News city, Virginia",1200.0,372.0,175.0,05000US51700,51,700,D,Renter,1940 to 1959,<=50% AMI,Moderate cost burden
"Newport News city, Virginia",1330.0,379.0,176.0,05000US51700,51,700,D,Renter,1940 to 1959,<=50% AMI,Severe cost burden
"Newport News city, Virginia",350.0,197.0,177.0,05000US51700,51,700,D,Renter,1940 to 1959,<=50% AMI,N/A
"Newport News city, Virginia",1320.0,359.0,178.0,05000US51700,51,700,S,Renter,1940 to 1959,50.1-80% AMI,All
"Newport News city, Virginia",715.0,298.0,179.0,05000US51700,51,700,D,Renter,1940 to 1959,50.1-80% AMI,No cost burden
"Newport News city, Virginia",525.0,218.0,180.0,05000US51700,51,700,D,Renter,1940 to 1959,50.1-80% AMI,Moderate cost burden
"Newport News city, Virginia",0.0,161.0,181.0,05000US51700,51,700,D,Renter,1940 to 1959,50.1-80% AMI,Severe cost burden
"Newport News city, Virginia",75.0,61.0,182.0,05000US51700,51,700,D,Renter,1940 to 1959,50.1-80% AMI,N/A
"Newport News city, Virginia",1325.0,346.0,183.0,05000US51700,51,700,S,Renter,1940 to 1959,80.1-120% AMI,All
"Newport News city, Virginia",1175.0,321.0,184.0,05000US51700,51,700,D,Renter,1940 to 1959,80.1-120% AMI,No cost burden
"Newport News city, Virginia",70.0,66.0,185.0,05000US51700,51,700,D,Renter,1940 to 1959,80.1-120% AMI,Moderate cost burden
"Newport News city, Virginia",0.0,161.0,186.0,05000US51700,51,700,D,Renter,1940 to 1959,80.1-120% AMI,Severe cost burden
"Newport News city, Virginia",80.0,56.0,187.0,05000US51700,51,700,D,Renter,1940 to 1959,80.1-120% AMI,N/A
"Newport News city, Virginia",585.0,285.0,188.0,05000US51700,51,700,S,Renter,1940 to 1959,>120% AMI,All
"Newport News city, Virginia",565.0,284.0,189.0,05000US51700,51,700,D,Renter,1940 to 1959,>120% AMI,No cost burden
"Newport News city, Virginia",0.0,161.0,190.0,05000US51700,51,700,D,Renter,1940 to 1959,>120% AMI,Moderate cost burden
"Newport News city, Virginia",0.0,161.0,191.0,05000US51700,51,700,D,Renter,1940 to 1959,>120% AMI,Severe cost burden
"Newport News city, Virginia",20.0,36.0,192.0,05000US51700,51,700,D,Renter,1940 to 1959,>120% AMI,N/A
"Newport News city, Virginia",1405.0,410.0,193.0,05000US51700,51,700,S,Renter,1939-,All,All
"Newport News city, Virginia",860.0,311.0,194.0,05000US51700,51,700,S,Renter,1939-,<=50% AMI,All
"Newport News city, Virginia",120.0,79.0,195.0,05000US51700,51,700,D,Renter,1939-,<=50% AMI,No cost burden
"Newport News city, Virginia",185.0,158.0,196.0,05000US51700,51,700,D,Renter,1939-,<=50% AMI,Moderate cost burden
"Newport News city, Virginia",450.0,268.0,197.0,05000US51700,51,700,D,Renter,1939-,<=50% AMI,Severe cost burden
"Newport News city, Virginia",105.0,78.0,198.0,05000US51700,51,700,D,Renter,1939-,<=50% AMI,N/A
"Newport News city, Virginia",365.0,204.0,199.0,05000US51700,51,700,S,Renter,1939-,50.1-80% AMI,All
"Newport News city, Virginia",185.0,131.0,200.0,05000US51700,51,700,D,Renter,1939-,50.1-80% AMI,No cost burden
"Newport News city, Virginia",80.0,99.0,201.0,05000US51700,51,700,D,Renter,1939-,50.1-80% AMI,Moderate cost burden
"Newport News city, Virginia",70.0,85.0,202.0,05000US51700,51,700,D,Renter,1939-,50.1-80% AMI,Severe cost burden
"Newport News city, Virginia",35.0,39.0,203.0,05000US51700,51,700,D,Renter,1939-,50.1-80% AMI,N/A
"Newport News city, Virginia",150.0,118.0,204.0,05000US51700,51,700,S,Renter,1939-,80.1-120% AMI,All
"Newport News city, Virginia",130.0,115.0,205.0,05000US51700,51,700,D,Renter,1939-,80.1-120% AMI,No cost burden
"Newport News city, Virginia",0.0,161.0,206.0,05000US51700,51,700,D,Renter,1939-,80.1-120% AMI,Moderate cost burden
"Newport News city, Virginia",0.0,161.0,207.0,05000US51700,51,700,D,Renter,1939-,80.1-120% AMI,Severe cost burden
"Newport News city, Virginia",20.0,34.0,208.0,05000US51700,51,700,D,Renter,1939-,80.1-120% AMI,N/A
"Newport News city, Virginia",30.0,49.0,209.0,05000US51700,51,700,S,Renter,1939-,>120% AMI,All
"Newport News city, Virginia",0.0,161.0,210.0,05000US51700,51,700,D,Renter,1939-,>120% AMI,No cost burden
"Newport News city, Virginia",0.0,161.0,211.0,05000US51700,51,700,D,Renter,1939-,>120% AMI,Moderate cost burden
"Newport News city, Virginia",0.0,161.0,212.0,05000US51700,51,700,D,Renter,1939-,>120% AMI,Severe cost burden
"Newport News city, Virginia",30.0,49.0,213.0,05000US51700,51,700,D,Renter,1939-,>120% AMI,N/A
